previous,duration,pdays,day,campaign,balance,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
0,433,0,13,2,-2527,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,416,0,28,1,-388,admin.,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,95,0,20,2,-1306,retired,divorced,secondary,no,yes,yes,cellular,aug,unknown,1,unpref
0,461,0,20,1,-2404,retired,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,79,0,21,3,1151,technician,divorced,unknown,no,yes,no,cellular,aug,unknown,1,unpref
0,69,0,30,1,1286,technician,single,secondary,no,no,no,unknown,may,unknown,1,unpref
0,87,0,6,4,1497,blue-collar,single,primary,no,no,no,unknown,jun,unknown,1,unpref
1,123,275,11,1,601,unemployed,married,secondary,no,no,no,cellular,aug,failure,1,unpref
1,154,276,23,1,-1645,blue-collar,married,primary,no,yes,no,cellular,nov,failure,1,unpref
0,82,4,6,2,-1344,services,married,primary,no,yes,no,cellular,may,unknown,1,unpref
0,125,0,30,1,589,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,440,0,2,2,-2749,student,single,secondary,no,no,no,telephone,nov,unknown,unpriv,unpref
0,134,0,7,1,2013,admin.,married,unknown,no,yes,no,cellular,feb,unknown,1,yes
0,324,0,28,8,1139,technician,single,secondary,no,no,no,cellular,aug,unknown,unpriv,unpref
0,151,0,12,5,1113,technician,married,secondary,no,no,no,cellular,may,unknown,1,unpref
0,46,0,28,1,-3658,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,134,0,19,2,2606,management,married,tertiary,no,no,no,cellular,apr,unknown,1,yes
0,267,0,14,1,724,blue-collar,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,100,3,11,1,4593,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,140,0,13,1,8847,blue-collar,married,primary,no,no,yes,unknown,may,unknown,1,unpref
0,75,0,18,1,4222,blue-collar,married,primary,no,yes,yes,cellular,apr,unknown,1,unpref
0,172,0,28,1,-730,blue-collar,single,secondary,no,yes,no,cellular,jan,unknown,1,unpref
0,97,1,27,1,1199,technician,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,3,0,24,30,1218,management,single,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,104,0,15,1,-1415,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
2,46,168,21,1,-2042,technician,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,109,0,19,1,1353,management,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
4,46,229,28,1,3433,technician,single,secondary,no,no,no,cellular,may,other,1,unpref
0,347,0,5,1,-708,services,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,110,0,15,2,761,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,1,unpref
0,146,0,13,2,5706,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,553,0,16,2,5916,housemaid,married,primary,no,no,no,cellular,jun,unknown,1,unpref
0,23,0,22,2,7466,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,124,0,26,1,1174,blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,1,unpref
0,221,1,2,1,5886,self-employed,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,113,0,29,1,-7701,services,married,primary,no,no,yes,cellular,aug,unknown,unpriv,unpref
1,304,347,12,1,3187,management,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,80,2,22,1,620,technician,single,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,122,0,29,4,-935,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,412,0,2,1,564,technician,single,secondary,no,no,yes,unknown,jun,unknown,1,unpref
0,467,1,18,1,3158,management,married,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
0,202,0,3,1,2369,technician,married,secondary,no,yes,yes,cellular,apr,unknown,1,unpref
0,480,65,17,1,1727,blue-collar,married,primary,no,no,no,cellular,sep,success,1,unpref
0,343,16,7,1,3743,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,85,0,20,2,173,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
2,212,358,15,1,835,management,divorced,tertiary,no,yes,no,cellular,apr,failure,1,unpref
0,69,0,19,3,-657,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,0,2,10,1,-4227,admin.,single,tertiary,no,yes,no,cellular,feb,unknown,1,unpref
5,65,317,12,5,1309,blue-collar,married,primary,no,yes,yes,cellular,may,failure,1,unpref
0,224,0,5,1,3734,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,314,0,4,1,1360,blue-collar,divorced,primary,no,yes,no,cellular,may,unknown,1,unpref
0,296,0,12,1,3202,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,98,0,25,2,983,management,single,tertiary,yes,yes,yes,unknown,may,unknown,1,unpref
0,495,0,7,3,-1759,admin.,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
0,159,0,5,1,-1969,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,137,5,2,1,-2510,admin.,married,secondary,yes,yes,no,cellular,may,unknown,1,unpref
0,322,0,28,16,376,services,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,214,0,12,1,522,management,married,tertiary,no,no,yes,unknown,may,unknown,1,unpref
0,194,0,8,1,4885,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
3,25,287,11,1,3673,admin.,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,588,0,13,1,3028,blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,1,unpref
1,133,223,2,2,1146,admin.,married,secondary,no,yes,no,cellular,may,success,1,unpref
0,229,0,4,1,2747,management,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,318,0,13,1,5002,unemployed,single,unknown,no,no,no,cellular,feb,unknown,1,unpref
0,9,0,19,2,1445,housemaid,married,primary,no,no,no,cellular,apr,unknown,1,unpref
0,209,6,11,2,1325,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
0,1395,0,2,2,1961,self-employed,married,secondary,no,no,yes,cellular,jun,unknown,1,unpref
0,213,0,8,3,3916,management,single,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
0,58,2,16,1,-3001,student,married,unknown,no,yes,no,cellular,may,unknown,1,unpref
0,15,0,6,2,10139,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,443,0,16,7,3122,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,309,0,8,2,787,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,110,0,5,2,1827,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,107,1,1,1,-1255,retired,married,secondary,no,no,no,cellular,feb,unknown,unpriv,unpref
0,296,0,6,2,-627,management,single,tertiary,no,no,no,cellular,may,unknown,1,unpref
0,197,0,28,1,-153,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,352,308,15,1,-846,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,227,0,14,2,540,admin.,divorced,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,203,238,22,1,-478,management,married,secondary,no,yes,yes,cellular,jan,failure,1,unpref
0,718,0,20,2,1337,technician,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,76,0,23,2,-2047,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,189,4,14,1,1868,blue-collar,married,secondary,no,no,no,telephone,jul,unknown,1,unpref
0,216,0,25,22,1372,management,single,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
0,262,1,18,4,1193,technician,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,288,0,20,3,997,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,29,0,17,1,327,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
0,359,0,3,1,-245,admin.,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,58,0,15,1,-1425,retired,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,145,0,21,1,3254,management,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
4,332,211,22,1,3906,management,married,tertiary,no,no,no,cellular,apr,failure,1,yes
0,133,0,9,6,-812,management,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
1,516,330,22,6,3362,management,single,secondary,no,yes,no,cellular,jul,other,1,yes
0,390,0,19,1,1568,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,157,0,20,1,3418,technician,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,152,0,16,2,-15,blue-collar,married,primary,no,no,no,telephone,may,unknown,1,unpref
0,0,0,2,2,-2384,retired,divorced,secondary,no,yes,no,cellular,feb,unknown,unpriv,unpref
7,44,132,14,1,4264,technician,married,tertiary,no,no,no,cellular,aug,success,1,yes
0,244,0,2,3,1383,management,single,tertiary,no,yes,no,cellular,jun,unknown,1,unpref
0,192,4,12,1,-2955,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,7,0,24,1,3363,technician,married,secondary,no,no,no,telephone,jul,unknown,1,unpref
0,107,0,23,4,-957,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,919,1,9,3,1826,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,1,yes
1,736,64,16,1,5398,management,married,tertiary,no,no,no,cellular,nov,success,1,unpref
0,573,0,4,1,3278,technician,divorced,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,461,0,28,2,-692,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,106,0,27,3,4334,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,2,0,14,6,987,management,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
0,56,182,21,1,-3555,blue-collar,married,secondary,no,yes,no,cellular,feb,success,1,unpref
0,223,0,18,4,6299,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,20,2,12,1,2430,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
1,105,290,6,1,-1223,management,single,tertiary,no,yes,no,telephone,apr,failure,1,yes
0,315,0,3,1,-3384,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,410,0,16,2,613,services,single,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,87,0,15,2,981,services,married,secondary,no,yes,yes,telephone,jul,unknown,1,unpref
0,299,1,4,1,4807,housemaid,married,primary,no,no,yes,cellular,jul,unknown,1,unpref
0,115,0,17,5,1455,technician,married,tertiary,no,no,no,cellular,may,unknown,1,unpref
0,215,0,13,1,-124,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,155,0,21,1,750,technician,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,204,0,23,2,5319,management,single,primary,no,no,no,cellular,aug,unknown,unpriv,unpref
0,476,0,24,9,918,admin.,single,secondary,no,yes,no,unknown,may,unknown,unpriv,unpref
0,236,0,25,1,1714,technician,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,123,0,13,1,-3358,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,307,0,17,1,3818,management,married,unknown,no,no,no,telephone,feb,unknown,1,unpref
2,59,276,4,2,-891,admin.,divorced,secondary,no,no,no,cellular,feb,other,1,unpref
0,304,0,16,1,8926,unemployed,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,26,0,15,1,-603,technician,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,152,0,28,1,4177,unknown,married,secondary,no,no,no,telephone,jan,unknown,1,yes
0,94,0,16,1,-119,technician,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,6,0,30,1,3760,management,married,tertiary,no,yes,no,telephone,jul,unknown,1,unpref
0,115,1,30,3,-331,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,279,18,10,1,3176,management,married,tertiary,no,no,no,cellular,aug,failure,1,yes
0,243,0,5,1,186,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,1412,0,3,1,-2781,housemaid,single,tertiary,no,no,no,cellular,jul,unknown,unpriv,unpref
0,53,1,11,6,-1025,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,116,0,6,3,4315,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,215,0,12,1,-208,management,divorced,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1,25,337,8,1,481,technician,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,113,0,20,5,-347,services,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,5,1,25,1,-1156,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,179,273,12,1,1875,technician,single,secondary,no,no,no,cellular,aug,success,1,yes
1,62,278,26,1,2146,technician,married,secondary,no,yes,no,cellular,aug,failure,1,unpref
1,223,350,8,2,1637,blue-collar,married,secondary,no,yes,yes,cellular,may,failure,1,unpref
0,106,0,17,1,1428,blue-collar,divorced,primary,no,no,no,cellular,nov,unknown,1,unpref
0,50,0,13,17,5057,blue-collar,married,primary,no,yes,no,telephone,nov,unknown,1,unpref
0,61,0,27,1,-2125,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,344,0,15,1,-132,services,divorced,secondary,no,yes,no,unknown,jul,unknown,unpriv,unpref
0,332,0,22,5,1389,services,single,secondary,no,no,yes,cellular,aug,unknown,1,unpref
0,562,0,17,1,164,blue-collar,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,144,63,21,1,4248,blue-collar,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,77,0,23,7,3500,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,178,13,26,3,-3296,services,single,secondary,no,no,no,cellular,nov,success,1,unpref
0,262,0,14,3,1360,blue-collar,single,primary,no,yes,no,cellular,may,unknown,1,unpref
0,41,0,26,5,2501,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,56,0,16,1,1406,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,507,0,12,1,-996,blue-collar,divorced,unknown,no,no,no,unknown,may,unknown,1,yes
0,152,17,24,1,4165,technician,divorced,secondary,no,no,no,cellular,aug,failure,1,unpref
0,152,0,18,1,2203,technician,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,204,0,28,2,157,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,87,0,29,1,2287,blue-collar,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
1,157,224,12,2,733,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,125,0,22,3,-865,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,99,0,3,3,1572,management,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,165,0,1,4,301,blue-collar,single,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,296,0,6,2,399,management,married,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
0,554,0,8,2,-406,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,89,0,17,2,-719,admin.,single,secondary,no,yes,no,cellular,nov,unknown,1,yes
0,472,0,8,7,415,management,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,540,1,30,1,-1446,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,yes
0,128,0,16,2,3202,services,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,504,0,17,1,-107,retired,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,96,0,30,12,2942,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,110,0,30,15,-776,blue-collar,single,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
0,134,2,1,2,-1674,admin.,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,136,0,6,1,4466,student,married,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
0,291,0,11,1,766,blue-collar,married,primary,no,no,no,unknown,may,unknown,1,unpref
0,188,2,20,2,1030,admin.,single,secondary,no,no,no,unknown,may,unknown,1,unpref
0,475,0,6,1,-1666,management,single,secondary,no,no,no,cellular,may,unknown,1,yes
0,709,0,8,1,73,technician,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
0,294,0,11,1,1254,blue-collar,married,primary,no,no,no,unknown,may,unknown,1,unpref
0,194,2,14,1,-1417,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,0,0,20,1,16977,self-employed,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,313,0,21,1,3181,entrepreneur,married,tertiary,no,yes,no,telephone,jan,unknown,1,unpref
0,473,0,20,1,3483,admin.,married,tertiary,no,no,no,telephone,nov,unknown,1,yes
0,799,0,12,2,1784,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,193,0,12,2,-1045,management,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,97,0,7,3,1644,housemaid,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,367,0,20,1,4221,admin.,married,secondary,yes,no,no,unknown,jun,unknown,1,unpref
1,142,322,11,6,3285,management,single,tertiary,no,no,no,cellular,may,success,1,unpref
0,797,354,8,4,829,admin.,married,secondary,no,no,yes,cellular,apr,failure,1,unpref
0,175,1,8,1,-1324,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,106,0,27,1,1883,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,1008,262,30,1,18148,management,married,tertiary,no,yes,no,cellular,jan,other,1,unpref
0,630,0,12,1,418,technician,married,secondary,no,no,no,unknown,may,unknown,1,unpref
0,157,0,24,9,-2951,retired,divorced,secondary,no,no,yes,cellular,aug,unknown,1,unpref
0,543,0,28,1,2583,blue-collar,divorced,primary,no,no,no,cellular,jul,unknown,1,unpref
0,929,0,29,1,892,self-employed,divorced,secondary,no,no,no,cellular,jan,unknown,1,unpref
0,0,0,29,1,-4908,entrepreneur,married,tertiary,no,no,yes,cellular,dec,unknown,unpriv,unpref
0,174,3,16,1,-1345,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,325,2,13,1,610,management,single,secondary,no,no,no,cellular,may,unknown,1,yes
3,11,266,19,2,2597,management,married,tertiary,no,yes,yes,cellular,may,failure,1,unpref
0,216,0,11,1,1217,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1,245,144,9,1,-2434,admin.,married,secondary,no,no,no,cellular,jan,other,1,yes
0,275,0,11,1,-862,self-employed,divorced,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,182,14,5,2,-60,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,754,0,1,1,482,services,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,79,0,27,14,-856,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,298,1,29,1,-1988,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,512,0,5,1,308,blue-collar,married,secondary,no,no,no,cellular,jun,unknown,1,unpref
2,221,170,19,1,1956,management,married,tertiary,no,no,yes,cellular,nov,failure,1,yes
0,94,0,27,3,3503,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,46,0,27,2,4628,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,90,0,24,4,919,technician,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,1,180,25,1,-4261,unemployed,single,secondary,no,no,no,cellular,jan,success,unpriv,unpref
0,630,0,16,1,473,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,510,0,24,1,-2032,unemployed,married,primary,no,no,yes,unknown,jun,unknown,1,unpref
0,233,0,19,2,7507,blue-collar,single,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,200,0,5,1,-1190,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,238,0,14,2,944,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,138,0,11,1,-190,technician,divorced,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,126,0,4,1,381,entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
3,158,121,18,1,1709,technician,single,secondary,no,no,no,cellular,apr,other,1,yes
0,106,0,26,1,-229,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,82,0,22,1,-306,services,divorced,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,272,94,3,6,1166,blue-collar,married,primary,no,yes,no,cellular,feb,other,1,unpref
5,681,212,20,1,-5460,admin.,married,secondary,no,yes,yes,telephone,aug,failure,1,yes
0,75,0,17,6,92,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,0,0,27,2,-1197,technician,married,secondary,no,yes,yes,cellular,aug,unknown,1,unpref
0,183,0,25,1,-1007,management,single,tertiary,no,no,no,cellular,feb,unknown,1,unpref
0,476,0,22,3,967,retired,married,secondary,no,no,yes,unknown,jul,unknown,unpriv,unpref
0,101,0,14,1,-813,admin.,single,primary,no,yes,yes,cellular,nov,unknown,1,unpref
4,77,139,3,5,742,blue-collar,single,tertiary,no,yes,yes,cellular,feb,failure,1,unpref
0,512,0,8,1,5172,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,4,72,12,1,26764,unemployed,single,secondary,no,no,no,cellular,may,failure,unpriv,yes
6,256,161,1,1,-308,admin.,married,secondary,no,no,no,cellular,feb,other,1,yes
0,310,0,14,1,2100,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
1,659,108,22,1,-945,blue-collar,divorced,primary,no,yes,no,cellular,may,failure,1,yes
0,38,3,11,1,11333,unemployed,single,secondary,no,no,no,cellular,may,unknown,unpriv,yes
0,186,2,14,2,1939,admin.,single,primary,no,yes,no,cellular,nov,unknown,1,unpref
0,1,0,20,2,-276,entrepreneur,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,505,0,22,3,2367,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,721,0,3,2,0,retired,divorced,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,84,0,16,2,-1411,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
4,144,318,18,1,1419,entrepreneur,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,224,0,26,9,-1978,technician,divorced,secondary,no,yes,yes,cellular,aug,unknown,unpriv,unpref
0,85,0,24,1,7198,technician,married,primary,no,yes,no,cellular,nov,unknown,1,unpref
0,38,0,11,1,2367,housemaid,single,tertiary,no,yes,yes,cellular,jul,unknown,1,unpref
3,253,76,3,1,2659,admin.,divorced,secondary,no,yes,no,cellular,feb,success,1,yes
0,484,0,9,1,1159,retired,married,primary,no,no,no,unknown,jun,unknown,unpriv,unpref
0,124,0,4,1,-960,technician,divorced,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,105,0,18,2,1333,admin.,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,281,0,24,1,-781,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,102,1,16,1,9276,management,married,tertiary,no,no,no,cellular,oct,unknown,1,unpref
0,14,0,20,1,-991,unemployed,married,tertiary,no,no,no,cellular,may,unknown,1,unpref
0,206,0,13,1,12494,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,5,1,1,1,-4274,unknown,married,secondary,no,no,no,telephone,dec,unknown,unpriv,yes
0,23,0,12,5,1374,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,482,0,20,10,1582,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,0,0,18,1,341,services,married,secondary,no,no,no,unknown,may,unknown,1,yes
0,84,0,9,1,-962,technician,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,303,0,26,2,-571,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,69,0,11,1,-1060,technician,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,470,0,22,8,855,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,116,0,17,2,4225,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,176,113,15,1,1557,unemployed,single,tertiary,no,yes,no,cellular,nov,failure,1,yes
4,126,187,8,2,-1004,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,128,0,7,2,2213,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,596,0,19,3,3037,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,85,0,25,1,1087,technician,married,secondary,no,yes,yes,unknown,may,unknown,unpriv,unpref
1,331,244,4,1,3598,admin.,married,secondary,no,no,no,cellular,jun,failure,1,yes
0,1014,14,6,1,1127,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,302,0,20,1,2083,services,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,160,1,9,2,-2618,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,611,1,23,5,-830,retired,married,tertiary,no,yes,no,cellular,may,unknown,unpriv,yes
0,281,0,13,1,3078,management,married,tertiary,no,no,no,cellular,apr,unknown,1,unpref
0,223,0,30,5,134,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
2,199,276,11,3,-1560,technician,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,356,0,6,1,4236,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,356,1,4,2,1705,technician,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2,40,178,25,2,1955,management,single,tertiary,no,yes,no,cellular,feb,other,1,yes
0,259,0,22,1,2086,retired,divorced,secondary,no,no,no,cellular,nov,unknown,unpriv,unpref
0,144,1,17,1,-58,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
3,390,67,1,1,2316,admin.,married,secondary,no,yes,no,cellular,may,success,1,yes
0,241,0,13,1,-865,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
2,270,338,16,1,3532,management,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,154,0,21,1,-75,technician,married,tertiary,no,no,no,unknown,may,unknown,1,unpref
2,248,261,22,1,6512,management,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,133,0,6,8,3563,technician,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,355,216,27,10,3372,management,married,tertiary,no,yes,no,cellular,aug,failure,1,yes
0,152,0,13,4,7462,technician,single,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,88,99,15,4,-495,management,single,tertiary,no,no,no,cellular,apr,success,1,yes
0,168,0,21,1,6023,technician,married,tertiary,no,no,no,cellular,apr,unknown,1,yes
0,45,0,30,1,5682,management,married,tertiary,no,no,no,telephone,jul,unknown,1,unpref
0,60,0,13,3,-963,management,single,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
1,102,87,8,1,2666,management,married,tertiary,no,no,no,cellular,aug,success,1,unpref
0,267,1,18,3,1223,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,298,0,27,1,-601,admin.,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,0,24,9,1,3355,management,single,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,129,0,3,1,-578,services,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,541,0,28,9,2163,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
2,148,166,19,1,573,technician,single,secondary,no,yes,no,cellular,nov,failure,1,unpref
