previous,duration,pdays,day,campaign,balance,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
0,194,0,25,4,1948,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,131,0,19,1,308,blue-collar,single,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,171,0,24,1,-113,management,married,tertiary,no,no,no,cellular,aug,unknown,unpriv,unpref
2,239,344,17,2,-1579,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,yes
0,452,0,15,1,1849,blue-collar,divorced,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,43,84,24,2,-2197,technician,married,secondary,no,yes,no,cellular,feb,success,1,unpref
0,150,0,13,1,3239,retired,married,secondary,no,no,no,unknown,mar,unknown,unpriv,yes
0,183,0,20,1,1636,services,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,121,0,12,1,-799,management,single,tertiary,no,yes,yes,cellular,jul,unknown,1,unpref
0,197,0,5,1,5112,admin.,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,66,0,25,1,1633,technician,single,secondary,no,no,no,cellular,aug,unknown,1,yes
0,419,0,22,3,183,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,78,0,21,1,2066,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,420,0,18,1,626,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
3,107,333,3,1,-648,management,single,tertiary,no,no,no,cellular,nov,failure,1,unpref
0,188,0,2,1,-225,management,divorced,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
0,579,0,19,2,1926,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,143,0,15,1,4202,technician,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,419,0,2,1,-1421,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,61,0,20,4,559,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,210,1,9,1,1064,blue-collar,single,primary,no,no,no,cellular,aug,unknown,1,unpref
0,267,0,23,1,-608,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,102,0,3,3,447,management,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,157,0,18,1,516,admin.,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,140,0,17,3,290,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,175,0,25,1,1730,retired,married,primary,no,no,no,cellular,jan,unknown,1,yes
0,281,0,18,2,863,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,188,7,4,1,-5428,technician,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,498,13,9,4,2503,blue-collar,married,secondary,no,yes,no,telephone,feb,unknown,1,unpref
0,151,2,11,1,1447,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,668,1,21,3,2893,blue-collar,single,primary,no,yes,no,cellular,may,unknown,1,unpref
0,129,0,25,4,631,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,46,0,30,2,8883,admin.,married,unknown,no,no,no,unknown,may,unknown,1,unpref
0,230,0,29,1,403,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,66,0,21,1,472,services,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,91,0,7,1,1935,management,divorced,tertiary,no,no,no,cellular,feb,unknown,1,unpref
0,12,0,18,2,524,management,single,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,2258,0,18,1,-338,services,single,secondary,no,no,no,cellular,jul,unknown,1,yes
0,46,0,14,1,-2736,management,divorced,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,192,0,4,4,932,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,351,0,27,1,371,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,0,0,28,5,-1530,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,147,0,17,4,-545,services,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,39,0,12,13,-359,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,274,0,29,1,9280,admin.,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,524,0,12,1,3680,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,424,0,23,1,260,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,1296,2,6,1,1138,services,married,unknown,no,no,no,cellular,aug,unknown,1,yes
0,282,0,20,1,-259,technician,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,178,0,23,1,1003,blue-collar,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,487,0,16,1,-1277,blue-collar,divorced,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,113,1,9,2,-1631,blue-collar,divorced,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,217,0,13,6,375,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
4,581,239,10,1,296,blue-collar,single,secondary,no,yes,no,cellular,nov,failure,1,yes
0,514,2,21,3,1720,management,married,tertiary,no,no,no,cellular,apr,unknown,1,yes
0,265,0,15,1,944,services,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,154,0,16,2,3631,management,single,tertiary,no,no,yes,cellular,nov,unknown,1,unpref
0,204,39,16,2,1462,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,93,2,17,1,1885,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,143,0,27,1,1587,technician,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,148,0,20,4,94,admin.,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,138,0,30,3,1015,technician,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,163,0,20,2,1394,management,single,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,224,0,9,1,328,management,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,93,0,20,1,1143,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,8,0,13,1,-443,services,single,secondary,no,yes,no,unknown,may,unknown,unpriv,unpref
0,83,0,16,1,1062,admin.,divorced,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,80,3,3,1,584,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
4,431,411,10,2,6228,management,married,tertiary,no,no,no,cellular,apr,failure,1,unpref
0,159,1,8,2,649,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,578,0,17,1,302,self-employed,single,tertiary,no,no,no,cellular,jan,unknown,1,unpref
0,271,0,23,1,2540,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,64,0,8,4,745,services,married,secondary,no,no,no,telephone,may,unknown,unpriv,unpref
0,441,0,13,1,-1094,housemaid,single,secondary,no,no,no,cellular,jul,unknown,1,yes
0,0,0,17,1,5211,technician,married,secondary,no,yes,no,telephone,nov,unknown,1,unpref
0,340,234,16,1,-1101,entrepreneur,married,tertiary,no,yes,yes,cellular,may,failure,1,unpref
0,45,0,19,3,1912,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,98,0,14,1,2975,housemaid,married,primary,no,yes,yes,unknown,jun,unknown,unpriv,unpref
0,85,0,11,1,1002,management,married,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
0,109,0,27,4,836,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,258,0,6,2,285,admin.,single,secondary,no,yes,no,unknown,jul,unknown,1,unpref
0,22,0,26,3,5204,management,married,tertiary,no,no,no,cellular,jan,unknown,1,unpref
0,72,0,1,2,60,management,single,tertiary,no,no,yes,cellular,feb,unknown,unpriv,unpref
0,56,0,9,2,2443,management,married,tertiary,no,no,yes,telephone,aug,unknown,1,unpref
1,190,325,13,1,-1902,blue-collar,single,secondary,no,yes,no,cellular,may,other,unpriv,unpref
0,195,0,20,1,-588,management,single,tertiary,no,no,no,cellular,may,unknown,1,yes
0,399,275,9,1,597,technician,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,269,0,11,1,1051,blue-collar,divorced,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,105,0,2,1,433,blue-collar,single,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
0,106,0,28,3,2445,blue-collar,divorced,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,236,0,17,1,356,management,single,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,102,0,10,1,-2384,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,unpriv,unpref
0,101,122,4,1,747,management,married,tertiary,no,yes,yes,unknown,nov,failure,1,unpref
0,550,1,12,6,8673,management,single,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
0,226,0,28,2,6535,technician,single,tertiary,no,yes,no,telephone,jul,unknown,1,unpref
0,185,0,3,2,-554,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,79,0,4,1,3098,blue-collar,married,primary,no,yes,no,cellular,feb,unknown,1,unpref
0,355,0,16,1,6377,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
7,221,269,13,2,2425,technician,divorced,tertiary,no,yes,no,cellular,sep,other,1,unpref
0,155,2,15,2,1465,technician,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,259,0,5,2,63,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,260,0,25,1,-224,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,110,0,11,1,2740,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
0,253,257,1,1,12003,technician,married,tertiary,no,no,no,cellular,feb,failure,unpriv,unpref
0,110,0,10,1,-409,technician,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,236,0,10,1,5926,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,341,0,17,1,551,blue-collar,married,primary,no,no,no,telephone,may,unknown,1,unpref
0,221,82,7,1,3709,management,single,tertiary,no,no,no,cellular,may,success,1,unpref
0,0,0,6,2,-1807,unemployed,married,tertiary,no,no,no,cellular,jun,unknown,1,unpref
0,201,0,1,1,-429,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,168,0,20,21,389,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2,706,329,17,4,3579,management,married,tertiary,no,no,no,cellular,may,failure,1,unpref
0,745,0,28,1,3900,retired,divorced,primary,no,no,no,telephone,aug,unknown,unpriv,unpref
0,463,0,8,3,3529,blue-collar,married,secondary,no,yes,yes,cellular,feb,unknown,1,unpref
0,78,0,15,3,-1295,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,79,325,5,1,42,management,divorced,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,926,0,28,5,5808,self-employed,married,primary,no,no,no,cellular,aug,unknown,1,unpref
0,138,13,23,1,2007,services,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,64,0,5,1,1096,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
1,67,199,6,1,4341,management,divorced,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,250,0,3,1,2142,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,180,0,12,1,-90,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,270,0,16,10,-611,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,73,0,26,1,2033,technician,married,secondary,no,no,no,cellular,apr,unknown,1,unpref
0,0,0,26,13,5627,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
1,97,217,4,1,-551,management,single,tertiary,no,no,yes,cellular,nov,failure,1,unpref
0,660,0,4,1,-2268,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,2,0,13,10,2128,entrepreneur,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,108,0,25,1,8765,management,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,115,0,9,2,7219,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,209,0,24,1,-1031,management,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,240,1,22,11,1036,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,1,4,10,1,-3730,blue-collar,divorced,unknown,no,no,no,cellular,aug,unknown,unpriv,unpref
0,319,0,26,3,-990,management,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,264,0,29,10,-152,blue-collar,single,secondary,no,yes,yes,cellular,apr,unknown,1,unpref
0,25,1,2,4,-1556,blue-collar,single,secondary,no,no,yes,cellular,feb,unknown,1,unpref
0,44,0,11,1,9412,retired,married,secondary,no,no,no,telephone,nov,unknown,unpriv,unpref
0,155,136,20,1,-154,management,married,primary,no,no,no,cellular,nov,failure,1,unpref
0,6,0,25,1,2073,housemaid,single,primary,no,no,no,telephone,apr,unknown,unpriv,unpref
0,183,0,15,2,316,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,0,32,7,1,-7558,retired,divorced,secondary,no,no,yes,cellular,aug,failure,1,unpref
0,327,0,11,2,515,management,divorced,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
0,7,0,9,5,-4156,management,married,primary,no,no,no,cellular,sep,unknown,unpriv,unpref
0,210,0,15,2,2155,technician,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,115,0,9,1,-2553,admin.,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,81,0,28,3,-1524,blue-collar,single,secondary,no,no,no,telephone,oct,unknown,unpriv,unpref
0,77,364,5,1,-5133,self-employed,married,tertiary,no,no,no,cellular,oct,other,unpriv,unpref
0,34,0,8,6,-343,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,227,0,8,1,-294,student,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,113,1,16,1,3173,admin.,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,484,0,28,1,-545,services,single,secondary,no,no,no,cellular,nov,unknown,unpriv,yes
0,135,0,20,2,1857,blue-collar,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,756,6,8,1,-1574,services,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,858,0,17,1,2917,management,single,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,88,0,12,1,-1076,management,single,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,84,0,25,1,639,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,314,0,29,4,1162,blue-collar,single,secondary,no,yes,yes,telephone,jan,unknown,unpriv,unpref
0,42,0,16,3,1062,admin.,married,secondary,no,no,no,cellular,may,unknown,1,unpref
0,61,0,15,1,485,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
1,248,20,2,1,-1766,management,single,tertiary,no,yes,no,cellular,feb,failure,1,yes
0,199,215,1,1,-7892,technician,married,primary,no,no,no,cellular,oct,unknown,unpriv,yes
0,319,0,9,2,986,management,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,132,0,20,1,184,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,368,0,13,1,3602,self-employed,married,secondary,no,yes,no,cellular,nov,unknown,unpriv,unpref
1,104,303,5,1,2922,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
1,1041,31,2,1,-6344,admin.,single,tertiary,no,no,no,cellular,sep,unknown,1,yes
1,157,272,12,1,494,management,married,secondary,no,yes,yes,cellular,may,failure,1,unpref
0,161,0,21,10,-437,technician,married,primary,no,yes,no,telephone,jul,unknown,1,unpref
0,61,0,22,1,2958,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,203,0,29,2,-2527,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,385,32,14,5,-570,technician,single,secondary,yes,yes,no,cellular,feb,unknown,1,unpref
0,34,12,4,2,3473,management,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,10,0,27,19,515,management,divorced,secondary,yes,no,yes,cellular,aug,unknown,1,unpref
0,148,0,17,1,-722,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,209,307,10,2,346,services,married,secondary,no,yes,no,cellular,may,failure,1,unpref
1,404,182,19,1,2668,management,divorced,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,256,0,16,2,824,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,713,0,13,1,-1439,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,1,yes
0,377,0,16,1,1752,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,1,yes
0,12,0,25,8,-371,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,270,0,16,5,-221,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,249,0,28,1,3038,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,193,0,20,3,2167,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,91,0,7,1,7214,management,married,tertiary,no,yes,yes,cellular,aug,unknown,1,unpref
0,268,0,2,2,-895,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,593,0,20,2,2331,management,single,tertiary,no,no,no,cellular,nov,unknown,1,yes
0,603,0,18,4,2276,technician,married,tertiary,no,no,no,cellular,jul,unknown,1,yes
0,247,0,2,2,-2298,housemaid,single,secondary,no,no,yes,cellular,feb,unknown,1,unpref
0,190,0,16,2,-1070,retired,divorced,primary,no,yes,no,telephone,jul,unknown,1,unpref
0,334,0,26,1,1872,blue-collar,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,167,1,9,1,-838,management,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,369,2,15,4,-2004,services,single,secondary,no,yes,yes,cellular,nov,unknown,1,unpref
5,203,90,9,1,929,technician,divorced,tertiary,no,no,no,cellular,aug,other,1,unpref
0,347,0,7,1,-656,management,single,tertiary,no,no,no,cellular,may,unknown,1,unpref
0,359,0,8,1,2575,blue-collar,divorced,primary,no,no,no,cellular,jul,unknown,1,unpref
0,274,0,17,1,759,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,116,0,25,1,970,services,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,248,0,7,1,-3249,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,556,0,22,7,1323,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
1,518,140,18,2,2366,blue-collar,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,38,0,25,1,953,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,325,0,20,6,9942,technician,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,82,0,2,1,3437,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,1107,2,10,1,1776,technician,married,primary,no,yes,no,telephone,nov,unknown,1,yes
0,98,0,5,2,2238,management,single,tertiary,no,no,yes,telephone,aug,unknown,unpriv,unpref
0,470,0,8,5,1004,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,96,0,14,3,-55,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,109,0,28,5,703,blue-collar,single,secondary,no,no,no,cellular,jul,unknown,unpriv,unpref
0,547,0,13,5,1855,technician,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,403,0,12,1,1455,entrepreneur,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,18,0,19,1,-2622,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,215,0,27,12,681,technician,married,secondary,no,no,no,cellular,jun,unknown,1,unpref
0,46,0,26,19,49,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,56,0,20,1,-3177,entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
1,34,284,16,1,1705,management,married,tertiary,no,yes,no,cellular,apr,other,1,unpref
0,325,0,4,1,-1141,admin.,divorced,secondary,no,no,yes,cellular,aug,unknown,1,unpref
0,194,0,7,1,1514,admin.,married,secondary,no,no,no,cellular,aug,unknown,1,yes
0,383,0,24,9,893,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,53,0,11,1,-96,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
7,306,174,18,1,4892,admin.,divorced,tertiary,no,yes,no,cellular,jan,failure,1,unpref
0,165,0,9,1,-250,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,206,0,26,1,-173,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,189,0,15,1,432,admin.,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,126,0,6,7,-1288,student,single,secondary,no,no,no,cellular,aug,unknown,1,yes
0,322,2,26,4,3838,technician,single,secondary,no,no,no,unknown,may,unknown,1,unpref
0,36,0,6,2,-872,management,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,322,0,2,1,1136,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,yes
0,157,0,23,2,392,blue-collar,married,primary,no,no,no,cellular,aug,unknown,1,unpref
4,545,57,9,2,12739,admin.,single,tertiary,no,yes,no,cellular,feb,success,1,yes
0,167,286,3,1,-593,admin.,single,tertiary,no,yes,no,cellular,feb,failure,1,unpref
0,164,1,5,1,5458,services,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,260,0,20,2,-25,blue-collar,married,primary,no,no,no,telephone,nov,unknown,1,yes
0,191,1,25,1,4153,blue-collar,married,unknown,no,no,yes,cellular,dec,unknown,1,unpref
0,537,0,17,1,-2393,management,divorced,tertiary,no,yes,yes,cellular,may,unknown,1,unpref
0,59,59,17,1,-52,services,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,475,0,5,1,350,blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,1,unpref
0,59,0,15,6,3358,technician,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,215,0,2,1,2593,self-employed,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,378,0,14,2,1422,services,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
0,98,0,14,1,-1628,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,348,0,21,11,399,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
0,71,0,18,2,-1542,student,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,351,0,10,1,594,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,369,0,25,2,765,retired,married,tertiary,no,no,no,telephone,jul,unknown,1,yes
0,648,0,21,6,1825,technician,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,711,1,14,1,1130,technician,single,tertiary,no,yes,no,cellular,apr,unknown,1,yes
0,65,1,26,2,3618,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,105,0,14,3,-260,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,136,2,17,1,3367,technician,single,tertiary,no,no,no,cellular,apr,unknown,1,unpref
0,44,0,25,1,1817,management,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,242,0,1,5,-2104,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,439,0,15,3,107,services,single,secondary,no,no,no,unknown,may,unknown,1,unpref
0,54,0,13,1,-843,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
1,119,68,2,1,11221,management,single,tertiary,no,no,no,cellular,feb,other,1,yes
0,461,19,3,5,3934,services,married,primary,no,no,no,telephone,jul,unknown,1,unpref
0,224,0,6,1,3261,management,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
0,143,0,16,5,1563,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,168,0,25,2,-1176,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,96,0,26,1,5559,admin.,married,secondary,no,no,no,telephone,jul,unknown,1,unpref
0,226,0,18,1,1992,admin.,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,113,0,18,1,2559,management,married,tertiary,no,no,yes,unknown,jun,unknown,1,unpref
0,104,19,18,1,3008,management,single,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,32,0,9,1,452,blue-collar,married,secondary,no,no,no,cellular,may,unknown,1,unpref
4,125,128,7,4,1404,management,single,tertiary,no,yes,no,cellular,may,other,1,unpref
0,109,0,5,1,652,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,116,0,7,2,152,services,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,196,0,25,6,-1361,management,single,secondary,no,yes,yes,cellular,aug,unknown,unpriv,unpref
0,159,1,5,1,-313,technician,single,secondary,no,no,no,unknown,feb,unknown,1,unpref
0,278,0,11,1,16288,unemployed,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2,345,182,23,1,3880,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,28,0,10,1,-1481,management,single,tertiary,no,no,no,unknown,may,unknown,1,unpref
0,236,0,11,4,-421,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,221,0,11,3,1559,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,51,0,5,2,4139,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,97,0,23,1,1756,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,71,0,29,1,1606,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,193,1,29,1,2014,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,74,0,27,3,78,self-employed,single,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
0,18,0,26,2,1484,entrepreneur,divorced,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,473,0,2,6,5034,admin.,married,secondary,no,yes,yes,cellular,jun,unknown,1,unpref
0,135,0,27,3,-1306,admin.,single,secondary,no,no,no,cellular,may,unknown,unpriv,unpref
0,90,0,14,1,-904,retired,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,257,0,10,1,554,technician,single,secondary,no,yes,no,unknown,may,unknown,1,yes
1,32,320,9,2,4448,admin.,single,secondary,no,yes,no,cellular,jun,failure,1,unpref
0,116,1,25,3,3897,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,95,0,24,2,1197,self-employed,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,426,0,19,1,8640,self-employed,married,tertiary,no,no,no,cellular,may,unknown,1,unpref
2,658,174,17,1,455,management,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,28,11,8,1,348,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,53,0,9,1,1124,services,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,30,0,27,6,5095,technician,married,unknown,no,yes,no,unknown,may,unknown,1,unpref
0,283,0,30,2,-172,admin.,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
2,113,199,16,1,4075,management,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,163,3,17,1,2393,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,65,3,25,5,-1882,technician,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,90,1,17,5,-1373,blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,161,0,6,1,1913,technician,divorced,secondary,no,no,yes,cellular,feb,unknown,1,unpref
0,221,0,7,2,847,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,580,0,5,1,-1169,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
