previous,duration,pdays,day,campaign,balance,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
0,289,0,17,1,5219,retired,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,356,4,13,1,310,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
2,230,293,11,3,-17,technician,married,primary,no,yes,no,cellular,may,failure,1,unpref
0,64,0,4,2,-3226,blue-collar,single,secondary,no,yes,yes,cellular,apr,unknown,unpriv,unpref
2,26,224,10,1,4276,admin.,single,secondary,no,yes,no,cellular,may,other,1,unpref
0,367,0,18,1,137,blue-collar,divorced,unknown,no,yes,no,unknown,jun,unknown,1,unpref
0,64,0,25,3,-105,blue-collar,married,primary,no,no,no,cellular,aug,unknown,1,unpref
2,76,193,18,1,-6440,blue-collar,married,primary,no,yes,no,cellular,apr,failure,1,unpref
0,124,3,15,2,-2152,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,338,0,15,2,1723,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,143,0,17,2,-813,management,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
1,342,92,12,2,4890,management,single,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,215,190,25,1,2501,technician,married,tertiary,no,no,yes,cellular,jan,other,1,unpref
0,110,5,9,1,-292,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,yes
0,227,0,18,1,5215,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,272,0,24,2,701,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
6,96,208,2,1,-2848,admin.,single,secondary,no,yes,no,cellular,may,failure,1,yes
0,198,2,6,4,1229,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,389,0,9,5,3517,management,married,primary,no,no,no,cellular,aug,unknown,1,unpref
0,66,0,2,2,-30,student,single,tertiary,no,no,no,unknown,jun,unknown,1,unpref
1,325,242,20,1,1573,technician,married,tertiary,no,yes,no,cellular,nov,failure,1,unpref
1,106,144,22,2,1966,management,married,secondary,no,yes,yes,cellular,nov,failure,1,unpref
0,110,0,19,7,3498,retired,married,unknown,no,no,no,cellular,aug,unknown,unpriv,unpref
0,187,0,14,1,-413,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,253,0,4,1,2092,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2,99,201,11,1,3616,technician,single,tertiary,no,no,no,cellular,oct,failure,1,unpref
0,62,259,14,3,238,technician,married,secondary,no,no,no,cellular,may,failure,1,unpref
0,49,0,21,2,93,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,344,0,28,7,-43,blue-collar,single,secondary,no,yes,yes,cellular,jan,unknown,unpriv,unpref
1,240,263,10,2,2503,technician,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,102,0,23,3,3918,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,99,0,23,1,2242,management,single,tertiary,no,no,no,cellular,nov,unknown,1,unpref
1,128,268,11,1,1395,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,108,0,23,5,-1060,technician,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,151,0,27,1,6826,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
1,166,380,16,3,1601,blue-collar,married,unknown,no,yes,no,telephone,may,success,1,unpref
0,38,267,2,1,-485,technician,married,secondary,no,no,no,telephone,nov,failure,1,unpref
0,418,0,24,3,1818,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,495,0,9,1,1951,blue-collar,single,secondary,no,no,no,unknown,may,unknown,1,unpref
0,261,86,2,1,5967,management,single,tertiary,no,no,no,cellular,apr,success,1,yes
0,469,1,26,1,4627,student,married,secondary,no,yes,yes,unknown,sep,unknown,1,yes
0,112,0,2,1,1527,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,unpriv,unpref
0,83,0,18,2,-207,management,single,tertiary,no,no,no,unknown,may,unknown,1,unpref
0,134,0,29,1,1217,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,176,0,8,13,772,self-employed,married,primary,no,no,no,cellular,aug,unknown,1,unpref
0,46,0,17,3,-2231,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,129,0,12,1,-476,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,391,0,9,1,2096,management,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,112,0,19,13,-2710,admin.,married,secondary,no,yes,no,telephone,may,unknown,1,unpref
0,182,20,14,2,4226,housemaid,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
2,137,95,6,1,-1790,admin.,single,secondary,no,no,no,cellular,feb,failure,1,unpref
0,196,0,25,1,-30,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,83,0,29,4,-124,technician,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,346,192,7,1,2014,unemployed,married,tertiary,yes,no,no,cellular,jun,success,1,unpref
0,744,0,24,1,1398,retired,married,secondary,no,no,no,cellular,sep,unknown,1,yes
0,266,0,8,1,4051,blue-collar,single,unknown,no,no,no,telephone,feb,unknown,1,yes
0,0,35,8,2,2582,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1,61,177,11,1,2941,management,married,primary,no,no,no,cellular,apr,other,1,unpref
0,182,0,27,1,70,technician,single,unknown,no,yes,no,cellular,may,unknown,unpriv,yes
0,125,0,12,1,1495,admin.,married,tertiary,no,yes,yes,cellular,may,unknown,1,unpref
0,325,0,20,3,504,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,186,0,18,1,2175,management,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,101,9,24,1,-5457,admin.,married,secondary,no,no,no,cellular,oct,success,1,yes
0,12,0,11,1,-1373,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,295,0,26,1,1095,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
3,208,474,17,1,3106,admin.,divorced,secondary,no,yes,no,unknown,may,failure,1,unpref
0,175,0,11,1,-1286,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,185,0,10,4,731,management,married,tertiary,no,yes,yes,cellular,may,unknown,1,unpref
0,155,0,11,1,-843,management,married,tertiary,no,no,no,cellular,aug,unknown,1,yes
0,256,0,7,1,4435,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
2,79,274,6,6,958,admin.,single,secondary,no,yes,no,cellular,may,other,unpriv,unpref
0,227,0,23,8,1154,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
1,30,173,18,2,4189,technician,married,secondary,no,yes,no,cellular,feb,other,1,unpref
3,138,249,23,1,6940,management,single,tertiary,no,no,no,cellular,oct,failure,1,yes
0,26,0,2,1,2773,technician,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,89,0,20,5,571,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,661,0,21,11,1798,self-employed,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,204,1,16,2,2110,management,married,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
4,428,309,19,4,1426,technician,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,266,2,12,1,5961,unemployed,single,unknown,no,no,no,cellular,apr,unknown,1,unpref
0,564,0,6,1,-640,blue-collar,single,primary,no,no,no,cellular,aug,unknown,1,unpref
4,143,168,8,1,3013,technician,divorced,secondary,no,no,no,cellular,aug,success,1,unpref
0,264,0,9,9,1029,management,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,91,0,6,1,117,blue-collar,married,tertiary,no,yes,no,telephone,may,unknown,1,unpref
0,39,0,25,25,5466,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,250,0,11,1,-241,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,131,0,28,1,684,admin.,married,primary,no,no,no,cellular,jul,unknown,1,unpref
0,46,0,30,6,4429,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,63,189,5,1,1889,admin.,single,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,348,97,14,1,1081,management,married,secondary,no,yes,no,cellular,jul,failure,1,unpref
0,43,0,29,1,3613,student,married,tertiary,no,no,no,cellular,apr,unknown,1,unpref
5,73,494,16,1,4316,unemployed,married,primary,no,yes,no,cellular,apr,other,1,unpref
0,119,0,13,2,-27,admin.,single,secondary,no,yes,no,unknown,may,unknown,unpriv,unpref
0,295,0,25,1,-3089,technician,divorced,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,711,0,1,2,-973,housemaid,divorced,secondary,no,no,yes,cellular,feb,unknown,1,unpref
0,215,20,12,1,-2210,management,divorced,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,208,1,23,6,5918,entrepreneur,married,secondary,no,yes,no,telephone,feb,unknown,1,unpref
0,54,3,12,1,203,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,215,0,19,19,270,technician,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,713,0,12,3,2261,blue-collar,single,primary,no,yes,no,cellular,may,unknown,1,yes
0,210,0,2,2,-2504,technician,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,458,0,29,5,4133,technician,single,secondary,no,yes,yes,unknown,jun,unknown,unpriv,unpref
0,744,0,7,1,-1725,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,99,0,30,3,-1617,blue-collar,single,tertiary,no,no,no,cellular,jan,unknown,1,unpref
0,27,0,29,1,81,student,single,secondary,no,no,no,unknown,jan,unknown,1,unpref
0,59,0,29,1,1090,self-employed,divorced,primary,no,yes,no,unknown,may,unknown,1,unpref
0,205,0,11,2,131,blue-collar,married,primary,no,yes,yes,cellular,jul,unknown,1,yes
0,107,0,29,3,4875,admin.,single,secondary,no,no,no,telephone,jul,unknown,1,unpref
0,325,0,23,1,-2518,housemaid,married,secondary,no,no,no,cellular,sep,unknown,1,unpref
1,91,144,11,1,-728,student,single,tertiary,no,no,no,cellular,may,other,1,yes
0,262,0,13,1,-963,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,148,0,14,10,208,blue-collar,single,secondary,no,yes,no,cellular,feb,unknown,1,unpref
1,175,247,7,1,2551,blue-collar,single,primary,no,no,no,cellular,feb,other,1,unpref
0,211,0,28,1,390,blue-collar,married,secondary,no,no,no,cellular,jun,unknown,1,unpref
0,221,0,15,1,9433,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,267,0,23,3,-927,blue-collar,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,76,0,19,3,3141,blue-collar,single,secondary,no,no,no,telephone,nov,unknown,1,unpref
0,466,0,6,1,-564,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,281,0,27,2,-567,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,233,0,24,1,1438,management,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,746,0,6,1,4154,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,yes
0,69,0,3,4,2694,housemaid,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
2,449,103,3,1,-1854,retired,married,primary,no,no,no,telephone,aug,other,unpriv,yes
0,314,0,10,1,2082,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,159,0,20,1,346,blue-collar,married,primary,no,yes,no,cellular,nov,unknown,1,unpref
0,301,241,12,2,-1137,admin.,married,secondary,no,yes,yes,cellular,apr,failure,1,unpref
0,267,0,17,3,-1205,services,married,secondary,no,no,no,telephone,jul,unknown,1,unpref
0,0,144,30,1,-4910,unemployed,married,secondary,no,no,no,cellular,jan,success,unpriv,unpref
0,381,0,9,2,-215,admin.,married,tertiary,no,no,no,cellular,may,unknown,1,unpref
0,289,1,24,1,-832,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,324,0,26,1,-665,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,107,0,2,4,-3499,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,145,0,21,1,-1831,management,married,tertiary,no,no,yes,cellular,nov,unknown,1,unpref
1,345,269,11,1,7261,technician,single,tertiary,no,yes,yes,cellular,may,failure,1,unpref
0,32,0,23,2,3925,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,638,0,6,1,4223,management,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,94,0,25,7,456,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,268,0,10,3,883,unemployed,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,275,0,16,8,2035,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,110,2,23,6,-888,blue-collar,single,secondary,no,yes,yes,telephone,jul,unknown,1,unpref
0,3,0,20,4,1181,blue-collar,married,secondary,no,no,yes,cellular,aug,unknown,1,unpref
0,2500,0,14,1,-265,admin.,married,tertiary,no,no,no,cellular,aug,unknown,1,yes
0,293,0,18,2,1867,technician,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,1000,348,4,6,1579,management,married,secondary,no,no,no,cellular,oct,failure,1,yes
0,1,0,24,1,-2707,student,single,tertiary,no,yes,no,cellular,dec,unknown,1,unpref
0,25,0,18,2,-1672,technician,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
0,173,0,14,2,825,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,53,0,23,1,1618,technician,married,secondary,no,no,no,cellular,oct,unknown,1,unpref
0,271,1,9,1,2799,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
0,588,1,12,1,2515,blue-collar,single,primary,no,yes,yes,unknown,may,unknown,1,unpref
0,153,0,19,1,-988,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
0,176,0,20,1,-293,retired,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,89,0,7,1,-3021,unknown,married,primary,no,no,no,cellular,feb,unknown,1,unpref
0,546,0,4,1,2585,services,married,secondary,no,no,no,cellular,jun,unknown,1,yes
0,489,0,22,5,21,retired,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,68,0,14,5,-1637,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,175,0,8,1,-33,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,408,0,10,2,524,blue-collar,single,primary,no,no,no,cellular,aug,unknown,1,unpref
58,0,114,2,1,2435,technician,single,primary,yes,no,no,cellular,may,other,unpriv,unpref
0,5,0,7,2,2034,management,married,primary,no,yes,no,cellular,aug,unknown,1,unpref
1,214,238,9,1,669,admin.,divorced,secondary,no,no,no,cellular,oct,failure,unpriv,yes
8,320,199,20,2,-90,blue-collar,single,secondary,no,yes,no,telephone,may,failure,1,unpref
0,307,1,22,2,-7,admin.,divorced,primary,no,no,no,cellular,jul,unknown,unpriv,unpref
0,23,173,26,1,-3021,retired,married,secondary,no,yes,no,cellular,feb,success,unpriv,yes
0,242,0,28,1,983,management,single,tertiary,no,no,no,cellular,apr,unknown,1,yes
0,967,0,10,1,412,admin.,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,230,0,13,6,-527,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,451,0,25,2,1590,blue-collar,married,primary,no,no,no,cellular,jul,unknown,1,unpref
0,183,0,6,1,954,blue-collar,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,168,0,21,1,1605,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
3,56,228,9,2,3055,management,single,tertiary,no,yes,no,telephone,jun,failure,1,unpref
0,140,0,20,2,-3405,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,1418,0,20,1,2068,services,single,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
0,136,0,10,1,2647,technician,married,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
3,315,346,22,1,-688,services,single,secondary,no,yes,no,cellular,may,failure,1,unpref
0,238,0,12,1,2217,management,married,tertiary,no,no,yes,unknown,jun,unknown,1,unpref
0,0,397,23,1,11818,entrepreneur,single,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,385,0,2,1,-482,technician,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,304,0,17,1,-1197,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
12,66,131,25,2,352,blue-collar,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,329,0,30,22,3702,services,married,unknown,no,yes,no,unknown,jun,unknown,1,unpref
0,253,0,24,16,-455,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,210,1,19,4,-1758,blue-collar,single,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,28,0,15,5,2319,entrepreneur,single,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,230,0,16,2,2625,management,married,secondary,no,no,no,telephone,feb,unknown,1,unpref
0,163,0,7,1,4785,technician,divorced,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,1024,0,22,1,678,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,98,0,7,1,-1548,blue-collar,divorced,primary,no,no,no,unknown,jun,unknown,1,unpref
0,47,0,5,1,1291,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,31,0,3,1,2198,self-employed,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
0,259,0,17,1,995,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,264,126,13,3,752,technician,married,secondary,no,yes,yes,cellular,may,failure,1,unpref
0,418,0,26,7,1323,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,47,0,1,1,-760,technician,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,216,0,17,1,469,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,1049,0,11,1,-2999,services,single,secondary,no,no,no,cellular,oct,unknown,1,yes
0,420,1,13,1,-234,self-employed,married,secondary,no,no,no,cellular,aug,unknown,unpriv,unpref
0,560,0,11,1,2061,blue-collar,married,primary,no,yes,no,unknown,may,unknown,unpriv,unpref
0,218,0,20,1,504,technician,single,secondary,no,yes,no,cellular,nov,unknown,1,unpref
3,399,282,13,1,4653,admin.,married,secondary,no,no,no,cellular,may,failure,1,unpref
0,187,0,3,1,-1452,technician,single,secondary,no,no,no,cellular,mar,unknown,unpriv,unpref
0,0,3,30,20,-1625,entrepreneur,divorced,unknown,no,no,no,cellular,aug,unknown,unpriv,yes
0,208,0,3,2,-2380,technician,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
1,269,239,18,1,-1388,management,single,tertiary,no,no,no,cellular,may,success,1,yes
0,113,0,19,1,1286,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,96,0,17,1,1152,admin.,single,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,277,0,10,1,101,admin.,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,345,0,16,5,856,technician,single,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,275,0,24,1,2240,technician,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,115,127,13,1,263,technician,divorced,tertiary,no,no,no,cellular,feb,failure,1,unpref
0,31,0,21,2,-313,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,357,0,17,1,1944,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,852,0,22,1,-1750,management,single,unknown,no,yes,no,unknown,may,unknown,1,unpref
0,1736,1,6,3,8696,technician,married,secondary,no,no,no,cellular,aug,unknown,1,yes
0,467,0,15,1,-31,management,married,tertiary,no,yes,yes,cellular,apr,unknown,1,unpref
0,190,0,17,1,3005,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,193,12,17,1,2670,management,married,tertiary,no,yes,no,cellular,feb,unknown,1,unpref
1,153,182,24,1,-470,retired,married,primary,no,no,no,cellular,may,failure,1,unpref
0,93,10,9,1,1420,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,1267,314,12,6,3409,blue-collar,married,primary,no,no,no,cellular,apr,failure,1,yes
0,451,0,17,1,778,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,122,0,10,4,1490,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,109,0,7,1,1640,retired,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,270,0,8,4,2471,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,14,0,22,2,232,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,0,0,2,1,10641,services,single,secondary,no,no,yes,unknown,may,unknown,unpriv,unpref
0,99,82,15,1,1285,management,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,74,0,10,1,2072,blue-collar,married,primary,no,no,no,cellular,nov,unknown,1,unpref
0,647,0,12,1,4276,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,191,4,20,1,-1131,management,married,primary,no,yes,no,telephone,nov,unknown,1,unpref
0,65,0,2,3,3873,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
3,160,158,5,1,3798,technician,married,tertiary,no,no,no,cellular,feb,failure,1,yes
0,333,0,19,2,1289,blue-collar,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,543,0,17,3,2594,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,160,2,28,5,5043,blue-collar,married,unknown,no,yes,no,telephone,apr,unknown,1,unpref
0,168,136,9,1,13653,student,single,secondary,no,no,no,cellular,may,failure,1,yes
0,124,0,12,2,2008,blue-collar,married,secondary,no,no,yes,telephone,jul,unknown,1,unpref
0,101,0,14,1,-1494,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,125,0,19,4,3186,technician,single,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,402,209,17,1,590,blue-collar,married,primary,no,yes,no,cellular,apr,failure,1,unpref
0,170,0,28,4,4604,technician,married,secondary,no,no,yes,cellular,aug,unknown,1,unpref
0,452,0,16,1,1896,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,331,0,20,1,3095,entrepreneur,married,tertiary,no,yes,yes,cellular,may,unknown,1,unpref
0,192,14,26,1,3232,services,married,primary,no,yes,no,cellular,apr,unknown,1,unpref
1,236,261,7,1,3264,admin.,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,91,1,16,2,-403,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
5,236,304,22,1,5025,technician,married,primary,no,yes,no,cellular,apr,failure,1,unpref
0,440,0,24,3,2270,services,single,secondary,no,yes,no,cellular,jul,unknown,unpriv,unpref
0,82,0,3,1,1060,services,single,secondary,no,yes,no,cellular,feb,unknown,unpriv,unpref
0,204,0,14,1,1143,admin.,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,326,0,13,1,1859,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,173,0,28,1,-2464,housemaid,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,0,0,30,6,418,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,162,0,20,2,937,management,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,356,0,22,1,1350,management,married,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
0,368,0,18,1,3520,management,single,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,238,5,15,1,-193,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,unpriv,unpref
0,445,0,10,1,827,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
6,275,177,18,1,2363,management,single,tertiary,no,yes,no,cellular,apr,failure,1,unpref
0,386,0,5,1,2566,blue-collar,married,secondary,no,no,yes,unknown,jun,unknown,1,unpref
0,177,0,8,1,2320,technician,single,secondary,no,no,no,cellular,may,unknown,1,unpref
0,36,336,10,2,-2578,unemployed,married,secondary,no,no,yes,cellular,apr,failure,1,unpref
0,181,0,23,1,1927,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,188,0,5,1,615,management,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,181,19,28,1,-4668,technician,single,tertiary,no,yes,yes,cellular,may,failure,1,yes
0,236,0,29,4,-622,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,136,0,21,1,770,management,divorced,tertiary,no,no,no,cellular,feb,unknown,1,yes
0,591,43,21,1,458,management,married,tertiary,no,yes,no,cellular,may,unknown,1,yes
0,327,0,28,2,4226,technician,married,secondary,no,no,no,unknown,may,unknown,1,unpref
0,244,0,28,3,777,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,451,0,9,1,6818,technician,single,secondary,no,no,no,cellular,nov,unknown,1,yes
0,223,0,4,1,1672,admin.,married,primary,no,yes,no,cellular,may,unknown,1,unpref
0,301,0,20,2,2651,management,married,tertiary,no,yes,yes,cellular,jul,unknown,1,unpref
0,113,0,22,2,14633,management,married,tertiary,no,no,no,cellular,oct,unknown,1,unpref
0,352,0,28,1,1240,admin.,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
1,165,373,13,2,-22,admin.,married,secondary,no,no,yes,cellular,may,other,unpriv,unpref
8,566,285,23,1,7221,student,married,primary,no,yes,no,cellular,apr,failure,1,yes
2,433,261,7,1,-476,admin.,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,55,0,1,1,-1592,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,596,0,20,1,1283,blue-collar,married,secondary,no,no,no,telephone,nov,unknown,1,yes
0,135,0,6,1,-953,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,119,0,21,1,-1004,management,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,54,0,16,1,135,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,393,0,22,1,2983,technician,single,tertiary,no,no,no,cellular,may,unknown,1,unpref
0,139,0,18,1,4218,admin.,married,primary,no,yes,yes,unknown,nov,unknown,1,unpref
0,457,0,14,2,13,management,single,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,44,0,5,8,5802,management,single,tertiary,no,no,no,cellular,jul,unknown,1,yes
2,331,296,29,1,4404,admin.,single,secondary,no,no,no,cellular,apr,success,1,unpref
0,288,0,2,2,504,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,985,36,21,3,3830,management,married,tertiary,no,no,no,cellular,aug,success,1,yes
0,10,0,5,1,-915,technician,married,secondary,no,yes,no,cellular,may,unknown,1,yes
29,17,99,13,1,9861,entrepreneur,married,unknown,no,yes,no,cellular,dec,success,unpriv,unpref
0,326,0,7,3,-121,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,108,3,7,1,1568,housemaid,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,631,0,27,6,1074,management,divorced,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,281,0,29,1,1425,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,562,0,25,1,-3493,management,single,tertiary,no,yes,no,unknown,may,unknown,1,yes
1,168,233,17,1,5743,blue-collar,single,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,86,0,9,1,3765,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,490,0,13,1,131,blue-collar,divorced,unknown,no,yes,no,cellular,may,unknown,1,unpref
0,100,0,10,1,-1970,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
