previous,duration,pdays,day,campaign,balance,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
0,262,0,18,2,1719,blue-collar,divorced,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,128,0,7,1,1971,services,divorced,unknown,no,no,no,cellular,aug,unknown,1,unpref
0,193,0,14,1,4095,retired,married,secondary,no,no,no,telephone,feb,unknown,1,unpref
0,735,0,23,1,-2194,services,married,secondary,no,yes,no,cellular,apr,unknown,1,yes
0,44,0,22,2,-791,retired,married,secondary,no,no,yes,cellular,jul,unknown,unpriv,unpref
0,406,35,1,1,1563,management,married,secondary,no,no,no,telephone,jun,unknown,1,unpref
0,243,0,10,2,2609,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,153,0,6,1,1997,admin.,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,267,0,18,4,33,entrepreneur,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,458,0,19,2,1571,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,0,3,27,1,8455,technician,married,secondary,no,yes,no,telephone,jun,unknown,1,unpref
0,102,0,17,1,306,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
2,430,274,22,1,2110,blue-collar,married,primary,no,yes,no,cellular,apr,failure,1,yes
0,428,1,1,1,265,technician,divorced,secondary,yes,no,no,cellular,jun,unknown,unpriv,unpref
0,106,2,6,3,2918,technician,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,200,0,16,1,7081,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,26,0,14,1,5210,technician,married,primary,no,yes,yes,cellular,nov,unknown,1,unpref
0,449,0,17,7,2819,blue-collar,single,primary,no,no,no,cellular,nov,unknown,1,yes
0,49,1,20,3,1052,blue-collar,married,secondary,no,yes,yes,cellular,nov,unknown,1,unpref
0,274,0,18,1,657,technician,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,200,0,9,2,3295,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,368,0,19,2,6750,management,married,tertiary,no,no,no,cellular,nov,unknown,unpriv,unpref
0,74,0,21,2,-1807,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,743,0,4,1,526,blue-collar,single,secondary,no,no,no,unknown,jun,unknown,1,yes
0,577,213,22,1,1816,technician,married,secondary,yes,no,no,cellular,may,success,1,unpref
0,33,0,20,4,-1220,entrepreneur,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,292,0,23,1,2384,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,215,10,19,1,1235,management,married,tertiary,no,no,no,telephone,nov,unknown,1,unpref
0,174,0,19,1,540,blue-collar,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,275,0,12,1,497,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,216,0,8,3,3038,management,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,162,0,22,2,313,blue-collar,divorced,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,703,0,11,2,3566,entrepreneur,married,secondary,no,no,no,cellular,aug,unknown,1,yes
4,80,288,13,2,-1681,technician,married,secondary,no,yes,no,cellular,aug,other,1,unpref
4,187,96,22,1,1257,self-employed,married,tertiary,no,yes,yes,cellular,nov,failure,1,unpref
0,210,3,23,3,-1404,admin.,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,71,244,12,1,46,management,single,secondary,no,yes,no,cellular,apr,failure,1,unpref
1,83,341,7,1,-3216,blue-collar,married,secondary,no,yes,no,telephone,may,failure,1,unpref
0,34,0,14,5,1703,housemaid,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,67,0,6,1,2961,blue-collar,married,primary,no,yes,yes,cellular,sep,unknown,1,unpref
2,91,263,9,1,1645,technician,single,secondary,no,yes,no,cellular,may,failure,1,unpref
0,861,0,2,6,-1665,unemployed,married,secondary,no,no,no,telephone,aug,unknown,unpriv,yes
0,220,0,27,5,1334,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,174,0,18,1,-2166,technician,divorced,secondary,no,yes,no,unknown,jul,unknown,1,unpref
0,161,0,15,2,-3887,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,86,2,7,1,-66,entrepreneur,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,200,0,23,1,384,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,313,1,5,1,1636,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,56,0,20,1,-1367,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,286,0,16,6,19,technician,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,0,0,21,1,368,entrepreneur,single,secondary,no,yes,no,unknown,oct,unknown,1,unpref
0,208,0,7,1,1153,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,364,1,11,1,-1394,blue-collar,married,tertiary,no,no,no,unknown,may,unknown,1,unpref
0,108,0,11,4,-593,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,149,0,28,5,3239,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,276,0,14,1,-76,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,155,0,19,1,1111,services,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,199,0,13,4,-1289,self-employed,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,545,0,18,2,2088,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
4,216,93,3,1,-71,management,married,tertiary,no,no,yes,telephone,feb,success,1,yes
0,175,0,29,3,1346,technician,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
2,161,476,29,1,1596,management,divorced,tertiary,no,yes,no,cellular,may,failure,1,unpref
1,305,343,12,1,2822,entrepreneur,single,tertiary,no,yes,no,cellular,aug,failure,1,unpref
0,207,0,17,1,-1148,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,407,0,19,1,1224,services,divorced,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,331,2,13,5,3449,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,322,0,13,1,3422,admin.,married,secondary,no,yes,no,cellular,aug,unknown,1,yes
0,55,0,28,7,-486,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,101,0,16,1,401,retired,divorced,tertiary,no,no,no,cellular,aug,unknown,unpriv,unpref
0,9,0,16,1,-577,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,91,0,30,7,6866,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
2,206,59,8,2,1779,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,276,1,23,2,2090,retired,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,230,0,26,10,-643,blue-collar,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,206,0,9,1,25200,housemaid,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,137,0,11,1,2168,retired,married,primary,no,no,no,telephone,jun,unknown,unpriv,unpref
0,247,0,2,2,7009,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,155,0,30,1,4130,admin.,single,primary,no,no,no,cellular,apr,unknown,1,unpref
0,289,0,19,1,-541,technician,single,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,73,0,13,1,678,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,324,257,20,1,2210,management,married,tertiary,no,yes,no,cellular,feb,failure,1,yes
0,387,2,5,2,4623,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,319,0,11,4,2981,technician,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,13,0,2,2,4738,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
1,533,291,19,3,-397,blue-collar,married,primary,yes,yes,no,cellular,may,failure,1,unpref
0,832,0,8,3,1950,technician,married,tertiary,no,no,no,cellular,apr,unknown,1,yes
0,79,0,6,1,-1553,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,193,0,17,1,-1147,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,35,0,11,2,1372,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,168,0,30,4,2785,management,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
0,133,0,18,4,2743,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1,183,291,23,7,3455,management,married,secondary,no,yes,no,cellular,aug,failure,1,unpref
0,62,0,16,1,558,management,single,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
0,644,0,14,1,1505,management,married,tertiary,no,no,no,cellular,jul,unknown,1,yes
0,174,0,17,1,235,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,1,0,29,10,2355,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,242,0,4,1,1150,technician,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,204,0,19,1,2020,services,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,34,0,1,1,1745,retired,married,secondary,no,no,no,cellular,sep,unknown,unpriv,yes
0,681,0,20,1,2535,admin.,married,primary,no,no,no,cellular,jul,unknown,1,unpref
0,93,0,14,1,3799,admin.,divorced,secondary,no,no,no,unknown,apr,unknown,1,unpref
0,85,0,26,1,654,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,123,0,21,1,1715,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,133,0,3,1,2146,management,single,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,492,1,10,1,1564,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,63,4,30,1,1958,admin.,married,secondary,no,yes,no,unknown,may,success,1,unpref
0,129,0,14,4,3250,management,single,tertiary,no,no,yes,unknown,jun,unknown,1,unpref
0,267,0,23,7,310,technician,single,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,49,0,19,7,2562,entrepreneur,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,238,0,29,8,228,services,married,unknown,no,yes,yes,unknown,jun,unknown,1,unpref
0,302,0,9,2,2181,services,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,80,0,20,2,1533,self-employed,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,177,0,13,1,3467,technician,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,61,169,27,1,3457,student,divorced,secondary,no,no,no,cellular,apr,failure,1,unpref
0,370,6,16,1,-164,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,449,0,25,1,409,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,138,0,14,1,-1756,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,487,0,28,1,-771,unemployed,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,726,0,25,1,381,entrepreneur,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,212,0,9,1,252,blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,1,unpref
0,248,0,3,3,3017,management,married,tertiary,no,no,no,telephone,may,unknown,1,unpref
0,233,0,21,1,6572,retired,divorced,primary,no,yes,no,telephone,jul,unknown,1,unpref
0,143,1,2,3,-119,management,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,238,1,8,1,313,blue-collar,divorced,secondary,no,yes,no,cellular,feb,unknown,1,unpref
0,85,0,2,3,11620,technician,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,122,0,7,1,2616,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,290,0,3,1,1862,self-employed,married,secondary,no,yes,no,cellular,jul,unknown,unpriv,unpref
0,180,0,2,1,-809,services,divorced,primary,no,yes,yes,cellular,feb,unknown,1,unpref
0,191,33,15,1,206,management,married,tertiary,no,yes,yes,cellular,apr,unknown,1,unpref
0,872,0,5,26,-1714,admin.,single,secondary,no,yes,yes,unknown,jun,unknown,1,yes
0,380,1,18,6,-3076,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,unpriv,unpref
0,86,0,20,2,3087,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
10,443,219,12,1,2103,technician,married,secondary,no,no,yes,cellular,aug,other,1,unpref
0,67,0,17,1,-1923,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,1,unpref
0,124,0,12,1,-2124,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,482,0,9,2,1463,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,253,0,5,2,1521,unemployed,married,secondary,no,yes,no,telephone,nov,unknown,1,unpref
0,62,0,23,1,10627,admin.,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,137,0,19,2,-276,blue-collar,divorced,secondary,yes,no,no,telephone,nov,unknown,1,unpref
4,70,395,14,1,3422,management,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,360,1,24,2,-283,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
1,184,197,1,1,-2134,retired,married,tertiary,no,yes,yes,cellular,feb,failure,1,unpref
0,193,0,16,3,-1586,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
1,380,276,14,3,705,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,141,0,20,1,2809,blue-collar,single,primary,no,no,no,unknown,may,unknown,1,unpref
0,47,0,7,2,2147,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,503,126,12,1,10181,management,married,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,215,0,7,1,1945,housemaid,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,26,0,22,7,122,technician,married,secondary,no,yes,yes,telephone,jun,unknown,1,unpref
0,421,0,14,2,-258,blue-collar,single,unknown,no,yes,no,cellular,may,unknown,1,unpref
0,81,0,29,2,10917,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
2,147,276,6,1,304,unemployed,married,secondary,no,yes,no,cellular,may,failure,1,unpref
2,211,468,16,1,869,technician,single,secondary,no,no,no,cellular,jun,failure,1,unpref
0,129,0,24,4,-432,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,323,0,7,1,2093,services,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,294,0,15,3,1405,management,divorced,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,51,172,23,1,-316,student,single,secondary,no,no,no,telephone,jan,failure,1,yes
0,378,0,26,1,248,management,single,tertiary,no,no,no,cellular,may,unknown,1,unpref
0,75,0,28,1,-1518,self-employed,married,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
0,588,0,13,5,1481,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,48,0,21,3,3735,admin.,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,160,0,8,2,2065,technician,single,secondary,no,no,yes,cellular,aug,unknown,1,unpref
0,146,0,12,3,5456,self-employed,single,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,180,0,19,2,5339,management,single,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,108,0,30,1,4308,blue-collar,married,unknown,no,yes,no,unknown,may,unknown,1,unpref
0,108,0,26,5,137,services,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,2,0,19,3,-550,management,single,secondary,no,yes,no,unknown,may,unknown,unpriv,unpref
0,5,2,7,1,-2407,blue-collar,divorced,secondary,no,no,no,cellular,dec,unknown,unpriv,unpref
0,213,2,29,1,470,technician,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
3,49,228,11,1,642,entrepreneur,married,primary,no,yes,yes,cellular,may,failure,1,unpref
0,1599,0,22,1,2705,blue-collar,married,tertiary,no,yes,no,cellular,may,unknown,1,yes
0,125,0,9,1,1044,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
1,67,177,21,2,2181,blue-collar,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,272,0,29,1,371,management,single,tertiary,no,no,no,cellular,may,unknown,1,unpref
1,536,90,21,1,1642,management,divorced,tertiary,no,no,no,cellular,nov,other,1,unpref
0,105,0,4,5,-1691,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1,55,489,4,1,-254,technician,single,secondary,no,no,no,telephone,nov,failure,1,unpref
0,132,0,8,2,790,technician,single,secondary,no,no,yes,cellular,feb,unknown,1,unpref
4,580,200,27,1,7628,management,married,primary,no,yes,no,cellular,mar,failure,1,yes
0,187,0,19,4,-1620,technician,married,tertiary,no,yes,yes,cellular,aug,unknown,1,unpref
0,504,0,8,5,-2747,entrepreneur,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,619,0,22,3,173,blue-collar,married,primary,no,no,no,telephone,aug,unknown,1,unpref
0,55,0,18,5,-559,self-employed,married,secondary,no,no,yes,cellular,aug,unknown,1,unpref
0,205,1,14,1,283,admin.,single,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,97,0,9,2,910,services,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,210,0,10,2,1849,technician,divorced,secondary,no,yes,yes,cellular,nov,unknown,1,unpref
0,486,9,18,1,-3064,admin.,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
2,51,136,22,1,1489,management,married,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,370,2,17,1,1031,student,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
0,373,0,25,6,-316,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,375,0,3,1,4185,services,married,tertiary,no,yes,no,unknown,jun,unknown,unpriv,unpref
0,103,3,21,3,1083,admin.,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,289,0,7,11,856,blue-collar,married,secondary,no,yes,no,telephone,may,unknown,1,unpref
0,98,0,19,1,888,entrepreneur,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,407,0,4,1,1360,blue-collar,married,secondary,no,no,no,cellular,jun,unknown,unpriv,yes
0,153,337,22,2,6931,management,married,tertiary,no,no,no,cellular,aug,success,1,unpref
0,184,0,12,1,2611,unemployed,single,secondary,no,no,no,cellular,aug,unknown,unpriv,yes
1,405,263,10,1,4428,technician,single,secondary,no,yes,yes,telephone,nov,failure,1,unpref
16,179,197,4,1,503,technician,single,tertiary,no,yes,no,telephone,jun,failure,1,unpref
0,378,0,25,5,942,services,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,56,0,15,2,2277,admin.,single,secondary,no,no,no,cellular,jan,unknown,1,unpref
0,49,3,18,1,3608,management,married,primary,no,no,no,cellular,nov,unknown,1,unpref
0,284,0,4,1,1076,self-employed,married,tertiary,no,no,yes,cellular,jun,unknown,1,yes
0,884,0,4,1,1218,management,single,secondary,no,yes,no,unknown,may,unknown,1,yes
0,504,0,10,1,2032,blue-collar,single,primary,no,yes,no,cellular,may,unknown,1,unpref
0,215,0,6,2,1793,services,married,primary,no,no,no,cellular,jun,unknown,1,unpref
0,206,0,9,2,238,blue-collar,married,primary,no,no,no,cellular,jul,unknown,1,unpref
0,402,0,9,3,-8,unemployed,divorced,primary,no,no,no,unknown,jun,unknown,1,unpref
1,79,192,4,1,-4554,admin.,married,secondary,no,yes,no,cellular,feb,other,1,unpref
0,394,0,11,1,551,management,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,334,0,24,1,880,blue-collar,married,primary,no,no,no,telephone,aug,unknown,1,unpref
0,87,0,13,15,-986,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,301,238,15,2,45,admin.,married,secondary,no,yes,yes,cellular,apr,failure,1,unpref
0,637,0,15,2,1660,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,yes
0,65,349,7,5,941,management,married,primary,no,yes,no,telephone,may,failure,1,unpref
0,85,0,2,2,7051,services,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,307,0,25,1,787,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,144,0,9,1,64,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,168,0,30,1,385,management,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,31,0,12,2,-2776,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,118,2,5,2,-3161,technician,married,secondary,yes,no,yes,cellular,feb,unknown,1,unpref
0,95,0,26,6,-2493,services,single,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,0,0,5,1,-2798,management,single,primary,no,yes,yes,cellular,feb,unknown,1,unpref
12,686,76,16,1,6094,management,married,tertiary,no,yes,no,cellular,apr,success,1,unpref
0,342,0,4,1,-284,blue-collar,married,primary,no,no,no,unknown,aug,unknown,1,unpref
0,947,0,28,11,-734,services,single,tertiary,no,yes,no,cellular,jul,unknown,unpriv,yes
0,58,1,8,1,3060,self-employed,divorced,primary,no,yes,no,cellular,jul,unknown,1,unpref
0,152,0,14,1,4284,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,1841,0,24,1,670,self-employed,single,tertiary,no,no,no,cellular,oct,unknown,1,unpref
1,22,2,28,1,-761,unemployed,married,primary,no,no,yes,cellular,jan,unknown,1,unpref
1,972,184,12,1,-1869,blue-collar,divorced,unknown,no,yes,yes,cellular,feb,failure,1,unpref
0,29,0,29,2,3586,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
3,489,158,27,1,1973,technician,single,secondary,no,yes,no,cellular,jan,other,1,unpref
0,260,0,2,1,-2557,services,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,113,0,15,1,2357,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,77,0,9,1,-2662,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,201,1,13,2,-1047,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,110,0,14,3,1026,management,divorced,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,430,0,5,1,189,admin.,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,599,0,4,1,5024,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,173,0,23,3,1008,management,married,tertiary,yes,no,no,unknown,jun,unknown,1,unpref
0,699,0,26,2,-1437,management,divorced,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,63,0,3,2,-696,technician,divorced,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,183,1,25,2,3363,services,single,tertiary,no,no,no,telephone,jul,unknown,unpriv,unpref
0,221,4,14,1,-297,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,244,0,19,1,3247,admin.,married,secondary,no,yes,no,cellular,oct,unknown,1,unpref
0,83,0,30,1,-626,services,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,171,0,17,2,358,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
1,128,114,6,1,14923,technician,married,tertiary,no,no,no,cellular,feb,success,1,yes
0,208,10,2,1,1433,admin.,married,secondary,no,yes,yes,cellular,aug,unknown,1,yes
5,239,196,17,1,899,technician,married,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,65,1,10,1,1853,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,631,0,13,1,2,blue-collar,single,tertiary,no,no,no,unknown,may,unknown,1,unpref
0,0,0,13,1,6833,services,married,secondary,no,no,no,unknown,jan,unknown,1,yes
6,70,197,13,1,136,blue-collar,married,primary,no,yes,no,cellular,may,failure,1,unpref
0,60,0,9,5,-1488,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,570,0,14,1,2863,management,divorced,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
2,295,305,16,1,2448,admin.,divorced,secondary,no,yes,yes,cellular,may,failure,1,unpref
0,88,0,28,8,1380,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,0,0,1,1,-3447,management,married,unknown,no,no,yes,unknown,may,unknown,unpriv,unpref
0,211,0,11,3,1856,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,262,170,13,2,-1168,blue-collar,divorced,secondary,no,yes,no,cellular,apr,failure,1,unpref
2,434,150,20,1,7527,admin.,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,341,0,8,1,3429,admin.,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,213,5,13,5,-1183,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,216,5,26,5,-1618,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,126,1,26,8,3929,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
0,382,67,24,1,4329,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,109,238,24,1,3089,blue-collar,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,215,0,18,1,-542,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,371,0,12,9,-5335,management,married,tertiary,yes,no,no,unknown,jun,unknown,1,unpref
0,76,0,1,1,-1578,technician,married,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
0,218,0,28,1,4826,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,90,251,14,1,602,blue-collar,married,primary,no,yes,yes,telephone,apr,failure,1,unpref
0,249,0,10,1,192,technician,married,primary,no,yes,no,telephone,jul,unknown,unpriv,unpref
0,62,0,24,3,2404,blue-collar,single,primary,no,no,no,cellular,jul,unknown,1,unpref
0,290,2,9,5,7449,management,single,secondary,no,no,no,cellular,jul,unknown,unpriv,yes
2,112,272,3,1,1652,entrepreneur,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,32,0,17,2,1048,technician,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,87,0,23,2,3917,management,married,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
58,2,31,2,1,2217,technician,single,tertiary,yes,no,no,cellular,may,other,unpriv,unpref
0,0,0,25,1,-74,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
1,214,141,7,1,385,blue-collar,single,tertiary,no,no,no,cellular,apr,success,1,yes
0,163,0,2,3,207,services,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,382,0,14,1,231,blue-collar,married,unknown,no,no,no,cellular,may,unknown,1,unpref
3,430,0,1,1,50260,management,single,secondary,no,no,no,cellular,mar,failure,1,unpref
0,125,0,21,1,-1207,technician,single,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
0,347,0,22,7,961,blue-collar,single,primary,no,yes,yes,unknown,jun,unknown,1,unpref
0,134,0,17,1,1877,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,227,0,17,12,-56,management,married,tertiary,no,no,no,telephone,jul,unknown,1,unpref
2,56,119,20,1,5382,technician,single,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,41,0,3,1,467,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1,116,218,6,1,-660,housemaid,married,secondary,no,yes,no,cellular,feb,failure,1,unpref
0,105,0,7,1,986,management,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,230,0,11,2,484,technician,married,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
0,101,0,25,4,-155,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,368,6,24,2,-700,management,married,tertiary,no,yes,no,cellular,jan,unknown,1,unpref
0,135,0,15,5,10014,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,100,0,17,4,1698,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,yes
