,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
5120,1162,15,374,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5121,-464,27,284,2,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
5122,3191,18,474,3,141,3,retired,single,primary,yes,no,yes,unknown,apr,other,0,yes
5123,548,9,184,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,0,no
5124,1254,2,495,7,382,7,blue-collar,single,primary,yes,yes,yes,unknown,apr,failure,0,yes
5125,125,4,149,0,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
5126,56,4,113,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5127,1137,17,515,7,162,6,entrepreneur,single,primary,yes,yes,yes,unknown,apr,success,0,yes
5128,331,28,302,1,-1,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
5129,335,6,122,1,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5130,-51,25,216,2,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
5131,2582,8,228,1,344,2,technician,married,secondary,no,yes,no,cellular,may,failure,0,no
5132,3083,30,505,2,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
5133,2348,23,241,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,nov,unknown,0,no
5134,185,8,146,2,-1,0,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,0,no
5135,255,6,97,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5136,2871,18,21,1,0,0,blue-collar,married,tertiary,no,no,no,unknown,nov,unknown,0,no
5137,-717,18,178,0,0,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,0,no
5138,341,15,172,0,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5139,94,5,103,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5140,403,6,183,0,-1,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
5141,386,6,128,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5142,602,9,140,1,0,2,blue-collar,married,tertiary,no,yes,no,cellular,jul,failure,0,no
5143,1940,9,177,0,-1,0,management,married,tertiary,no,no,no,cellular,jun,unknown,0,no
5144,1293,25,325,1,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,0,no
5145,2455,30,29,2,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
5146,404,7,92,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5147,-123,3,189,0,0,0,admin.,married,secondary,no,no,no,cellular,may,unknown,0,no
5148,-50,2,87,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5149,2089,6,281,1,0,0,management,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
5150,98,17,114,2,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
5151,-209,28,27,1,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
5152,1300,26,334,0,-1,0,admin.,single,secondary,no,no,no,cellular,jun,unknown,0,no
5153,532,8,171,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5154,-174,2,112,1,-1,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,0,no
5155,619,2,24,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5156,290,4,102,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5157,768,26,327,1,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,0,no
5158,359,7,93,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,may,unknown,0,no
5159,-301,9,29,1,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
5160,243,2,363,5,70,0,blue-collar,married,tertiary,no,yes,no,cellular,apr,failure,0,no
5161,2950,9,110,2,373,0,services,single,tertiary,no,yes,yes,cellular,nov,failure,0,yes
5162,417,21,46,1,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
5163,-175,4,305,0,277,2,management,married,secondary,no,yes,no,cellular,apr,failure,0,no
5164,-295,3,146,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5165,553,3,176,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
5166,-299,2,206,1,-1,0,blue-collar,married,secondary,no,no,no,cellular,nov,unknown,0,no
5167,470,27,190,2,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
5168,2445,28,116,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5169,425,4,151,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5170,37,3,56,1,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5171,234,2,209,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5172,651,20,228,1,-1,0,admin.,married,tertiary,no,no,no,cellular,jun,unknown,0,no
5173,380,6,131,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5174,283,8,179,2,-1,0,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,0,no
5175,2495,9,97,2,-1,0,services,single,secondary,no,no,no,unknown,jul,unknown,0,no
5176,47,5,100,1,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5177,331,7,88,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5178,5049,14,60,3,375,2,retired,married,primary,yes,yes,no,unknown,may,failure,0,yes
5179,80,27,179,1,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
5180,2050,12,132,3,-1,0,technician,married,tertiary,no,no,no,cellular,jun,unknown,0,no
5181,301,4,141,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5182,316,6,149,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5183,193,7,90,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5184,-208,17,150,1,0,0,student,single,tertiary,no,no,no,cellular,nov,unknown,0,yes
5185,153,9,172,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5186,276,7,90,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5187,-567,9,349,2,328,1,management,married,secondary,no,yes,no,cellular,may,failure,0,no
5188,531,5,173,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5189,478,16,284,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5190,380,7,90,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5191,-313,0,0,6,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
5192,475,6,137,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5193,-80,9,93,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
5194,1789,1,347,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
5195,2305,7,359,2,0,0,admin.,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
5196,1314,27,115,1,0,0,technician,married,secondary,no,no,no,unknown,may,unknown,0,no
5197,-62,9,355,1,199,2,services,single,tertiary,no,yes,yes,cellular,apr,failure,0,yes
5198,311,7,100,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5199,1384,10,150,2,-1,0,admin.,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
5200,2087,19,228,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
5201,1790,9,350,4,320,0,services,divorced,primary,no,yes,yes,cellular,nov,failure,0,yes
5202,372,7,98,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,may,unknown,0,no
5203,108,4,198,0,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
5204,-295,4,342,2,277,2,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
5205,-266,21,15,0,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,yes
5206,2005,1,188,2,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
5207,498,15,108,2,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
5208,1319,9,315,2,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
5209,507,4,86,3,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5210,-138,25,334,2,-1,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5211,2909,13,25,3,0,0,management,single,tertiary,no,yes,no,unknown,nov,unknown,0,no
5212,1303,25,322,1,-1,0,admin.,single,secondary,no,no,no,cellular,jun,unknown,0,no
5213,204,7,89,3,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5214,318,27,309,1,-1,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
5215,1328,17,247,2,-1,1,services,married,tertiary,no,no,no,cellular,jul,unknown,0,no
5216,346,6,123,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5217,-271,8,21,2,0,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,0,no
5218,485,16,9,1,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
5219,156,7,151,0,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
5220,2781,16,298,3,256,2,services,single,tertiary,no,no,no,unknown,jun,failure,0,no
5221,771,4,322,2,-1,0,technician,married,tertiary,no,no,no,cellular,jun,unknown,0,no
5222,-277,2,175,2,0,0,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,0,no
5223,729,27,318,1,-1,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
5224,411,1,411,3,-1,0,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,0,no
5225,-247,20,167,1,-1,0,services,single,secondary,no,yes,no,cellular,may,unknown,0,no
5226,345,15,154,0,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
5227,617,9,62,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,jun,unknown,0,no
5228,427,30,193,1,0,0,services,single,primary,no,no,no,cellular,may,unknown,0,no
5229,-187,2,94,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5230,1204,6,368,2,0,0,technician,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
5231,-207,1,188,2,-1,0,admin.,married,tertiary,no,yes,no,cellular,may,unknown,0,no
5232,704,3,1021,8,6,3,services,married,secondary,no,yes,no,cellular,nov,other,0,no
5233,1458,31,99,3,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
5234,-224,14,319,0,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
5235,680,16,310,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5236,436,28,135,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5237,46,29,14,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
5238,702,16,375,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5239,1006,16,123,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5240,2488,8,363,4,362,5,services,married,primary,yes,no,no,telephone,may,other,0,yes
5241,961,14,392,1,467,0,management,married,tertiary,no,no,no,cellular,may,failure,0,no
5242,569,9,135,0,-1,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
5243,-240,19,45,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,0,no
5244,280,7,94,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5245,-52,4,77,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5246,-84,7,86,0,-1,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
5247,453,16,139,1,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
5248,420,14,116,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
5249,-236,1,177,2,-1,0,admin.,married,tertiary,no,yes,no,cellular,may,unknown,0,no
5250,599,26,330,1,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,0,no
5251,2238,8,94,3,-1,0,services,single,secondary,no,no,no,unknown,jun,unknown,0,no
5252,1653,3,14,2,0,0,management,single,tertiary,no,yes,no,cellular,aug,unknown,0,no
5253,2007,29,278,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5254,424,7,83,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5255,-38,8,319,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
5256,1416,29,283,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5257,30,2,148,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
5258,1840,13,207,2,-1,0,services,married,tertiary,no,no,no,cellular,jul,unknown,0,no
5259,308,7,95,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5260,528,27,297,1,-1,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
5261,1497,6,304,1,-1,0,management,married,tertiary,no,no,no,cellular,jun,unknown,0,no
5262,1320,26,345,1,-1,0,technician,single,secondary,no,no,no,unknown,jun,unknown,0,no
5263,822,10,207,2,379,6,retired,married,primary,yes,yes,no,unknown,may,failure,0,yes
5264,-632,25,194,3,-1,0,services,married,tertiary,no,no,no,unknown,jul,unknown,0,no
5265,293,7,161,0,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
5266,725,17,256,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5267,2561,29,126,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5268,3068,19,189,2,0,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
5269,533,27,193,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
5270,178,4,183,0,-1,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
5271,-118,9,23,3,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
5272,-505,1,284,2,86,2,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
5273,-234,1,188,2,-1,0,admin.,married,tertiary,no,yes,no,cellular,may,unknown,0,no
5274,-161,9,153,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
5275,96,4,167,2,341,0,services,married,secondary,no,yes,no,cellular,may,failure,0,no
5276,1630,9,367,2,-1,0,technician,married,tertiary,no,no,no,cellular,jun,unknown,0,no
5277,637,7,214,3,0,0,management,single,tertiary,no,yes,no,cellular,jul,unknown,0,no
5278,3079,20,171,1,-1,0,blue-collar,married,secondary,no,no,no,cellular,nov,unknown,0,no
5279,50,8,39,1,0,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,0,no
5280,814,16,248,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5281,2722,1,84,1,0,0,blue-collar,married,tertiary,no,yes,no,unknown,may,unknown,0,no
5282,2743,23,43,1,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
5283,1384,28,305,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5284,-309,27,301,1,0,0,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,0,no
5285,2248,24,3,1,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
5286,555,0,122,3,-1,0,management,married,tertiary,no,no,no,unknown,jun,unknown,0,no
5287,7,8,79,2,0,1,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,0,no
5288,2057,13,398,1,141,1,services,single,tertiary,no,no,yes,cellular,nov,failure,0,no
5289,115,30,423,1,0,0,services,married,tertiary,no,no,no,unknown,jun,unknown,0,no
5290,837,20,1,1,0,0,technician,married,primary,no,yes,no,cellular,jul,unknown,0,no
5291,1063,23,512,7,313,2,blue-collar,single,tertiary,no,yes,yes,unknown,nov,failure,0,yes
5292,1942,28,285,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5293,857,22,57,1,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
5294,301,6,106,0,-1,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,0,no
5295,615,23,215,1,0,0,services,single,secondary,no,yes,no,cellular,apr,unknown,0,yes
5296,647,21,178,1,0,0,admin.,single,secondary,no,no,no,cellular,may,unknown,0,no
5297,1585,4,136,2,310,2,blue-collar,single,tertiary,no,yes,yes,unknown,apr,failure,0,yes
5298,361,12,102,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5299,968,28,311,0,-1,0,management,married,secondary,no,yes,no,cellular,jun,unknown,0,no
5300,-112,17,214,0,0,0,admin.,single,secondary,no,no,no,cellular,nov,unknown,0,no
5301,5834,14,75,2,148,2,retired,married,primary,yes,yes,no,unknown,may,failure,0,yes
5302,-264,9,193,1,0,0,blue-collar,single,secondary,no,yes,no,cellular,aug,unknown,0,no
5303,667,2,410,0,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
5304,816,1,136,2,261,1,blue-collar,married,tertiary,no,no,no,cellular,nov,failure,0,no
5305,2830,6,399,4,0,0,management,married,tertiary,no,no,no,unknown,jun,unknown,0,no
5306,-568,20,386,1,-1,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
5307,1901,11,253,3,349,1,services,single,tertiary,no,yes,no,cellular,jun,failure,0,no
5308,402,27,71,1,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
5309,-114,13,26,1,0,0,technician,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
5310,-133,3,79,3,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5311,-238,15,105,2,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
5312,1399,25,330,1,-1,0,admin.,single,secondary,no,no,no,cellular,jun,unknown,0,no
5313,7489,4,491,9,248,1,services,married,primary,no,yes,no,unknown,nov,success,0,no
5314,1912,24,350,8,388,4,self-employed,single,primary,yes,yes,yes,unknown,apr,failure,0,yes
5315,812,14,124,1,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5316,251,5,138,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5317,588,10,117,2,0,0,management,single,tertiary,no,yes,no,cellular,jul,unknown,0,no
5318,-270,1,155,2,0,1,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
5319,281,7,87,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5320,240,0,298,4,305,1,blue-collar,married,tertiary,no,yes,no,cellular,apr,failure,0,no
5321,565,9,163,2,0,2,blue-collar,married,tertiary,no,yes,no,cellular,jul,failure,0,no
5322,254,7,119,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5323,-146,3,195,1,-1,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0,no
5324,2947,9,197,1,0,0,technician,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
5325,-616,1,281,1,-1,2,blue-collar,married,tertiary,no,yes,no,cellular,may,failure,0,no
5326,340,15,159,0,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
5327,-77,14,181,1,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
5328,3040,13,295,0,-1,0,blue-collar,married,tertiary,no,no,no,cellular,aug,unknown,0,no
5329,279,7,103,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5330,-562,9,412,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5331,168,1,48,0,-1,0,blue-collar,married,tertiary,no,yes,no,unknown,may,unknown,0,no
5332,1920,6,362,1,-1,0,management,married,tertiary,no,no,no,cellular,nov,unknown,0,no
5333,3088,29,108,2,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
5334,-261,4,346,7,11,0,services,married,tertiary,no,yes,no,cellular,apr,failure,0,no
5335,-706,10,215,2,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5336,328,3,199,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
5337,199,8,71,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5338,-196,12,164,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
5339,73,9,191,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
5340,-228,11,136,1,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
5341,629,1,182,3,0,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
5342,445,17,122,0,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
5343,-254,6,146,0,-1,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,0,no
5344,-713,29,189,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
5345,445,9,119,3,-1,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0,no
5346,-389,8,132,2,128,2,blue-collar,single,tertiary,no,yes,no,cellular,nov,failure,0,no
5347,148,3,136,1,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5348,2308,28,126,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5349,-495,9,419,3,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5350,397,8,99,0,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
5351,411,2,101,2,0,2,blue-collar,married,tertiary,no,yes,no,cellular,jul,failure,0,no
5352,270,6,103,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5353,-22,1,125,1,317,1,management,single,secondary,no,yes,no,cellular,may,failure,0,no
5354,1002,25,342,1,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,0,no
5355,640,14,116,2,0,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
5356,139,1,308,1,-1,0,blue-collar,married,tertiary,no,yes,no,unknown,may,unknown,0,no
5357,611,8,29,1,0,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
5358,-123,26,188,8,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
5359,99,7,63,1,-1,0,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,0,no
5360,525,31,212,2,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
5361,1069,25,363,1,0,0,technician,single,secondary,no,no,yes,unknown,jun,unknown,0,no
5362,-37,15,8,1,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
5363,411,6,130,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5364,551,13,212,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
5365,56,30,136,1,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
5366,306,4,119,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5367,28,2,8,3,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
5368,1061,3,280,1,42,2,admin.,married,tertiary,no,yes,no,cellular,nov,failure,0,no
5369,398,9,177,2,0,2,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5370,308,6,113,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5371,-153,24,169,4,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
5372,1421,26,350,0,-1,0,technician,single,secondary,no,no,no,unknown,jun,unknown,0,no
5373,342,5,2,1,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5374,-43,6,176,0,-1,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
5375,136,7,103,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5376,2671,29,116,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5377,332,4,131,1,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5378,1505,1,278,1,-1,0,blue-collar,married,tertiary,no,yes,no,unknown,may,unknown,0,no
5379,319,11,331,2,0,0,admin.,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
5380,578,6,73,0,-1,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,0,no
5381,1284,16,364,0,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5382,1108,29,408,3,260,2,retired,single,primary,yes,no,yes,unknown,jan,other,0,yes
5383,30,20,364,2,-1,0,management,single,tertiary,no,no,no,cellular,aug,unknown,0,no
5384,1087,16,358,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5385,857,16,281,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5386,1007,16,119,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5387,243,6,138,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5388,656,12,235,1,356,1,services,single,tertiary,no,yes,yes,cellular,apr,failure,0,yes
5389,688,13,180,2,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
5390,343,5,190,1,-1,0,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,0,no
5391,298,8,370,1,313,3,services,single,secondary,no,yes,no,cellular,feb,failure,0,yes
5392,2165,29,280,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5393,194,5,66,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5394,-157,13,201,0,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,yes
5395,149,7,91,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
5396,344,4,128,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5397,203,13,119,1,-1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0,no
5398,321,9,187,0,-1,2,management,married,secondary,no,no,no,cellular,aug,failure,0,no
5399,2593,20,331,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,may,unknown,0,no
5400,953,15,323,1,-1,0,technician,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
5401,22615,25,481,4,7,1,services,married,primary,yes,no,no,telephone,nov,other,0,yes
5402,1134,24,359,3,0,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,0,no
5403,971,15,384,1,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5404,365,5,147,1,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5405,677,27,33,3,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
5406,-157,3,86,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5407,172,8,79,0,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
5408,898,18,282,0,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
5409,1280,13,242,3,-1,0,admin.,married,tertiary,no,no,no,cellular,jul,unknown,0,no
5410,2758,8,123,1,292,0,technician,married,secondary,no,yes,no,cellular,feb,failure,0,no
5411,-422,29,463,3,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
5412,88,18,113,0,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
5413,502,8,62,0,0,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
5414,478,29,129,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
