balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
6349,18,230,1,9,1,management,married,tertiary,no,no,no,cellular,nov,other,1,yes
604,13,293,2,268,1,technician,single,tertiary,no,yes,no,cellular,may,failure,1,yes
2123,17,191,1,0,0,technician,married,secondary,no,no,no,cellular,apr,unknown,1,yes
581,3,1081,1,1,0,services,married,unknown,no,no,no,cellular,aug,unknown,1,yes
-519,14,102,1,0,0,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,yes
2507,15,441,2,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,yes
6177,8,484,1,256,0,technician,single,secondary,no,yes,no,cellular,apr,failure,1,yes
1393,12,407,1,305,5,admin.,married,secondary,no,yes,no,cellular,may,failure,1,yes
10383,25,550,1,20,0,blue-collar,married,primary,no,no,no,telephone,nov,failure,1,yes
-4187,22,265,1,0,0,entrepreneur,divorced,tertiary,no,yes,no,cellular,jul,unknown,1,yes
3359,3,73,2,1,0,services,married,secondary,no,yes,yes,cellular,feb,unknown,1,yes
-3829,22,329,1,219,9,admin.,married,tertiary,no,yes,yes,cellular,may,failure,1,yes
2503,22,1188,1,0,0,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,1,yes
23176,12,0,1,154,0,technician,divorced,secondary,no,no,no,cellular,feb,success,1,yes
1827,4,329,3,2,0,technician,married,secondary,no,yes,no,unknown,may,unknown,1,yes
3466,10,327,1,1,0,services,divorced,secondary,no,yes,no,unknown,may,unknown,1,yes
2600,18,2801,1,0,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,yes
-216,22,667,1,12,0,unemployed,single,tertiary,no,yes,no,unknown,may,unknown,1,yes
1765,11,167,1,157,1,unemployed,single,tertiary,no,yes,no,cellular,may,other,1,yes
948,14,332,1,0,0,technician,divorced,secondary,no,no,no,cellular,sep,unknown,1,yes
-163,14,246,1,0,0,technician,single,secondary,no,no,no,cellular,jun,unknown,1,yes
-2240,29,265,1,0,0,technician,married,secondary,no,yes,yes,cellular,jan,unknown,1,yes
-3388,22,348,1,234,10,admin.,married,tertiary,no,yes,yes,cellular,may,failure,1,yes
8673,13,199,1,179,1,student,single,tertiary,no,no,no,cellular,dec,success,1,yes
3061,28,944,1,0,0,entrepreneur,single,secondary,no,yes,no,cellular,jul,unknown,1,yes
808,21,1350,4,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,yes
1612,3,403,1,0,0,services,married,tertiary,no,no,no,cellular,feb,unknown,1,yes
5486,23,43,1,1,0,admin.,married,secondary,no,no,no,telephone,sep,unknown,1,yes
-980,20,348,3,140,1,admin.,single,tertiary,no,yes,no,cellular,nov,success,1,yes
12009,20,275,3,5,0,technician,married,tertiary,no,no,no,cellular,nov,unknown,1,yes
670,17,363,1,4,0,management,married,tertiary,no,yes,yes,cellular,apr,unknown,1,yes
-1255,13,167,1,3,0,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1,yes
870,23,153,1,0,0,management,married,tertiary,no,no,no,cellular,jun,unknown,1,yes
-2478,14,427,1,111,0,services,single,secondary,no,yes,no,cellular,may,success,1,yes
371,22,364,1,219,0,management,single,tertiary,no,no,no,cellular,jun,failure,1,yes
1343,19,291,1,69,0,technician,married,tertiary,no,yes,no,cellular,nov,failure,1,yes
-6569,29,548,24,168,0,housemaid,divorced,primary,yes,yes,no,cellular,jan,failure,1,yes
-1020,18,658,1,0,0,technician,married,secondary,no,yes,yes,unknown,may,unknown,1,yes
2004,18,568,1,0,0,blue-collar,divorced,secondary,no,no,no,cellular,nov,unknown,1,yes
-667,2,240,3,16,0,unemployed,single,tertiary,no,yes,no,cellular,feb,unknown,1,yes
412,9,937,1,0,0,entrepreneur,married,primary,no,no,no,cellular,jul,unknown,1,yes
3706,7,275,1,303,4,retired,married,tertiary,no,yes,no,cellular,dec,other,1,yes
663,8,637,1,0,0,entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,1,yes
3028,16,149,10,309,1,blue-collar,married,primary,no,no,no,cellular,aug,other,1,yes
3494,13,380,1,12,0,management,married,tertiary,no,no,no,cellular,feb,unknown,1,yes
-1744,9,79,2,0,0,entrepreneur,married,secondary,no,no,no,cellular,aug,unknown,1,yes
14501,25,956,1,129,2,retired,married,primary,no,yes,no,cellular,jan,failure,1,yes
5411,5,29,1,0,0,technician,married,tertiary,no,no,no,cellular,feb,unknown,1,yes
2060,19,326,5,190,1,self-employed,married,tertiary,no,yes,no,cellular,apr,success,1,yes
2341,25,539,11,0,0,admin.,single,secondary,no,yes,no,unknown,jun,unknown,1,yes
3138,18,619,1,0,0,admin.,married,secondary,no,no,no,cellular,apr,unknown,1,yes
-6154,2,102,1,253,2,admin.,divorced,tertiary,no,yes,no,telephone,jul,failure,1,yes
1303,26,380,3,22,0,blue-collar,married,secondary,no,yes,no,cellular,apr,success,1,yes
7267,5,191,1,2,0,admin.,married,secondary,no,yes,no,cellular,nov,success,1,yes
2267,3,1148,1,0,0,services,married,secondary,no,no,no,cellular,aug,unknown,1,yes
6018,3,552,4,117,3,admin.,single,tertiary,no,no,no,cellular,feb,success,1,yes
-217,21,399,1,0,0,technician,single,secondary,no,no,no,cellular,jul,unknown,1,yes
-536,9,42,1,0,0,blue-collar,married,secondary,no,no,no,cellular,may,unknown,1,yes
827,4,672,3,0,0,admin.,single,secondary,no,yes,yes,unknown,jun,unknown,1,yes
1162,4,592,4,2,0,admin.,single,secondary,no,yes,no,unknown,jun,unknown,1,yes
-955,12,657,1,0,0,admin.,married,secondary,no,yes,no,cellular,apr,unknown,1,yes
1728,8,365,1,0,0,admin.,married,unknown,no,yes,no,cellular,may,unknown,1,yes
-1339,9,349,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,yes
1353,20,324,2,0,0,self-employed,single,tertiary,no,no,no,cellular,nov,unknown,1,yes
2238,1,133,5,2,0,management,single,tertiary,no,no,no,cellular,jun,unknown,1,yes
-374,1,300,1,0,0,technician,single,secondary,no,no,no,cellular,jun,unknown,1,yes
1924,18,345,2,0,0,retired,married,secondary,no,no,yes,cellular,nov,unknown,1,yes
-763,16,745,2,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,1,yes
2251,17,344,1,0,0,technician,single,tertiary,no,yes,no,cellular,jul,unknown,1,yes
8034,23,621,1,378,0,technician,single,tertiary,no,no,no,cellular,sep,success,1,yes
1640,13,841,2,210,1,management,married,tertiary,yes,no,no,cellular,may,failure,1,yes
415,11,230,1,283,1,management,single,tertiary,no,yes,no,cellular,may,failure,1,yes
-5606,27,41,5,21,1,self-employed,divorced,tertiary,no,no,no,cellular,jan,unknown,1,yes
16022,29,650,1,6,0,management,married,primary,no,no,yes,cellular,mar,unknown,1,yes
2924,9,201,1,0,0,blue-collar,married,unknown,no,no,no,telephone,feb,unknown,1,yes
-1264,15,519,2,48,0,admin.,married,tertiary,no,yes,no,cellular,may,unknown,1,yes
1977,17,486,3,0,0,retired,married,tertiary,no,no,no,telephone,jun,unknown,1,yes
2030,4,335,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,yes
1068,16,232,1,342,1,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,1,yes
3082,29,352,13,249,1,management,single,secondary,no,yes,no,cellular,aug,failure,1,yes
3876,7,164,1,422,2,student,married,primary,no,yes,no,telephone,may,other,1,yes
32609,11,0,1,160,0,technician,divorced,secondary,no,no,no,cellular,may,failure,1,yes
-2517,24,65,1,239,0,management,married,secondary,no,yes,no,cellular,feb,success,1,yes
1426,30,599,1,3,0,technician,single,secondary,no,yes,no,unknown,may,unknown,1,yes
2259,21,409,3,0,0,management,married,secondary,no,yes,no,unknown,may,unknown,1,yes
936,6,96,11,217,1,management,single,tertiary,no,yes,no,telephone,mar,failure,1,yes
8795,4,309,2,0,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,1,yes
2897,27,853,1,0,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,1,yes
3716,14,311,2,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,yes
3659,25,317,1,5,0,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,1,yes
-2828,22,395,1,216,9,technician,married,secondary,no,yes,yes,cellular,may,failure,1,yes
1322,13,370,1,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,yes
-2250,22,392,2,3,0,admin.,divorced,secondary,no,yes,no,cellular,may,unknown,1,yes
504,22,239,1,281,0,technician,married,secondary,no,no,no,cellular,sep,success,1,yes
-688,2,233,1,174,2,technician,married,secondary,no,no,no,cellular,feb,success,1,yes
2615,10,313,25,0,0,management,single,secondary,no,no,yes,cellular,jul,unknown,1,yes
19866,20,436,1,1,0,self-employed,single,tertiary,no,yes,no,cellular,nov,unknown,1,yes
3146,23,604,4,23,0,management,single,tertiary,no,yes,no,cellular,nov,unknown,1,yes
1741,25,265,1,99,6,management,single,tertiary,no,no,no,cellular,oct,success,1,yes
3379,4,115,7,0,0,management,single,tertiary,no,no,no,cellular,feb,unknown,1,yes
3321,9,671,1,0,0,blue-collar,married,secondary,no,no,no,cellular,oct,unknown,1,yes
1341,12,136,1,0,0,self-employed,married,secondary,no,no,yes,telephone,aug,unknown,1,yes
2521,8,249,1,0,0,services,single,secondary,no,yes,no,cellular,may,unknown,1,yes
5125,5,199,1,0,0,unemployed,married,secondary,no,yes,yes,unknown,oct,unknown,1,yes
2711,18,659,1,100,4,technician,married,secondary,no,yes,no,cellular,nov,success,1,yes
-917,11,214,2,3,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,yes
3113,13,565,1,1,0,retired,divorced,unknown,no,no,no,cellular,may,unknown,1,yes
7184,9,1657,1,0,0,management,divorced,primary,no,yes,no,unknown,aug,unknown,1,yes
-1045,16,523,1,0,0,blue-collar,divorced,unknown,no,yes,no,unknown,may,unknown,1,yes
-902,7,304,1,103,1,blue-collar,single,secondary,no,no,no,cellular,apr,success,1,yes
6117,23,128,1,168,0,blue-collar,single,secondary,no,yes,no,cellular,nov,other,1,yes
2554,8,1121,1,0,0,technician,married,tertiary,no,yes,no,cellular,jul,unknown,1,yes
1617,19,213,2,2,0,admin.,single,tertiary,no,yes,no,unknown,jun,unknown,1,yes
-301,26,230,2,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,yes
-684,2,529,3,0,0,admin.,single,secondary,no,yes,yes,cellular,may,unknown,1,yes
1030,5,312,2,5,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,1,yes
2021,18,561,1,0,0,blue-collar,divorced,secondary,no,no,no,cellular,nov,unknown,1,yes
352,27,180,1,89,0,blue-collar,married,secondary,no,yes,no,cellular,apr,success,1,yes
19371,19,461,1,0,0,self-employed,single,tertiary,no,yes,no,cellular,nov,unknown,1,yes
1226,13,752,10,0,0,self-employed,married,tertiary,no,no,no,cellular,may,unknown,1,yes
-885,29,243,1,0,0,admin.,married,secondary,no,no,no,cellular,apr,unknown,1,yes
2386,7,110,1,191,1,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,1,yes
13569,17,252,1,0,0,admin.,single,tertiary,no,yes,no,cellular,nov,unknown,1,yes
-364,4,506,1,0,0,retired,married,primary,no,no,no,cellular,aug,unknown,1,yes
2711,10,788,1,1,0,management,single,tertiary,no,no,no,cellular,apr,unknown,1,yes
3032,3,640,1,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,yes
523,8,394,1,0,0,technician,divorced,secondary,no,yes,no,cellular,jul,unknown,1,yes
5458,17,773,1,177,1,management,single,tertiary,no,no,no,cellular,nov,failure,1,yes
586,1,586,1,1,0,admin.,married,secondary,no,yes,no,unknown,jun,unknown,1,yes
1889,11,79,1,0,0,entrepreneur,married,tertiary,no,yes,no,cellular,aug,unknown,1,yes
7502,16,131,1,96,0,self-employed,single,secondary,no,no,no,cellular,nov,success,1,yes
2015,23,560,1,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,yes
2964,21,487,1,0,0,management,single,tertiary,no,no,no,cellular,nov,unknown,1,yes
4004,4,81,1,135,1,management,married,tertiary,no,no,no,cellular,feb,success,1,yes
-3108,4,273,2,0,0,technician,single,secondary,no,no,no,cellular,aug,unknown,1,yes
1136,2,322,1,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,yes
8613,9,186,1,3,0,unemployed,single,secondary,no,yes,no,cellular,dec,unknown,1,yes
6650,12,473,8,341,9,management,single,tertiary,no,no,no,cellular,aug,failure,1,yes
15058,16,256,1,0,0,self-employed,single,tertiary,no,yes,no,cellular,nov,unknown,1,yes
1028,30,218,1,0,0,admin.,married,secondary,yes,no,yes,telephone,apr,unknown,1,yes
-970,27,121,2,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,yes
2493,29,838,1,0,0,unemployed,single,tertiary,no,no,no,cellular,jul,unknown,1,yes
616,29,145,1,0,0,blue-collar,single,secondary,no,yes,no,cellular,jan,unknown,1,yes
6106,28,164,2,0,0,management,married,tertiary,no,no,no,cellular,may,unknown,1,yes
1880,4,449,1,0,0,blue-collar,divorced,secondary,no,yes,no,unknown,jun,unknown,1,yes
2681,17,331,1,0,0,admin.,married,secondary,no,no,no,cellular,aug,unknown,1,yes
-6122,30,36,1,44,4,self-employed,single,tertiary,no,yes,yes,cellular,jul,failure,1,yes
2929,7,587,2,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,yes
661,25,1309,1,1,0,technician,single,tertiary,no,yes,no,unknown,may,unknown,1,yes
311,3,391,1,181,1,management,married,tertiary,no,yes,no,cellular,feb,failure,1,yes
-1785,27,776,1,102,0,technician,divorced,secondary,no,no,no,cellular,mar,success,1,yes
94,4,376,1,0,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,1,yes
470,4,334,1,0,0,management,married,tertiary,no,yes,no,cellular,feb,unknown,1,yes
2564,23,185,2,0,0,management,married,tertiary,no,no,no,unknown,jun,unknown,1,yes
-2,9,346,1,0,0,technician,single,secondary,no,no,yes,cellular,jul,unknown,1,yes
2223,24,103,1,314,2,blue-collar,single,tertiary,no,no,no,cellular,jan,other,1,yes
-2452,11,268,8,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,yes
-440,19,461,1,0,0,services,married,secondary,no,no,no,cellular,jul,unknown,1,yes
2584,13,678,1,227,0,management,married,tertiary,no,no,no,cellular,may,failure,1,yes
6586,1,66,1,456,0,student,single,tertiary,no,no,no,telephone,apr,failure,1,yes
-646,24,262,2,3,0,services,married,secondary,no,no,yes,cellular,jul,unknown,1,yes
259,7,582,1,0,0,technician,single,secondary,no,yes,no,unknown,jun,unknown,1,yes
2955,4,941,1,2,0,admin.,single,secondary,no,yes,no,unknown,sep,unknown,1,yes
406,14,690,1,27,0,services,married,secondary,no,no,yes,cellular,nov,other,1,yes
-153,10,377,2,0,0,blue-collar,married,secondary,no,no,no,telephone,aug,unknown,1,yes
2591,3,376,1,3,0,housemaid,married,secondary,no,no,no,cellular,jun,failure,1,yes
-332,16,384,1,0,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,yes
2578,6,350,1,2,0,management,married,tertiary,no,yes,no,cellular,jun,unknown,1,yes
-2642,24,34,1,0,0,unknown,married,tertiary,no,no,no,cellular,nov,unknown,1,yes
7236,17,97,1,247,1,management,married,tertiary,no,no,no,cellular,oct,success,1,yes
-645,18,1470,1,42,0,blue-collar,married,tertiary,no,yes,no,unknown,sep,unknown,1,yes
1743,30,375,1,0,0,services,married,secondary,no,no,no,cellular,jan,unknown,1,yes
-5703,23,103,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,yes
3252,19,488,5,0,0,management,married,tertiary,no,no,yes,cellular,aug,unknown,1,yes
546,27,609,1,224,1,technician,single,tertiary,no,no,no,cellular,apr,success,1,yes
1095,13,520,1,113,0,management,married,tertiary,no,no,no,cellular,apr,failure,1,yes
-1421,2,295,3,0,0,entrepreneur,married,secondary,no,no,no,unknown,jun,unknown,1,yes
1776,3,325,1,0,0,management,married,tertiary,no,yes,yes,cellular,feb,unknown,1,yes
2213,7,248,4,87,4,retired,married,tertiary,no,no,yes,cellular,feb,success,1,yes
604,30,134,6,0,0,unemployed,married,primary,no,no,no,cellular,mar,unknown,1,yes
4373,27,423,12,128,0,management,married,tertiary,no,no,no,cellular,aug,failure,1,yes
2266,10,457,2,263,3,services,divorced,tertiary,no,no,no,cellular,jul,other,1,yes
1358,11,189,5,1,0,technician,single,secondary,no,no,no,cellular,may,unknown,1,yes
12300,28,394,1,111,1,management,single,tertiary,no,no,no,cellular,apr,other,1,yes
1949,4,84,1,0,0,services,divorced,secondary,no,yes,yes,cellular,aug,unknown,1,yes
2600,29,1032,2,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,yes
2463,8,436,4,4,0,management,married,tertiary,no,yes,no,cellular,may,unknown,1,yes
2127,15,266,2,304,0,management,married,tertiary,no,no,no,cellular,apr,other,1,yes
3723,5,212,1,160,2,blue-collar,married,secondary,no,no,no,cellular,feb,failure,1,yes
4191,23,472,1,451,0,admin.,married,secondary,no,yes,no,cellular,sep,success,1,yes
2995,17,1213,1,0,0,management,single,tertiary,no,no,no,cellular,apr,unknown,1,yes
1821,1,187,1,0,0,technician,single,secondary,no,no,no,cellular,aug,unknown,1,yes
-581,26,190,1,134,0,technician,single,tertiary,no,no,no,cellular,feb,success,1,yes
2810,8,191,3,156,0,management,single,tertiary,no,yes,no,cellular,aug,failure,1,yes
-4244,23,323,1,166,7,technician,married,tertiary,no,yes,yes,cellular,may,failure,1,yes
2716,29,394,1,321,3,management,married,tertiary,no,yes,no,cellular,jan,success,1,yes
2582,10,352,1,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,yes
-8,12,87,2,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,yes
6660,10,123,1,1,0,blue-collar,married,primary,no,no,no,telephone,feb,unknown,1,yes
-2723,27,691,1,0,0,blue-collar,divorced,secondary,no,no,no,cellular,jan,unknown,1,yes
7031,4,2433,1,0,0,management,married,tertiary,no,no,no,cellular,sep,unknown,1,yes
-598,5,160,1,140,1,blue-collar,single,secondary,no,no,no,cellular,nov,success,1,yes
-457,17,400,1,0,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,yes
-669,14,815,2,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,1,yes
3742,7,1014,2,0,0,management,single,tertiary,no,yes,no,cellular,feb,unknown,1,yes
1619,22,427,2,1,0,technician,single,secondary,no,yes,yes,cellular,apr,unknown,1,yes
1574,4,421,1,1,0,unemployed,married,tertiary,no,yes,no,cellular,apr,unknown,1,yes
5757,5,324,1,1,0,management,single,tertiary,no,no,no,cellular,mar,unknown,1,yes
5693,19,229,3,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,1,yes
-370,11,639,1,8,0,blue-collar,married,primary,no,no,yes,cellular,jul,unknown,1,yes
-2780,9,498,2,2,0,blue-collar,divorced,secondary,yes,no,no,telephone,jun,unknown,1,yes
-776,14,167,1,83,1,technician,married,secondary,no,no,no,cellular,oct,failure,1,yes
5491,9,312,1,13,0,management,single,tertiary,no,no,no,cellular,mar,success,1,yes
1126,25,733,2,183,4,management,married,tertiary,no,no,no,cellular,may,failure,1,yes
3765,8,224,1,29,0,technician,single,secondary,no,no,no,cellular,feb,other,1,yes
337,29,300,1,405,1,retired,divorced,secondary,no,yes,no,cellular,may,failure,1,yes
1873,14,371,2,0,0,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,yes
-2942,26,567,1,0,0,technician,single,secondary,no,no,no,cellular,aug,unknown,1,yes
1782,1,103,1,238,17,blue-collar,married,primary,no,yes,no,cellular,jun,failure,1,yes
-6709,28,887,2,67,8,blue-collar,married,secondary,no,yes,no,cellular,sep,failure,1,yes
3478,27,5,1,0,0,services,married,secondary,no,no,no,cellular,jan,unknown,1,yes
-514,16,667,2,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,yes
366,27,113,1,0,0,admin.,single,secondary,no,no,yes,cellular,apr,unknown,1,yes
2964,15,732,1,0,0,unemployed,single,secondary,no,no,no,cellular,aug,unknown,1,yes
1378,16,621,2,0,0,technician,single,tertiary,no,no,no,cellular,nov,unknown,1,yes
1310,9,372,1,0,0,technician,married,secondary,no,no,no,cellular,oct,unknown,1,yes
2438,27,576,1,0,0,admin.,married,secondary,no,yes,no,cellular,apr,unknown,1,yes
-825,18,308,1,1,0,blue-collar,single,primary,no,yes,no,cellular,may,unknown,1,yes
-386,6,110,5,0,0,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,yes
2064,29,726,2,0,0,self-employed,single,tertiary,no,no,no,telephone,oct,unknown,1,yes
-3022,4,458,1,0,0,blue-collar,single,secondary,yes,no,no,unknown,jun,unknown,1,yes
1314,26,458,2,0,0,entrepreneur,divorced,secondary,no,yes,yes,unknown,may,unknown,1,yes
420,12,204,1,127,1,blue-collar,single,secondary,no,no,no,cellular,apr,success,1,yes
2174,7,93,2,0,0,services,married,secondary,no,no,no,cellular,apr,unknown,1,yes
348,1,132,1,76,0,management,married,tertiary,no,no,no,cellular,aug,failure,1,yes
-1585,14,505,1,316,2,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,yes
2464,25,251,1,6,0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,yes
3883,27,367,2,1,0,admin.,single,secondary,no,no,no,cellular,aug,unknown,1,yes
1008,5,826,3,1,0,blue-collar,single,tertiary,no,no,no,unknown,jun,unknown,1,yes
-212,21,172,1,0,0,admin.,married,secondary,no,no,no,cellular,jul,unknown,1,yes
-1495,8,293,4,199,1,management,married,tertiary,no,yes,no,cellular,jan,success,1,yes
4328,18,348,1,0,0,blue-collar,single,primary,no,no,yes,cellular,jul,unknown,1,yes
7433,8,301,1,182,1,management,single,tertiary,no,no,no,cellular,jun,other,1,yes
-354,24,332,2,39,0,self-employed,divorced,tertiary,no,no,no,cellular,jul,success,1,yes
1724,11,194,1,34,6,retired,married,tertiary,no,no,no,cellular,nov,failure,1,yes
312,21,489,1,1,0,management,single,tertiary,no,no,no,telephone,apr,unknown,1,yes
1655,5,433,1,13,0,technician,divorced,secondary,no,no,no,cellular,feb,unknown,1,yes
719,13,500,3,0,0,retired,married,secondary,no,yes,no,cellular,jul,unknown,1,yes
-1888,12,519,2,6,0,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,1,yes
182,29,258,23,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,yes
-1539,6,558,1,0,0,retired,married,primary,no,no,yes,cellular,jul,unknown,1,yes
-6946,30,299,1,0,0,blue-collar,married,secondary,no,no,no,cellular,may,success,1,yes
5969,27,369,1,298,6,management,married,primary,no,yes,no,cellular,apr,failure,1,yes
3646,2,67,1,114,3,blue-collar,married,secondary,no,no,no,cellular,feb,success,1,yes
1143,28,977,1,0,0,entrepreneur,divorced,secondary,no,yes,no,cellular,jul,unknown,1,yes
2681,25,309,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,yes
927,24,780,3,0,0,retired,single,primary,no,yes,no,cellular,jul,unknown,1,yes
318,22,457,1,197,1,management,single,tertiary,no,no,no,cellular,apr,failure,1,yes
-2524,5,262,1,337,1,blue-collar,married,secondary,no,yes,no,cellular,feb,failure,1,yes
37581,2,14,1,427,0,unemployed,married,tertiary,no,yes,no,cellular,oct,other,1,yes
-1002,27,292,1,0,0,admin.,single,secondary,no,no,no,cellular,apr,unknown,1,yes
-2979,9,107,1,46,0,entrepreneur,married,tertiary,no,no,no,unknown,jun,success,1,yes
1906,27,269,1,0,0,admin.,married,secondary,no,no,no,cellular,jan,unknown,1,yes
2298,4,205,1,203,2,admin.,single,secondary,no,no,no,cellular,sep,failure,1,yes
1334,13,486,1,251,0,management,married,secondary,no,yes,no,cellular,apr,failure,1,yes
5937,30,916,2,89,3,technician,single,secondary,no,no,no,cellular,apr,success,1,yes
-1282,16,624,1,0,0,management,single,tertiary,no,no,yes,cellular,nov,unknown,1,yes
5148,14,327,3,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,1,yes
3913,23,166,1,0,0,services,married,secondary,no,yes,yes,cellular,aug,unknown,1,yes
1620,9,94,1,0,0,unemployed,married,secondary,no,no,no,cellular,nov,unknown,1,yes
3094,9,606,1,209,1,admin.,single,tertiary,no,yes,no,cellular,apr,failure,1,yes
272,18,138,3,111,9,blue-collar,single,secondary,no,yes,no,cellular,jul,success,1,yes
1415,5,524,3,385,5,blue-collar,single,secondary,no,yes,no,cellular,may,failure,1,yes
-289,9,236,1,192,4,student,single,tertiary,no,yes,no,cellular,may,success,1,yes
-5509,26,212,1,124,9,technician,single,tertiary,no,yes,yes,cellular,may,failure,1,yes
10497,4,824,1,242,5,admin.,married,unknown,no,no,no,unknown,sep,other,1,yes
-331,17,366,1,0,0,self-employed,divorced,secondary,no,yes,no,cellular,nov,unknown,1,yes
6427,1,574,1,6,4,blue-collar,divorced,secondary,yes,no,no,unknown,jun,unknown,1,yes
-3591,10,1047,1,2,0,technician,married,tertiary,no,yes,no,cellular,may,unknown,1,yes
-768,22,979,1,0,0,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,yes
20423,21,400,1,0,0,self-employed,single,secondary,no,yes,no,cellular,nov,unknown,1,yes
-2430,11,489,18,89,6,admin.,single,tertiary,no,no,no,cellular,sep,success,1,yes
-4758,21,530,1,2,0,housemaid,married,secondary,no,yes,no,telephone,apr,unknown,1,yes
-592,2,249,1,1,0,management,single,tertiary,no,no,no,cellular,jun,unknown,1,yes
816,26,122,1,29,0,entrepreneur,married,secondary,no,yes,no,cellular,jan,success,1,yes
1545,5,1109,1,236,5,blue-collar,married,secondary,no,yes,no,cellular,feb,failure,1,yes
1360,7,278,1,113,13,technician,married,tertiary,no,no,no,cellular,aug,success,1,yes
3274,17,999,3,0,0,housemaid,single,secondary,no,yes,no,cellular,nov,unknown,1,yes
-304,25,649,1,0,0,blue-collar,married,primary,no,yes,no,cellular,nov,unknown,1,yes
7257,10,1386,2,0,0,self-employed,married,tertiary,no,yes,no,telephone,sep,unknown,1,yes
-1152,4,292,2,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,yes
468,17,202,1,5,0,technician,single,secondary,no,yes,no,cellular,nov,unknown,1,yes
-748,29,15,1,0,0,technician,single,secondary,no,yes,no,cellular,aug,unknown,1,yes
-293,10,287,1,0,0,blue-collar,divorced,unknown,no,yes,no,unknown,may,unknown,1,yes
4861,22,1067,1,262,3,technician,single,secondary,no,no,no,cellular,oct,failure,1,yes
3704,20,304,1,300,1,blue-collar,single,secondary,no,no,no,cellular,apr,failure,1,yes
-1516,21,0,1,0,0,blue-collar,single,secondary,no,no,no,cellular,may,unknown,1,yes
-537,9,67,1,0,0,admin.,married,secondary,no,no,no,cellular,jul,unknown,1,yes
355,26,0,1,0,0,technician,single,secondary,no,no,no,cellular,jul,unknown,1,yes
-1445,5,319,1,98,0,blue-collar,single,primary,no,yes,no,cellular,jul,success,1,yes
867,2,1477,1,0,0,technician,married,secondary,no,yes,no,cellular,jun,unknown,1,yes
-5126,16,135,2,45,0,management,divorced,tertiary,no,no,no,cellular,jan,unknown,1,yes
2973,8,160,12,0,0,management,single,secondary,no,no,no,cellular,jul,unknown,1,yes
2813,15,75,1,137,1,services,married,secondary,no,no,no,cellular,aug,success,1,yes
5141,7,151,1,190,2,management,married,tertiary,no,no,no,cellular,jul,success,1,yes
6676,22,483,1,1,0,blue-collar,married,primary,no,no,no,telephone,nov,unknown,1,yes
5567,8,448,1,2,0,admin.,married,secondary,no,yes,yes,unknown,may,unknown,1,yes
4883,26,317,1,169,2,technician,married,primary,no,yes,no,cellular,apr,failure,1,yes
