balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
-206,8,98,9,0,0,technician,divorced,secondary,no,yes,yes,unknown,may,unknown,1,unpref
1464,19,431,1,156,1,retired,single,tertiary,no,no,no,cellular,nov,success,1,yes
1581,9,515,2,1,0,services,divorced,tertiary,no,yes,no,cellular,may,unknown,1,unpref
18479,1,2,1,0,0,unemployed,married,secondary,no,no,no,telephone,feb,unknown,1,unpref
-449,8,507,2,11,0,management,married,secondary,no,no,no,cellular,may,unknown,1,yes
6560,26,39,2,0,0,management,single,tertiary,no,no,no,cellular,jan,unknown,1,unpref
1317,12,266,1,0,0,management,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
-7905,28,417,1,0,0,technician,single,secondary,no,no,no,cellular,sep,unknown,1,yes
2806,2,230,1,0,0,housemaid,married,primary,no,no,no,cellular,aug,unknown,1,unpref
2779,5,356,2,13,0,retired,married,tertiary,no,yes,no,cellular,feb,unknown,unpriv,unpref
1219,28,17,25,0,0,admin.,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
7308,30,0,5,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
3374,19,168,1,0,0,management,married,tertiary,no,no,no,cellular,may,unknown,1,unpref
1562,23,113,1,0,0,services,married,secondary,no,yes,yes,telephone,jul,unknown,unpriv,unpref
-1275,22,156,1,0,0,technician,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
3871,5,302,1,184,4,unemployed,single,tertiary,no,yes,no,cellular,apr,other,1,yes
1307,23,215,1,6,0,technician,single,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
1883,3,158,3,4,1,management,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
5824,16,197,6,0,0,technician,single,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
1931,12,593,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,yes
-539,22,1817,3,0,0,self-employed,single,tertiary,no,no,no,cellular,may,unknown,1,unpref
-186,9,413,1,0,0,management,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
-127,19,56,3,9,0,services,married,secondary,no,no,no,cellular,may,unknown,1,unpref
5130,24,463,1,7,0,admin.,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
112,27,213,1,6,0,blue-collar,married,secondary,no,yes,no,cellular,jan,unknown,1,yes
-1059,6,263,5,239,1,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
3165,12,324,1,0,0,services,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
-802,28,407,3,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
-28,21,135,4,3,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
2009,11,131,2,0,0,technician,single,secondary,no,no,no,unknown,jun,unknown,1,yes
-2630,10,33,1,0,0,unemployed,divorced,secondary,no,yes,yes,cellular,may,success,1,unpref
1606,22,131,5,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
971,5,87,1,0,0,admin.,married,secondary,no,no,yes,unknown,jun,unknown,1,unpref
-486,18,73,2,0,0,blue-collar,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
-372,5,224,1,0,0,technician,single,secondary,no,no,no,cellular,may,unknown,unpriv,unpref
1467,5,375,1,97,0,blue-collar,divorced,tertiary,no,no,no,cellular,aug,success,1,yes
1407,24,56,2,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
383,6,153,1,206,0,technician,married,tertiary,no,yes,no,cellular,apr,failure,1,unpref
1563,3,329,1,54,1,technician,married,tertiary,no,no,no,cellular,oct,success,1,yes
900,23,42,3,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
391,21,316,2,0,0,admin.,single,secondary,no,no,no,unknown,may,unknown,1,unpref
1920,6,102,1,0,0,technician,single,secondary,no,yes,no,cellular,apr,unknown,1,unpref
-866,13,113,3,0,0,services,married,secondary,no,no,yes,unknown,jun,unknown,1,unpref
1647,21,128,1,376,1,blue-collar,married,primary,no,yes,no,cellular,may,other,1,unpref
-1466,15,152,1,2,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
1615,30,53,8,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
1129,6,308,1,1,0,services,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
623,24,173,5,0,0,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
1952,8,259,1,10,0,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
3657,13,309,1,0,0,management,married,tertiary,no,yes,yes,cellular,jul,unknown,1,unpref
788,24,32,3,0,0,technician,married,secondary,no,yes,yes,cellular,aug,unknown,1,unpref
-329,19,175,1,0,0,services,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
206,7,253,1,0,0,admin.,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
80,23,170,1,426,1,blue-collar,single,secondary,no,yes,no,cellular,jul,failure,1,unpref
-179,5,129,9,2,0,technician,divorced,secondary,no,yes,no,cellular,oct,unknown,1,unpref
696,29,62,3,162,3,management,divorced,secondary,no,no,no,cellular,apr,other,1,unpref
2045,13,178,5,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-301,25,795,2,0,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
1055,9,408,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
981,9,187,1,1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
967,18,83,3,0,0,technician,married,tertiary,no,yes,yes,cellular,nov,unknown,1,unpref
-1178,18,108,2,0,0,retired,married,primary,no,no,no,unknown,jun,unknown,1,unpref
828,21,148,1,215,0,management,single,secondary,no,no,no,cellular,jun,failure,1,unpref
-444,22,29,1,0,0,self-employed,single,secondary,no,yes,no,cellular,aug,unknown,1,unpref
-265,16,370,3,0,0,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,1,unpref
573,10,43,1,157,1,management,married,tertiary,no,no,no,cellular,feb,failure,1,unpref
-314,2,1,1,0,0,student,single,unknown,no,yes,no,unknown,jun,unknown,1,unpref
587,5,627,1,0,0,admin.,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
-72,14,287,1,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
589,23,399,1,0,0,retired,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
2075,8,325,1,0,0,services,single,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
845,7,603,1,284,0,technician,married,secondary,no,yes,yes,cellular,feb,failure,1,unpref
250,21,83,7,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
-2371,8,62,2,2,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
-276,1,223,1,0,0,technician,married,secondary,no,no,yes,cellular,may,unknown,1,unpref
2012,5,86,1,0,0,housemaid,single,primary,no,yes,no,cellular,may,unknown,1,unpref
2327,5,239,1,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
-1282,23,130,1,0,0,retired,married,primary,no,no,no,cellular,sep,unknown,unpriv,unpref
9808,24,39,27,0,0,self-employed,married,tertiary,no,no,no,cellular,oct,unknown,unpriv,unpref
-3,17,168,1,0,0,technician,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
-1295,1,138,1,283,0,technician,married,secondary,no,yes,no,cellular,feb,failure,1,unpref
3004,18,412,3,1,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
1341,11,370,1,12,2,management,single,secondary,no,yes,no,cellular,nov,failure,1,unpref
217,26,131,1,5,0,blue-collar,married,primary,no,yes,yes,cellular,jul,unknown,1,unpref
5201,19,215,5,0,0,technician,single,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
-2268,28,544,13,0,0,services,married,secondary,no,no,no,cellular,jul,unknown,unpriv,unpref
-2899,6,177,2,0,0,technician,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
-7048,16,0,1,57,0,retired,divorced,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-664,15,227,1,401,2,management,married,tertiary,no,no,no,cellular,may,failure,1,unpref
2669,5,200,1,2,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
297,2,170,1,0,0,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
232,13,183,1,405,3,admin.,married,secondary,no,yes,no,unknown,may,failure,1,unpref
4090,18,49,1,0,0,entrepreneur,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
4851,30,476,21,1,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
-310,21,39,1,0,0,self-employed,divorced,secondary,no,yes,no,cellular,jul,unknown,1,unpref
1359,6,72,9,0,0,management,single,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
-229,8,424,1,0,0,management,single,tertiary,no,no,no,cellular,may,unknown,unpriv,unpref
2150,20,425,4,0,0,technician,divorced,secondary,no,no,no,cellular,aug,unknown,1,unpref
-537,21,345,1,7,0,technician,married,secondary,no,yes,yes,cellular,nov,unknown,1,unpref
3862,10,589,3,0,0,services,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
2498,1,622,3,233,4,management,married,tertiary,yes,no,no,cellular,may,success,1,unpref
16170,18,98,1,169,2,management,married,tertiary,no,no,no,cellular,nov,other,1,unpref
1766,2,476,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
1848,16,256,1,336,2,unemployed,married,tertiary,no,no,no,cellular,may,other,1,unpref
929,11,681,1,179,12,services,divorced,secondary,no,yes,yes,cellular,apr,failure,1,yes
-701,26,204,1,0,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
100,12,335,1,0,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
1495,19,145,5,266,3,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
11518,5,543,1,8,0,services,divorced,primary,no,yes,no,telephone,feb,unknown,1,unpref
403,25,135,3,0,0,housemaid,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
4972,6,515,1,88,1,management,married,tertiary,no,no,no,cellular,sep,success,unpriv,yes
437,28,268,10,0,0,technician,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
-1272,19,249,1,1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
3601,7,94,4,257,1,management,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
-1564,5,602,1,0,0,retired,married,primary,no,no,no,cellular,aug,unknown,1,unpref
-1717,9,83,1,163,3,technician,single,secondary,no,no,no,cellular,apr,other,1,unpref
1473,8,470,2,0,0,services,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
381,11,107,4,0,0,services,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
-442,16,7,4,0,0,housemaid,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
-1566,18,804,1,0,0,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1,yes
3196,14,154,1,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
1353,18,299,1,0,0,services,married,secondary,no,no,no,cellular,may,unknown,1,unpref
3403,30,214,3,0,0,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
1202,22,102,1,0,0,housemaid,married,primary,no,no,no,telephone,jul,unknown,1,unpref
-1292,22,171,3,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
-443,17,104,1,0,0,self-employed,married,primary,no,yes,no,cellular,nov,unknown,1,unpref
-1565,14,151,1,0,0,management,single,tertiary,no,yes,no,unknown,jul,unknown,1,unpref
-2629,9,126,1,0,0,student,single,tertiary,no,no,no,cellular,jan,unknown,unpriv,unpref
2014,14,316,1,0,0,admin.,single,primary,no,no,no,unknown,may,unknown,unpriv,unpref
4276,10,449,1,0,0,housemaid,divorced,secondary,no,no,no,cellular,aug,unknown,1,unpref
515,14,45,1,1,0,technician,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
-683,11,53,1,0,0,blue-collar,married,primary,no,yes,yes,cellular,may,unknown,1,unpref
1115,10,183,1,0,0,management,married,secondary,no,no,no,cellular,apr,unknown,1,unpref
1273,16,551,1,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,unpriv,unpref
800,19,168,1,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
59,21,466,1,0,0,services,married,primary,no,yes,no,unknown,may,unknown,1,unpref
-1349,18,138,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
2150,9,1045,5,322,0,blue-collar,married,secondary,no,no,no,cellular,apr,failure,1,yes
2473,9,132,4,0,0,technician,married,primary,no,no,yes,cellular,jul,unknown,1,unpref
2546,7,214,5,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1913,11,181,2,0,0,management,married,tertiary,no,no,yes,cellular,aug,unknown,1,yes
33112,10,1,1,83,0,unemployed,single,secondary,no,no,no,cellular,may,failure,unpriv,yes
1525,24,475,5,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
4345,1,285,1,0,0,blue-collar,single,primary,no,yes,yes,unknown,may,unknown,1,unpref
1335,22,191,1,0,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
6629,23,510,20,0,0,student,divorced,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
939,11,110,1,317,3,management,single,tertiary,no,yes,no,cellular,aug,failure,1,unpref
3193,1,381,1,212,3,admin.,married,secondary,no,yes,no,cellular,jun,failure,1,unpref
-549,24,24,4,0,0,entrepreneur,divorced,secondary,no,no,yes,cellular,jul,unknown,1,unpref
1163,19,381,1,0,0,unemployed,married,secondary,no,yes,no,telephone,jul,unknown,1,unpref
-331,19,458,2,0,0,technician,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
-892,23,421,1,48,0,self-employed,single,tertiary,no,no,no,cellular,apr,unknown,1,unpref
-828,17,0,3,0,0,housemaid,married,unknown,no,no,yes,cellular,aug,unknown,1,unpref
1320,15,139,8,0,0,technician,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
4481,6,146,1,248,3,self-employed,married,secondary,no,no,no,cellular,may,success,1,unpref
10067,5,656,1,0,0,entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,1,yes
7062,15,268,1,0,0,admin.,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2238,13,48,2,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-83,15,314,2,6,0,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
2638,18,160,1,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
373,14,90,2,0,0,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
33314,10,0,1,168,0,technician,divorced,secondary,no,no,no,cellular,feb,failure,1,yes
4557,10,600,1,0,0,management,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
3833,29,350,1,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
6,26,173,1,0,0,management,married,primary,no,yes,no,unknown,may,unknown,1,unpref
909,12,375,2,0,0,blue-collar,married,primary,no,no,no,cellular,aug,unknown,1,unpref
-3362,22,3,1,1,0,unemployed,single,secondary,no,no,no,cellular,jan,unknown,1,unpref
1574,25,354,6,0,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
240,20,199,3,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
462,25,592,4,0,0,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,yes
-3436,24,4,1,257,10,admin.,married,primary,no,yes,no,cellular,oct,failure,1,unpref
1747,14,396,1,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
2587,14,177,1,0,0,services,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
553,20,407,1,10,0,admin.,married,secondary,no,yes,yes,cellular,jul,failure,1,unpref
45,15,122,1,442,4,management,married,secondary,no,no,no,cellular,may,failure,1,unpref
-316,10,707,3,0,0,blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
4100,3,235,1,0,0,management,married,tertiary,no,no,no,unknown,may,unknown,1,unpref
-693,26,131,1,0,0,housemaid,divorced,tertiary,no,no,no,cellular,jan,unknown,1,unpref
5296,2,208,1,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
3153,21,59,1,135,1,management,single,tertiary,no,yes,no,cellular,apr,failure,1,unpref
1418,6,621,1,0,0,admin.,single,secondary,no,no,no,unknown,may,unknown,1,unpref
6537,30,145,1,0,0,blue-collar,single,secondary,no,yes,no,unknown,jan,unknown,unpriv,unpref
80,25,137,1,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
485,15,110,3,0,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
3428,25,151,6,2,0,blue-collar,married,primary,no,yes,yes,cellular,feb,unknown,1,unpref
4477,27,78,1,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
-346,19,291,1,128,1,technician,single,tertiary,no,yes,no,cellular,nov,other,1,unpref
-6175,28,198,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,yes
-96,8,68,2,136,10,management,married,tertiary,no,yes,yes,cellular,may,failure,1,unpref
4234,28,1,1,0,0,self-employed,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
-301,18,182,2,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
1250,12,21,1,0,0,technician,married,secondary,no,no,no,telephone,nov,unknown,1,unpref
-1049,12,582,1,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
2537,28,0,1,0,0,entrepreneur,divorced,secondary,no,no,yes,cellular,jul,unknown,1,unpref
1896,12,120,1,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
2180,10,0,3,0,0,management,divorced,tertiary,no,yes,no,cellular,jul,unknown,unpriv,yes
1380,30,139,1,0,0,entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-288,10,199,3,299,3,technician,married,secondary,no,yes,yes,cellular,may,failure,1,unpref
170,21,319,2,0,0,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,unpriv,unpref
442,14,309,1,224,1,management,single,tertiary,no,yes,no,cellular,may,failure,unpriv,unpref
-170,10,355,1,0,0,blue-collar,divorced,secondary,no,yes,yes,unknown,jun,unknown,1,yes
881,27,211,4,0,0,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
3999,19,85,1,0,0,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,1,unpref
3318,20,230,1,0,0,technician,married,secondary,no,no,no,unknown,may,unknown,1,unpref
-724,14,83,1,11,0,technician,single,secondary,no,no,no,cellular,nov,unknown,1,unpref
535,4,14,1,70,1,management,married,tertiary,no,no,no,cellular,aug,success,1,yes
-1694,6,107,17,0,0,technician,married,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
-73,6,194,1,0,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,unpriv,unpref
2562,20,1053,2,0,0,retired,divorced,secondary,no,no,yes,cellular,nov,unknown,1,unpref
474,12,378,4,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
1656,18,230,2,233,0,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
2416,23,467,1,0,0,technician,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
2904,24,84,1,0,0,technician,married,tertiary,no,no,no,cellular,apr,unknown,1,unpref
1507,23,87,1,0,0,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
3427,29,443,4,9,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,yes
849,19,59,2,0,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
6263,30,198,3,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-26,17,113,1,0,0,blue-collar,married,primary,no,no,no,cellular,nov,unknown,1,unpref
-3249,2,2785,1,0,0,admin.,single,secondary,no,no,no,cellular,jul,unknown,1,yes
9905,23,369,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
-595,3,58,1,0,0,management,single,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
-311,15,101,5,0,0,blue-collar,married,secondary,no,no,yes,cellular,aug,unknown,1,unpref
953,27,430,3,0,0,services,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
5649,10,107,5,72,0,management,single,tertiary,no,no,yes,cellular,aug,failure,1,unpref
794,10,803,1,0,0,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,1,yes
-2001,11,116,1,1,0,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
1316,7,198,1,86,9,technician,married,secondary,no,no,no,cellular,aug,failure,1,unpref
87,16,377,1,0,0,services,single,secondary,no,yes,no,unknown,may,unknown,1,yes
3882,30,7,1,51,0,self-employed,divorced,secondary,no,no,no,cellular,jan,success,1,unpref
3065,19,245,1,0,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
2288,24,92,1,0,0,services,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
5657,8,13,3,287,0,technician,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
2783,14,173,3,3,0,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
1488,8,145,1,0,0,services,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
-1655,2,6,7,1,0,blue-collar,single,tertiary,no,no,no,cellular,feb,unknown,1,unpref
3289,12,449,1,0,0,unemployed,single,secondary,no,no,yes,cellular,sep,unknown,1,yes
1014,18,83,5,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
2171,16,47,6,0,0,blue-collar,married,primary,no,no,no,cellular,aug,unknown,unpriv,unpref
745,26,240,5,3,0,management,married,secondary,no,no,no,unknown,may,unknown,1,unpref
7857,6,162,2,360,0,management,single,tertiary,no,no,yes,cellular,aug,failure,1,unpref
2383,11,309,1,0,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
-2330,16,116,1,0,0,management,divorced,tertiary,no,no,yes,cellular,may,unknown,1,unpref
2117,9,400,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
4078,17,110,1,0,0,management,single,tertiary,no,no,yes,cellular,apr,unknown,1,unpref
5485,25,109,3,0,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
1246,23,9,1,0,0,blue-collar,married,primary,no,no,no,cellular,jul,unknown,1,unpref
-194,10,1108,7,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
3815,4,346,1,369,1,blue-collar,married,primary,no,yes,no,cellular,may,failure,1,unpref
3390,18,260,3,297,4,management,married,secondary,no,yes,no,cellular,may,failure,1,unpref
-3479,9,148,1,0,0,blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,1,unpref
3051,20,133,1,0,0,management,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
-190,30,337,1,0,0,management,married,tertiary,no,yes,yes,cellular,jul,unknown,1,unpref
1086,12,311,2,0,0,services,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
-422,25,548,1,0,0,management,married,tertiary,no,no,yes,cellular,jan,unknown,1,yes
-905,22,206,1,0,0,services,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
3372,23,155,2,0,0,management,single,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
-4667,27,199,1,0,0,entrepreneur,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
3352,2,515,1,0,0,management,divorced,tertiary,no,no,no,cellular,feb,unknown,1,unpref
610,7,334,2,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
123,21,149,2,0,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
400,17,290,2,41,0,technician,married,secondary,no,yes,yes,cellular,may,failure,1,unpref
-84,7,85,1,0,0,admin.,divorced,secondary,no,no,no,unknown,jun,unknown,1,unpref
1925,23,8,3,0,0,blue-collar,married,primary,no,yes,no,telephone,jul,unknown,1,unpref
1846,29,51,1,1,0,services,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
1416,2,197,2,0,0,self-employed,married,secondary,no,no,no,unknown,jun,unknown,unpriv,unpref
-682,16,116,2,31,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
4580,9,376,2,237,0,technician,single,tertiary,no,yes,no,cellular,may,failure,1,unpref
4176,17,151,1,5,0,management,married,primary,no,yes,no,cellular,may,unknown,1,unpref
-204,21,119,7,0,0,management,divorced,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
1924,19,90,1,0,0,self-employed,single,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
1883,15,21,1,130,0,technician,divorced,tertiary,no,yes,yes,cellular,may,failure,1,unpref
-189,9,446,1,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
499,21,332,1,0,0,services,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
-895,2,53,1,0,0,entrepreneur,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
10,15,221,1,0,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
-1076,12,240,1,201,0,student,married,unknown,no,no,no,cellular,feb,failure,1,unpref
-1000,29,217,2,0,0,technician,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
506,9,131,3,0,0,blue-collar,single,secondary,no,yes,no,cellular,aug,unknown,1,unpref
2804,17,247,1,0,0,services,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
1364,10,192,1,0,0,blue-collar,single,primary,no,no,no,unknown,may,unknown,1,unpref
1115,5,404,4,0,0,admin.,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
1259,6,257,4,0,0,management,married,secondary,no,yes,no,cellular,feb,unknown,1,unpref
1365,8,386,1,0,0,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
-3916,19,224,1,0,0,technician,single,secondary,yes,yes,no,unknown,may,unknown,1,unpref
1090,18,109,1,0,0,admin.,married,secondary,no,no,no,unknown,may,unknown,1,unpref
8178,3,112,1,0,0,self-employed,married,unknown,no,yes,no,unknown,jun,unknown,1,unpref
11698,26,677,3,14,0,admin.,single,secondary,no,no,yes,cellular,jul,unknown,1,yes
838,13,5,12,0,0,technician,single,secondary,yes,no,yes,unknown,jun,unknown,1,unpref
-414,20,190,1,111,3,technician,married,tertiary,no,no,no,cellular,nov,failure,1,unpref
-3304,11,32,1,0,0,services,married,secondary,yes,yes,no,unknown,may,unknown,1,unpref
3562,14,43,1,0,0,retired,married,primary,no,no,no,cellular,jul,unknown,unpriv,unpref
-2043,21,189,1,0,0,services,divorced,secondary,no,no,yes,cellular,jul,unknown,1,unpref
433,9,76,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
-3740,30,45,1,1,0,entrepreneur,married,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
1657,18,145,2,226,1,retired,married,secondary,no,yes,no,cellular,apr,failure,1,unpref
6403,10,440,2,1,0,self-employed,single,tertiary,no,no,yes,cellular,nov,unknown,1,unpref
1276,21,80,3,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-1930,1,387,1,0,0,management,married,tertiary,no,yes,no,telephone,jul,unknown,1,unpref
-97,26,426,13,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
2376,21,106,1,0,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
-384,6,251,1,0,0,management,single,tertiary,no,yes,yes,cellular,mar,unknown,1,yes
