,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
5482,2815,27,174,0,0,0,management,divorced,primary,no,no,no,cellular,jan,unknown,0,no
5483,371,28,34,0,-1,0,unemployed,single,secondary,no,yes,no,cellular,may,unknown,0,no
5484,1901,19,22,0,212,3,self-employed,married,secondary,no,yes,no,cellular,nov,failure,0,no
5485,1601,30,87,1,-1,0,services,married,primary,no,no,no,cellular,aug,unknown,0,no
5486,780,5,105,0,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
5487,1843,13,82,2,0,0,retired,married,tertiary,no,yes,yes,cellular,jul,unknown,0,no
5488,134,12,123,0,113,3,retired,single,tertiary,no,no,no,cellular,aug,failure,0,no
5489,326,21,64,1,0,0,technician,single,secondary,no,no,yes,cellular,jul,unknown,0,no
5490,2790,3,383,0,-1,0,unemployed,single,secondary,no,yes,no,cellular,feb,unknown,0,no
5491,5866,29,24,12,-1,0,blue-collar,single,secondary,no,yes,no,telephone,jul,unknown,0,no
5492,380,4,216,1,0,0,management,married,tertiary,no,no,no,cellular,feb,unknown,0,no
5493,1349,17,110,0,-1,0,self-employed,married,tertiary,no,yes,no,cellular,jan,unknown,0,no
5494,5735,18,116,1,-1,0,technician,married,secondary,no,yes,no,unknown,jun,unknown,0,no
5495,1379,5,261,4,0,0,admin.,married,unknown,no,no,no,telephone,dec,unknown,0,no
5496,351,20,283,3,-1,0,entrepreneur,single,secondary,no,yes,yes,unknown,may,unknown,0,no
5497,166,19,31,2,0,0,entrepreneur,divorced,secondary,no,yes,no,unknown,jun,unknown,0,no
5498,2434,20,228,1,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
5499,29,11,161,0,-1,0,blue-collar,single,tertiary,no,no,no,cellular,may,unknown,0,no
5500,2405,19,96,0,0,0,blue-collar,married,tertiary,no,no,no,cellular,nov,unknown,0,no
5501,-94,18,47,2,0,0,self-employed,married,secondary,yes,yes,no,cellular,jul,unknown,0,no
5502,28,8,178,1,0,0,student,single,tertiary,no,no,no,cellular,jul,unknown,0,no
5503,212,6,72,3,0,0,student,single,tertiary,no,no,no,cellular,dec,unknown,0,no
5504,102,8,103,0,-1,0,technician,married,secondary,no,no,yes,cellular,jul,unknown,0,no
5505,-286,28,627,1,-1,0,blue-collar,married,secondary,yes,yes,no,cellular,may,unknown,0,no
5506,526,20,97,6,-1,0,blue-collar,married,primary,no,yes,yes,telephone,nov,unknown,0,no
5507,349,28,114,1,-1,0,admin.,married,secondary,no,yes,no,cellular,jan,unknown,0,no
5508,70,2,286,0,0,0,management,divorced,tertiary,no,no,no,cellular,jul,unknown,0,no
5509,272,15,95,2,75,11,management,single,secondary,no,yes,no,telephone,jun,failure,0,no
5510,-726,5,4,0,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
5511,-119,18,83,0,0,0,admin.,single,secondary,yes,no,yes,cellular,dec,unknown,0,no
5512,-168,8,190,1,-1,0,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,0,no
5513,535,5,140,2,-1,0,admin.,married,unknown,no,yes,no,cellular,feb,unknown,0,no
5514,111,18,129,5,0,0,retired,divorced,primary,no,yes,no,cellular,jul,unknown,0,no
5515,216,5,334,0,0,0,self-employed,single,secondary,no,no,no,cellular,feb,unknown,0,no
5516,197,5,133,1,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
5517,2385,4,141,0,-1,0,technician,divorced,secondary,no,yes,no,unknown,jun,unknown,0,no
5518,143,26,715,6,-1,0,unemployed,single,tertiary,no,yes,no,unknown,aug,unknown,0,no
5519,161,5,38,1,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
5520,2919,4,726,3,0,0,admin.,married,tertiary,no,no,no,unknown,jun,unknown,0,yes
5521,-68,7,543,1,-1,0,services,married,primary,no,yes,yes,unknown,may,unknown,0,no
5522,823,4,129,1,-1,0,services,single,secondary,no,no,no,cellular,may,unknown,0,no
5523,217,17,102,1,-1,0,technician,married,tertiary,no,yes,no,unknown,may,unknown,0,no
5524,29,29,97,2,0,0,retired,married,unknown,no,yes,no,cellular,may,unknown,0,no
5525,-52,15,268,3,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
5526,1446,20,118,1,132,3,management,divorced,secondary,no,yes,no,cellular,jun,failure,0,no
5527,1187,13,2367,1,-1,0,services,married,primary,no,no,no,cellular,feb,unknown,0,no
5528,-30,4,329,0,-1,0,technician,married,secondary,no,yes,no,unknown,jun,unknown,0,no
5529,567,3,24,6,0,0,management,divorced,secondary,no,yes,no,cellular,feb,unknown,0,no
5530,182,6,325,0,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
5531,134,6,83,0,0,0,technician,married,unknown,no,no,no,unknown,may,unknown,0,no
5532,201,31,316,0,-1,0,retired,married,unknown,no,no,no,cellular,apr,unknown,0,no
5533,140,29,16,5,-1,0,housemaid,married,primary,no,yes,no,telephone,jul,unknown,0,no
5534,205,15,270,2,266,3,admin.,divorced,tertiary,no,no,no,cellular,apr,other,0,no
5535,78,14,171,3,-1,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
5536,358,2,270,1,-1,0,services,married,tertiary,no,no,no,cellular,feb,unknown,0,yes
5537,6304,28,170,0,0,0,unemployed,single,tertiary,no,no,no,cellular,jan,unknown,0,no
5538,633,18,255,2,-1,0,blue-collar,married,primary,no,yes,no,cellular,nov,unknown,0,no
5539,127,19,231,2,0,0,technician,married,secondary,no,no,yes,cellular,may,unknown,0,yes
5540,97,19,104,0,-1,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,0,no
5541,209,5,309,2,-1,0,technician,single,primary,no,yes,no,unknown,may,unknown,0,no
5542,2076,21,267,2,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
5543,198,14,264,1,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
5544,214,14,75,10,-1,0,management,married,tertiary,no,yes,no,cellular,sep,unknown,0,no
5545,308,5,101,1,-1,0,entrepreneur,married,secondary,no,no,no,cellular,may,unknown,0,no
5546,1104,19,112,1,0,0,retired,married,unknown,no,yes,yes,cellular,nov,unknown,0,yes
5547,-59,20,164,1,-1,0,technician,single,secondary,no,no,no,cellular,apr,unknown,0,no
5548,527,30,167,3,-1,0,management,married,tertiary,no,yes,yes,unknown,may,unknown,0,no
5549,1477,20,11,6,0,0,technician,divorced,secondary,no,no,no,unknown,may,unknown,0,no
5550,-9,20,151,0,-1,0,management,single,secondary,no,yes,no,cellular,nov,unknown,0,no
5551,73,13,168,3,-1,0,services,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
5552,148,27,87,5,-1,0,housemaid,married,secondary,no,no,no,cellular,aug,unknown,0,no
5553,1464,4,131,0,0,0,management,single,secondary,no,no,no,cellular,aug,unknown,0,no
5554,17,19,95,1,-1,0,technician,divorced,secondary,no,no,yes,cellular,aug,unknown,0,no
5555,433,28,391,2,-1,0,management,married,unknown,no,no,yes,cellular,nov,unknown,0,no
5556,1056,28,543,0,0,0,technician,single,tertiary,no,no,no,cellular,jan,unknown,0,yes
5557,83,1,104,0,-1,0,admin.,single,secondary,no,yes,no,unknown,jun,unknown,0,no
5558,598,21,180,2,-1,0,technician,single,secondary,no,yes,no,cellular,apr,unknown,0,no
5559,919,21,79,3,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5560,176,26,34,0,0,0,self-employed,single,secondary,no,no,no,cellular,jan,unknown,0,yes
5561,106,12,155,2,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
5562,308,19,643,2,342,3,admin.,single,secondary,no,no,no,cellular,may,failure,0,no
5563,28,8,77,1,-1,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,0,no
5564,3862,1,167,1,-1,0,unemployed,divorced,tertiary,no,yes,no,cellular,sep,unknown,0,no
5565,353,28,395,0,0,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0,no
5566,17084,15,541,1,-1,0,blue-collar,married,secondary,no,no,no,cellular,apr,unknown,0,no
5567,35,4,137,2,0,0,management,divorced,tertiary,no,yes,no,unknown,may,unknown,0,no
5568,228,26,122,7,-1,0,blue-collar,married,unknown,no,no,no,telephone,aug,unknown,0,no
5569,240,5,125,0,0,0,housemaid,married,unknown,no,yes,no,unknown,nov,unknown,0,no
5570,91,28,251,2,-1,0,management,single,tertiary,no,no,no,cellular,jul,unknown,0,no
5571,113,3,171,1,-1,0,technician,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
5572,-240,27,33,1,-1,0,technician,single,tertiary,no,yes,no,unknown,may,unknown,0,no
5573,1353,4,39,0,0,0,retired,divorced,secondary,no,no,no,telephone,sep,unknown,0,yes
5574,5912,20,129,1,-1,0,blue-collar,single,primary,no,yes,no,cellular,apr,unknown,0,no
5575,144,1,223,0,0,0,services,single,secondary,no,yes,yes,unknown,jun,unknown,0,no
5576,996,20,21,0,-1,0,management,divorced,tertiary,no,yes,no,telephone,apr,unknown,0,no
5577,127,22,294,1,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
5578,5400,11,281,2,191,1,retired,married,tertiary,no,no,no,cellular,jan,failure,0,no
5579,1697,11,81,1,331,13,self-employed,married,secondary,no,yes,no,cellular,may,failure,0,no
5580,8321,14,232,2,320,5,management,single,tertiary,no,yes,no,cellular,apr,failure,0,no
5581,58,2,123,2,0,0,technician,single,primary,no,yes,no,cellular,may,unknown,0,no
5582,15,20,181,0,-1,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,0,no
5583,175,1,185,1,-1,0,management,divorced,secondary,no,yes,yes,cellular,nov,unknown,0,no
5584,-140,28,43,2,-1,0,technician,married,primary,no,yes,no,cellular,jul,unknown,0,no
5585,1146,4,165,0,-1,0,services,single,secondary,no,no,no,unknown,jun,unknown,0,no
5586,16111,8,167,0,-1,0,management,single,tertiary,no,yes,no,cellular,apr,unknown,0,no
5587,295,19,210,2,-1,0,admin.,married,primary,no,yes,no,cellular,aug,unknown,0,no
5588,125,6,219,1,-1,0,blue-collar,married,unknown,no,no,no,unknown,may,unknown,0,no
5589,84,5,1875,0,-1,0,management,divorced,secondary,no,no,yes,cellular,feb,unknown,0,no
5590,207,18,162,1,0,0,services,divorced,primary,no,yes,no,unknown,jun,unknown,0,no
5591,1153,21,267,6,161,1,technician,single,tertiary,no,yes,no,cellular,aug,other,0,no
5592,5774,18,559,3,-1,0,management,married,secondary,no,no,no,cellular,nov,unknown,0,no
5593,240,4,280,0,0,0,student,single,unknown,no,yes,no,unknown,jun,unknown,0,no
5594,523,8,127,2,0,0,services,single,secondary,yes,yes,no,unknown,may,unknown,0,no
5595,1442,2,732,6,-1,0,services,married,secondary,no,yes,no,unknown,jun,unknown,0,no
5596,138,6,172,0,-1,0,unemployed,single,tertiary,no,yes,no,cellular,may,unknown,0,no
5597,1245,4,497,1,-1,0,entrepreneur,married,tertiary,no,no,no,cellular,feb,unknown,0,no
5598,658,3,155,1,-1,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
5599,932,20,15,1,0,0,services,single,primary,no,no,no,unknown,jun,unknown,0,no
5600,574,4,315,2,0,0,technician,single,tertiary,no,yes,no,cellular,aug,unknown,0,yes
5601,108,30,56,1,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
5602,377,28,176,2,-1,0,admin.,married,tertiary,no,yes,yes,unknown,may,unknown,0,no
5603,432,30,402,1,-1,0,management,married,tertiary,no,yes,no,telephone,apr,unknown,0,yes
5604,4099,27,105,2,0,0,retired,married,unknown,no,no,no,unknown,may,unknown,0,no
5605,877,4,220,1,-1,0,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,0,no
5606,1405,12,581,1,0,0,admin.,divorced,secondary,no,yes,no,unknown,jun,unknown,0,no
5607,970,5,181,1,-1,0,admin.,married,secondary,no,yes,no,unknown,jun,unknown,0,no
5608,87,5,143,3,-1,0,technician,single,secondary,no,yes,no,unknown,jun,unknown,0,no
5609,282,28,166,1,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
5610,995,13,135,0,0,0,services,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
5611,1209,13,216,1,-1,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,0,no
5612,1869,13,158,0,0,0,management,married,tertiary,no,yes,no,cellular,jun,unknown,0,yes
5613,293,8,211,0,-1,0,services,married,secondary,no,yes,yes,cellular,may,unknown,0,no
5614,-26,26,133,1,-1,0,management,single,primary,no,yes,no,unknown,may,unknown,0,no
5615,2688,30,352,1,-1,0,technician,single,secondary,no,no,no,unknown,may,unknown,0,no
5616,361,20,842,4,-1,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0,yes
5617,79,5,103,1,-1,0,management,married,tertiary,no,no,no,telephone,aug,unknown,0,no
5618,348,30,90,1,-1,0,admin.,single,secondary,no,yes,no,cellular,jan,unknown,0,no
5619,100,13,298,1,-1,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,0,no
5620,1618,1,56,1,-1,0,technician,single,secondary,no,no,no,cellular,jul,unknown,0,no
5621,125,5,64,0,0,0,admin.,married,secondary,no,no,no,cellular,may,unknown,0,no
5622,1065,19,100,1,-1,0,blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown,0,no
5623,4564,8,336,0,-1,0,entrepreneur,divorced,primary,no,no,no,cellular,apr,unknown,0,no
5624,598,29,208,3,-1,0,blue-collar,single,primary,no,no,yes,cellular,jun,unknown,0,no
5625,67,13,116,0,0,0,housemaid,married,secondary,no,no,yes,cellular,oct,unknown,0,no
5626,208,11,299,0,346,2,housemaid,divorced,tertiary,no,no,no,cellular,feb,failure,0,no
5627,-15,19,105,6,187,8,technician,married,secondary,no,yes,no,cellular,nov,success,0,no
5628,173,27,291,2,-1,0,blue-collar,married,secondary,no,yes,yes,unknown,jul,unknown,0,no
5629,937,5,90,2,-1,0,entrepreneur,divorced,secondary,no,no,no,unknown,jun,unknown,0,no
5630,59,17,44,2,-1,0,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,0,no
5631,1128,29,88,14,0,0,admin.,married,secondary,no,yes,no,cellular,jul,unknown,0,no
5632,136,30,127,1,0,0,retired,married,secondary,no,no,no,unknown,jul,unknown,0,no
5633,234,3,288,1,0,0,retired,married,tertiary,no,no,no,unknown,jun,unknown,0,no
5634,2682,5,115,1,-1,0,unemployed,married,secondary,no,yes,no,unknown,jun,unknown,0,no
5635,1847,18,92,1,-1,0,blue-collar,married,unknown,no,yes,yes,unknown,jun,unknown,0,no
5636,260,5,977,0,-1,0,technician,single,secondary,no,yes,no,cellular,jul,unknown,0,no
5637,125,21,538,3,0,0,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,0,no
5638,-290,21,25,0,-1,0,technician,married,secondary,no,yes,yes,unknown,may,unknown,0,no
5639,-276,15,340,2,-1,0,management,single,secondary,no,yes,no,unknown,may,unknown,0,no
5640,3058,10,90,0,-1,0,blue-collar,divorced,primary,no,no,no,cellular,may,unknown,0,no
5641,178,1,237,1,0,0,services,married,secondary,no,yes,yes,unknown,jun,unknown,0,no
5642,1596,5,251,1,-1,0,services,single,secondary,no,yes,no,cellular,feb,unknown,0,no
5643,118,6,155,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
5644,1922,5,239,1,-1,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0,no
5645,884,16,224,1,328,1,admin.,single,tertiary,no,yes,no,cellular,may,failure,0,no
5646,397,28,126,5,-1,0,retired,married,secondary,no,yes,yes,cellular,may,unknown,0,no
5647,279,27,67,13,-1,0,blue-collar,single,secondary,no,no,yes,telephone,aug,unknown,0,no
5648,3062,4,212,1,-1,0,technician,single,secondary,no,yes,no,cellular,apr,unknown,0,yes
5649,173,14,129,1,0,0,services,married,tertiary,no,no,no,cellular,may,unknown,0,no
5650,2825,5,73,0,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5651,2635,8,38,0,0,0,management,married,tertiary,no,yes,no,cellular,may,unknown,0,no
5652,5321,27,282,2,89,3,management,married,tertiary,no,no,no,cellular,jan,failure,0,no
5653,1608,5,143,5,-1,0,technician,single,secondary,no,yes,no,cellular,aug,unknown,0,no
5654,2045,12,283,1,-1,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0,no
5655,34,15,236,3,-1,0,admin.,married,secondary,no,yes,yes,unknown,may,unknown,0,no
5656,174,28,141,0,0,0,technician,married,secondary,no,yes,no,cellular,jan,unknown,0,no
5657,-188,21,79,0,-1,0,technician,single,secondary,no,no,yes,cellular,jul,unknown,0,no
5658,2453,21,159,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,dec,unknown,0,no
5659,7,28,144,0,82,1,self-employed,married,tertiary,no,no,no,cellular,dec,success,0,no
5660,618,21,542,2,-1,0,admin.,married,tertiary,no,no,no,cellular,jul,unknown,0,no
5661,-221,22,118,1,-1,0,management,single,primary,no,yes,no,unknown,may,unknown,0,no
5662,12,4,87,1,-1,0,unemployed,single,secondary,no,no,yes,cellular,feb,unknown,0,no
5663,1414,2,329,1,-1,0,services,single,secondary,no,no,no,cellular,apr,unknown,0,no
5664,5790,22,60,0,-1,0,management,single,secondary,no,no,no,cellular,jul,unknown,0,no
5665,171,28,164,1,-1,0,entrepreneur,married,secondary,no,no,no,cellular,jul,unknown,0,no
5666,2835,10,173,9,-1,0,retired,married,secondary,no,no,no,unknown,jun,unknown,0,no
5667,1288,24,109,1,198,1,student,single,secondary,no,no,no,cellular,may,other,0,no
5668,15633,6,96,0,26,2,retired,married,secondary,no,yes,no,cellular,apr,failure,0,no
5669,-239,6,677,0,-1,0,retired,married,unknown,yes,yes,no,cellular,sep,unknown,0,yes
5670,1422,16,291,2,108,3,retired,single,primary,no,no,no,cellular,oct,success,0,yes
5671,-297,4,115,5,-1,0,technician,married,secondary,no,yes,no,unknown,jun,unknown,0,no
5672,944,28,105,3,0,0,services,married,secondary,no,yes,yes,cellular,jul,unknown,0,no
5673,1694,20,110,1,0,0,blue-collar,single,secondary,no,yes,no,cellular,nov,unknown,0,no
5674,1407,20,268,0,-1,0,retired,married,tertiary,no,no,no,telephone,oct,unknown,0,yes
5675,119,19,117,0,194,2,blue-collar,married,secondary,no,yes,no,cellular,nov,failure,0,no
5676,-307,18,112,3,0,0,management,married,tertiary,no,yes,no,cellular,may,unknown,0,no
5677,515,4,115,0,-1,0,blue-collar,single,secondary,no,yes,yes,cellular,may,unknown,0,no
5678,2093,19,220,1,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
5679,33,22,356,2,0,0,management,single,tertiary,no,yes,no,unknown,may,unknown,0,no
5680,73,26,181,0,103,1,technician,married,secondary,no,no,no,cellular,aug,failure,0,no
5681,192,29,232,5,-1,0,blue-collar,married,primary,no,yes,yes,telephone,jul,unknown,0,no
5682,30,15,165,0,0,0,technician,married,secondary,no,no,yes,cellular,jul,unknown,0,no
5683,-39,29,30,3,-1,0,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,0,no
5684,1311,27,352,1,-1,0,technician,single,secondary,no,no,no,cellular,aug,unknown,0,no
5685,1256,15,60,1,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
5686,59,3,70,0,-1,0,admin.,single,secondary,no,no,no,cellular,feb,unknown,0,no
5687,250,6,125,2,0,0,unemployed,divorced,secondary,no,yes,no,cellular,may,unknown,0,no
5688,235,27,22,0,0,0,technician,single,secondary,no,no,no,cellular,jan,unknown,0,no
5689,279,21,50,2,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
5690,8451,30,46,4,0,0,technician,single,secondary,no,no,no,unknown,jun,unknown,0,no
5691,357,19,168,0,202,1,housemaid,married,tertiary,no,yes,no,cellular,apr,failure,0,no
5692,247,28,95,9,0,0,unknown,married,secondary,no,no,no,cellular,aug,unknown,0,no
5693,61,4,263,1,-1,0,management,divorced,tertiary,no,yes,no,unknown,jul,unknown,0,no
5694,6402,27,155,1,203,8,technician,married,secondary,no,no,no,telephone,aug,failure,0,no
5695,106,3,37,0,190,3,management,single,tertiary,no,no,no,cellular,feb,other,0,no
5696,-72,28,114,1,-1,0,technician,divorced,secondary,yes,no,no,cellular,aug,unknown,0,no
5697,153,13,111,1,0,0,services,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
5698,8533,14,115,1,0,0,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,0,no
5699,4855,26,121,1,93,3,management,married,tertiary,no,no,no,cellular,jun,failure,0,no
5700,91,6,119,1,0,0,services,married,tertiary,no,yes,no,cellular,may,unknown,0,no
5701,102,28,4,10,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
5702,571,27,300,0,199,0,technician,married,secondary,no,no,yes,cellular,dec,failure,0,no
5703,133,3,290,3,-1,0,management,married,tertiary,no,no,no,cellular,jun,unknown,0,no
5704,15,3,130,2,0,0,technician,single,tertiary,no,yes,no,unknown,may,unknown,0,no
5705,500,19,433,2,-1,0,technician,married,primary,no,yes,no,cellular,jul,unknown,0,no
5706,-116,25,76,6,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
5707,19,15,380,2,-1,0,technician,single,secondary,no,yes,no,cellular,apr,unknown,0,yes
5708,100,18,130,2,0,0,admin.,divorced,secondary,no,yes,no,cellular,nov,unknown,0,no
5709,153,20,3,2,0,0,technician,married,tertiary,no,yes,no,unknown,sep,unknown,0,no
5710,-155,27,117,1,0,0,technician,divorced,tertiary,no,no,no,cellular,jan,unknown,0,no
5711,13,1,147,0,-1,0,student,single,secondary,no,no,no,cellular,dec,unknown,0,no
5712,7456,19,140,0,-1,0,management,single,tertiary,no,yes,no,cellular,nov,unknown,0,no
5713,5063,4,110,0,-1,0,management,single,tertiary,no,yes,no,cellular,feb,unknown,0,no
5714,170,29,83,2,-1,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,0,no
5715,2816,6,25,3,0,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,0,no
5716,148,14,121,5,0,0,blue-collar,single,unknown,no,no,yes,telephone,aug,unknown,0,no
5717,8038,18,202,1,-1,0,management,married,secondary,no,no,no,cellular,jul,unknown,0,no
5718,-3,17,109,1,-1,0,technician,divorced,secondary,no,no,no,unknown,may,unknown,0,no
5719,1353,11,47,1,0,0,retired,married,primary,no,no,no,cellular,may,unknown,0,no
5720,5033,6,606,1,-1,0,technician,married,tertiary,no,yes,no,unknown,may,unknown,0,yes
5721,133,21,115,2,-1,0,technician,married,tertiary,no,yes,no,unknown,may,unknown,0,no
5722,1137,10,112,1,0,0,management,married,tertiary,no,no,no,cellular,feb,unknown,0,no
5723,2420,27,48,2,0,0,blue-collar,married,primary,no,yes,yes,cellular,may,unknown,0,no
5724,1750,11,362,6,-1,0,unknown,married,unknown,no,no,no,unknown,may,unknown,0,no
5725,1654,29,262,3,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5726,176,5,152,0,-1,0,management,divorced,tertiary,no,yes,no,cellular,jun,unknown,0,no
5727,92,8,103,3,-1,0,technician,single,secondary,no,no,no,cellular,jul,unknown,0,no
5728,745,12,302,1,-1,0,blue-collar,married,secondary,no,no,no,unknown,may,unknown,0,no
5729,1219,5,853,2,-1,0,entrepreneur,divorced,tertiary,no,yes,yes,unknown,may,unknown,0,no
5730,1003,19,465,0,0,0,self-employed,single,secondary,no,yes,no,cellular,nov,unknown,0,no
5731,1021,17,489,1,0,0,technician,divorced,tertiary,no,yes,no,cellular,nov,unknown,0,no
5732,175,8,125,0,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
5733,1287,4,98,0,188,0,retired,married,secondary,no,no,no,cellular,feb,success,0,no
5734,100,20,262,6,0,0,blue-collar,married,primary,no,yes,no,telephone,nov,unknown,0,no
5735,2096,18,101,2,0,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,0,no
5736,353,1,147,2,-1,0,technician,married,tertiary,no,yes,yes,cellular,sep,unknown,0,no
5737,16875,19,537,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,0,no
5738,565,26,136,0,0,0,technician,married,primary,no,no,no,unknown,jun,unknown,0,no
5739,-172,19,381,5,-1,0,blue-collar,married,tertiary,no,yes,no,unknown,jun,unknown,0,no
5740,49,2,305,0,-1,0,unemployed,single,secondary,no,no,no,cellular,feb,unknown,0,yes
5741,181,29,115,2,-1,0,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,0,no
5742,1193,4,904,1,0,0,entrepreneur,single,tertiary,no,yes,no,cellular,may,unknown,0,no
5743,40,3,155,2,-1,0,housemaid,married,primary,no,yes,no,cellular,jun,unknown,0,no
5744,120,30,109,6,0,0,services,single,secondary,no,yes,no,cellular,jul,unknown,0,no
5745,147,13,85,0,-1,0,admin.,single,secondary,no,no,yes,telephone,jul,unknown,0,no
5746,361,26,58,2,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
5747,243,1,125,0,-1,0,admin.,married,secondary,no,no,no,cellular,aug,unknown,0,no
5748,83,12,101,1,-1,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
5749,42,1,508,0,-1,0,student,single,secondary,no,no,no,cellular,feb,unknown,0,no
5750,313,4,504,0,348,2,admin.,single,tertiary,no,yes,no,cellular,may,failure,0,no
5751,1882,28,66,5,-1,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
5752,5789,17,280,3,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
5753,-129,19,566,4,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
5754,320,14,725,2,153,1,entrepreneur,single,tertiary,no,yes,no,cellular,sep,failure,0,yes
5755,-727,11,398,1,-1,0,management,single,tertiary,no,yes,no,cellular,apr,unknown,0,yes
5756,1484,6,386,0,-1,0,blue-collar,married,secondary,no,yes,no,cellular,feb,unknown,0,no
5757,164,20,1,16,-1,0,self-employed,single,secondary,no,yes,yes,unknown,nov,unknown,0,no
5758,226,5,103,5,-1,0,technician,married,secondary,no,no,no,cellular,apr,unknown,0,no
5759,1779,14,293,3,-1,0,housemaid,married,secondary,no,no,yes,cellular,jul,unknown,0,no
5760,879,12,105,1,0,0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,0,no
5761,330,15,13,5,0,0,management,single,secondary,no,yes,no,unknown,aug,unknown,0,no
5762,280,4,90,1,-1,0,services,married,tertiary,no,yes,no,cellular,feb,unknown,0,no
5763,1926,1,254,4,-1,0,services,single,unknown,no,no,no,unknown,jun,unknown,0,no
5764,52,6,142,1,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
5765,436,29,401,1,-1,0,management,single,secondary,no,yes,no,cellular,may,unknown,0,no
5766,0,20,191,1,-1,0,services,married,secondary,no,no,no,cellular,apr,unknown,0,no
5767,144,18,549,1,0,0,blue-collar,single,primary,no,no,yes,cellular,apr,unknown,0,yes
5768,1839,28,204,5,-1,0,technician,single,secondary,no,yes,yes,unknown,may,unknown,0,no
5769,390,11,252,2,-1,0,technician,married,primary,no,yes,no,cellular,jul,unknown,0,no
5770,1069,2,198,0,-1,0,management,married,tertiary,no,no,no,cellular,feb,unknown,0,no
5771,1359,1,115,1,-1,0,management,married,secondary,no,no,no,cellular,jun,unknown,0,no
5772,368,5,135,1,-1,0,blue-collar,single,secondary,no,no,no,cellular,apr,unknown,0,no
5773,167,4,120,3,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
5774,-35,2,300,0,-1,0,blue-collar,married,primary,no,no,no,cellular,jun,unknown,0,no
