,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
3260,403,4,350,3,0,0,admin.,married,tertiary,no,no,no,unknown,jun,unknown,0,no
3261,12,20,322,3,-1,0,technician,married,secondary,no,no,no,telephone,jul,unknown,0,no
3262,2554,4,52,3,0,0,technician,single,secondary,no,yes,no,cellular,may,unknown,0,no
3263,1601,13,66,1,-1,0,technician,divorced,secondary,no,yes,no,cellular,aug,unknown,0,no
3264,-60,19,103,1,-1,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
3265,1193,29,52,5,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
3266,-14,12,228,6,-1,0,self-employed,single,tertiary,no,yes,yes,unknown,may,unknown,0,no
3267,2882,11,339,3,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
3268,140,2,38,0,0,0,admin.,married,primary,no,yes,no,unknown,may,unknown,0,no
3269,4401,19,232,2,0,0,technician,married,primary,no,no,no,telephone,jul,unknown,0,no
3270,23365,21,142,1,87,3,management,divorced,secondary,no,no,no,cellular,may,success,0,yes
3271,1206,11,163,1,86,3,blue-collar,married,tertiary,no,yes,no,cellular,may,failure,0,no
3272,595,14,111,2,-1,0,entrepreneur,married,primary,no,no,no,unknown,may,unknown,0,no
3273,286,6,930,2,-1,0,technician,married,tertiary,no,yes,no,cellular,feb,unknown,0,no
3274,-466,21,636,3,-1,0,management,single,secondary,no,yes,no,unknown,may,unknown,0,yes
3275,2758,8,366,0,-1,0,unknown,married,primary,no,no,no,cellular,aug,unknown,0,no
3276,461,3,125,0,161,1,management,single,secondary,no,no,no,cellular,nov,failure,0,no
3277,356,12,128,0,-1,0,self-employed,married,primary,no,no,no,unknown,jun,unknown,0,no
3278,199,26,108,1,0,0,technician,married,tertiary,no,yes,no,unknown,may,unknown,0,no
3279,30,6,57,0,-1,0,technician,married,secondary,no,yes,yes,cellular,jul,unknown,0,no
3280,13132,19,108,1,-1,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
3281,24,21,271,0,-1,0,self-employed,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
3282,295,21,318,0,-1,0,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,0,no
3283,-280,28,381,1,-1,0,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,0,no
3284,10779,27,237,6,0,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
3285,5991,27,503,15,0,0,housemaid,single,secondary,no,no,no,cellular,jan,unknown,0,no
3286,-105,20,11,1,257,10,services,married,secondary,no,no,no,cellular,sep,other,0,no
3287,3032,3,115,2,0,0,technician,married,secondary,no,yes,no,unknown,jun,unknown,0,no
3288,6,15,30,3,-1,0,admin.,divorced,secondary,no,yes,yes,cellular,jul,unknown,0,no
3289,266,27,133,1,-1,0,services,single,secondary,no,yes,no,unknown,feb,unknown,0,no
3290,836,26,68,0,753,0,admin.,single,secondary,no,yes,no,cellular,jul,failure,0,no
3291,79,2,319,1,-1,0,management,divorced,secondary,no,yes,no,cellular,jun,unknown,0,no
3292,1649,11,265,1,-1,0,admin.,married,secondary,no,yes,no,unknown,apr,unknown,0,no
3293,5549,18,83,0,337,1,housemaid,married,tertiary,no,yes,no,cellular,apr,failure,0,no
3294,-35,2,94,1,0,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0,no
3295,484,7,413,0,0,0,blue-collar,married,primary,no,no,no,cellular,jul,unknown,0,no
3296,2008,6,391,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,apr,unknown,0,no
3297,6201,16,560,2,347,1,admin.,single,secondary,no,yes,no,cellular,apr,failure,0,no
3298,333,28,452,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
3299,1486,20,276,4,0,0,unknown,married,secondary,no,yes,no,unknown,may,unknown,0,no
3300,650,4,122,0,0,0,management,single,secondary,no,yes,no,cellular,apr,unknown,0,no
3301,148,13,189,5,0,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
3302,341,3,106,3,0,0,services,married,secondary,no,yes,no,unknown,jun,unknown,0,no
3303,1815,13,22,5,-1,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
3304,72,2,244,0,-1,0,admin.,married,primary,no,yes,no,unknown,may,unknown,0,no
3305,76,28,289,0,0,0,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,0,no
3306,493,4,151,0,-1,0,blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,0,no
3307,63,14,324,0,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
3308,201,12,159,1,-1,0,housemaid,married,primary,no,no,no,unknown,jun,unknown,0,no
3309,82,13,241,0,341,1,admin.,married,tertiary,no,yes,no,cellular,may,failure,0,no
3310,1452,10,188,1,0,0,entrepreneur,married,tertiary,no,no,yes,cellular,may,unknown,0,no
3311,254,11,702,1,0,0,management,divorced,tertiary,no,no,no,cellular,aug,unknown,0,yes
3312,7548,13,1148,4,0,0,admin.,married,unknown,no,no,no,cellular,jan,unknown,0,no
3313,600,18,337,5,0,0,student,single,secondary,no,no,no,cellular,may,unknown,0,no
3314,-214,19,136,2,0,0,entrepreneur,married,tertiary,no,no,yes,cellular,nov,unknown,0,no
3315,968,20,15,1,0,0,technician,single,secondary,no,no,no,cellular,nov,unknown,0,no
3316,802,31,535,2,0,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0,no
3317,125,11,90,1,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
3318,4780,9,88,2,-1,0,services,married,primary,no,yes,no,cellular,jul,unknown,0,no
3319,-3,4,495,0,-1,0,admin.,single,secondary,no,no,no,unknown,feb,unknown,0,no
3320,52,18,144,3,-1,0,management,married,primary,no,yes,no,unknown,jun,unknown,0,no
3321,1094,19,92,0,0,0,unemployed,married,secondary,no,yes,no,cellular,apr,unknown,0,no
3322,18,1,9,0,-1,0,technician,married,primary,no,no,no,cellular,jul,unknown,0,no
3323,1988,2,155,1,-1,0,blue-collar,divorced,secondary,no,yes,no,unknown,jun,unknown,0,no
3324,5093,5,136,3,-1,0,unknown,married,secondary,no,no,no,cellular,may,unknown,0,no
3325,1063,20,89,0,0,0,retired,married,primary,no,yes,no,cellular,apr,unknown,0,no
3326,106,25,82,0,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
3327,-142,19,188,2,-1,0,blue-collar,married,primary,no,no,yes,cellular,jul,unknown,0,no
3328,-18,11,147,0,-1,0,housemaid,married,primary,no,no,no,cellular,jun,unknown,0,no
3329,328,8,243,1,-1,0,unemployed,married,secondary,no,yes,no,unknown,may,unknown,0,no
3330,1874,19,105,3,0,0,blue-collar,single,secondary,no,yes,yes,cellular,feb,unknown,0,no
3331,221,14,174,2,-1,0,services,married,secondary,no,yes,no,cellular,aug,unknown,0,no
3332,5058,10,97,0,-1,0,blue-collar,married,secondary,no,no,no,unknown,jul,unknown,0,no
3333,1482,28,172,3,-1,0,blue-collar,single,secondary,no,yes,no,telephone,jun,unknown,0,no
3334,414,5,342,2,-1,0,blue-collar,married,secondary,no,no,yes,unknown,jun,unknown,0,no
3335,282,20,333,1,0,0,services,divorced,secondary,no,yes,no,unknown,may,unknown,0,no
3336,525,21,318,1,-1,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
3337,187,19,357,2,-1,0,blue-collar,single,secondary,no,yes,yes,cellular,apr,unknown,0,no
3338,550,5,41,2,-1,0,blue-collar,single,unknown,no,no,yes,cellular,feb,unknown,0,no
3339,-134,26,68,0,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
3340,990,3,494,1,-1,0,admin.,married,secondary,no,no,no,cellular,feb,unknown,0,no
3341,1756,10,148,2,375,1,entrepreneur,married,secondary,no,yes,yes,cellular,may,failure,0,no
3342,1554,28,280,0,-1,0,technician,married,secondary,no,no,no,cellular,jan,unknown,0,no
3343,1035,8,314,1,203,1,blue-collar,single,unknown,no,no,no,cellular,apr,other,0,no
3344,-233,8,118,0,-1,0,management,married,tertiary,no,yes,no,cellular,may,unknown,0,no
3345,61,6,138,1,0,0,services,married,tertiary,no,yes,no,cellular,may,unknown,0,no
3346,239,3,465,0,0,0,admin.,married,secondary,no,yes,no,cellular,feb,unknown,0,no
3347,30,27,110,1,-1,0,technician,divorced,secondary,no,no,no,cellular,aug,unknown,0,no
3348,1924,2,2380,1,0,0,self-employed,divorced,tertiary,no,yes,no,cellular,feb,unknown,0,yes
3349,34,14,245,3,-1,0,admin.,married,primary,no,no,no,cellular,jul,unknown,0,no
3350,21049,20,103,2,-1,0,student,married,primary,no,no,no,telephone,may,unknown,0,no
3351,645,19,129,2,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
3352,79,17,159,0,0,0,admin.,married,secondary,no,yes,yes,cellular,nov,unknown,0,no
3353,5541,16,93,1,-1,0,retired,married,tertiary,no,no,no,cellular,apr,unknown,0,no
3354,99,29,47,0,-1,0,blue-collar,divorced,secondary,no,yes,no,cellular,mar,unknown,0,no
3355,2026,30,104,3,-1,0,retired,single,secondary,no,yes,yes,cellular,jul,unknown,0,no
3356,1398,14,176,2,341,1,technician,married,tertiary,no,yes,no,cellular,may,failure,0,no
3357,-727,8,463,0,-1,0,services,married,secondary,no,no,yes,cellular,feb,unknown,0,no
3358,85,11,28,3,-1,0,technician,divorced,secondary,no,yes,no,unknown,jun,unknown,0,no
3359,8690,20,215,0,-1,0,blue-collar,divorced,tertiary,no,no,no,unknown,may,unknown,0,no
3360,23,22,65,0,-1,0,blue-collar,married,primary,no,no,no,cellular,jul,unknown,0,no
3361,-14,7,132,1,-1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0,no
3362,156,20,83,1,-1,0,services,married,secondary,no,yes,no,cellular,may,unknown,0,no
3363,-304,30,88,5,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
3364,-14,20,465,3,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
3365,576,13,92,2,-1,0,blue-collar,married,primary,no,no,no,unknown,may,unknown,0,no
3366,1130,30,359,1,0,0,services,single,secondary,no,yes,no,cellular,may,unknown,0,no
3367,97,27,269,1,200,1,unemployed,single,tertiary,no,no,no,telephone,jan,success,0,yes
3368,113,5,79,2,-1,0,management,divorced,tertiary,no,no,no,cellular,feb,unknown,0,no
3369,1540,19,74,0,0,0,blue-collar,single,tertiary,no,yes,no,cellular,nov,unknown,0,no
3370,1337,28,311,2,-1,0,technician,single,secondary,no,no,no,cellular,jan,unknown,0,no
3371,4733,28,125,1,0,0,technician,single,tertiary,no,yes,no,cellular,jan,unknown,0,no
3372,311,1,1078,5,345,1,services,single,secondary,no,no,yes,cellular,may,failure,0,no
3373,5479,13,62,3,-1,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,0,no
3374,177,18,256,1,0,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,0,no
3375,308,30,165,1,196,3,technician,married,unknown,no,yes,no,unknown,may,other,0,no
3376,1833,11,138,0,280,1,services,married,tertiary,no,yes,yes,cellular,apr,failure,0,no
3377,1199,2,92,0,246,1,services,single,unknown,no,yes,no,cellular,mar,other,0,no
3378,385,13,164,0,-1,0,retired,divorced,secondary,no,no,yes,unknown,may,unknown,0,no
3379,181,24,172,0,194,1,student,single,tertiary,no,no,no,cellular,feb,failure,0,no
3380,1142,11,268,1,-1,0,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,0,no
3381,5448,4,261,1,-1,0,unemployed,married,secondary,no,no,no,cellular,jun,unknown,0,no
3382,1750,16,100,0,-1,0,services,married,secondary,no,yes,no,unknown,apr,unknown,0,no
3383,121,18,101,14,-1,0,management,married,tertiary,no,yes,yes,cellular,may,unknown,0,no
3384,5415,13,207,3,0,0,management,married,tertiary,no,yes,yes,cellular,jul,unknown,0,no
3385,-150,5,260,1,73,1,management,single,tertiary,no,no,no,cellular,jun,success,0,yes
3386,-294,12,33,3,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
3387,-33,26,66,11,0,0,management,divorced,secondary,no,yes,no,cellular,aug,unknown,0,no
3388,243,15,69,1,-1,0,technician,single,tertiary,no,yes,yes,telephone,may,unknown,0,no
3389,55,20,94,0,-1,0,housemaid,married,primary,no,no,no,unknown,may,unknown,0,no
3390,351,2,344,1,-1,0,services,married,secondary,no,yes,no,cellular,jun,unknown,0,no
3391,182,28,274,10,-1,0,management,married,secondary,no,yes,no,unknown,jun,unknown,0,no
3392,165,26,155,3,0,0,management,married,tertiary,no,yes,no,cellular,jan,unknown,0,no
3393,127,28,104,1,91,1,management,married,tertiary,no,no,no,cellular,aug,other,0,no
3394,218,20,255,3,0,0,management,married,tertiary,no,yes,no,unknown,dec,unknown,0,no
3395,156,15,386,3,-1,0,technician,married,primary,no,yes,yes,unknown,may,unknown,0,no
3396,59,7,115,0,-1,0,technician,married,secondary,no,yes,yes,cellular,aug,unknown,0,no
3397,-24,26,70,3,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
3398,171,11,62,4,-1,0,management,married,tertiary,no,yes,yes,cellular,may,unknown,0,no
3399,66,27,304,0,-1,0,management,married,tertiary,no,no,no,cellular,jan,unknown,0,no
3400,1499,15,22,3,0,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,0,no
3401,49,1,93,0,0,0,entrepreneur,divorced,tertiary,no,yes,no,cellular,feb,unknown,0,no
3402,15258,5,79,3,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
3403,204,4,167,3,0,0,services,married,primary,no,yes,no,unknown,jun,unknown,0,no
3404,565,29,82,4,0,0,technician,single,tertiary,no,no,no,cellular,aug,unknown,0,no
3405,210,20,537,1,0,0,housemaid,divorced,tertiary,no,no,no,cellular,jul,unknown,0,yes
3406,5191,20,449,2,0,0,services,single,secondary,no,yes,no,unknown,may,unknown,0,no
3407,1836,3,175,0,207,1,self-employed,single,secondary,no,no,no,cellular,may,failure,0,yes
3408,29,15,14,3,-1,0,services,married,secondary,no,yes,yes,unknown,may,unknown,0,no
3409,218,29,177,1,-1,0,technician,single,secondary,no,yes,no,cellular,jul,unknown,0,no
3410,1908,0,118,1,-1,0,management,single,tertiary,no,yes,no,cellular,sep,unknown,0,no
3411,-265,13,110,2,0,0,entrepreneur,married,secondary,no,yes,yes,cellular,may,unknown,0,no
3412,571,14,106,2,-1,0,services,married,primary,no,no,no,unknown,may,unknown,0,no
3413,143,18,170,0,0,0,technician,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
3414,221,28,242,3,-1,0,housemaid,married,secondary,no,yes,no,cellular,jul,unknown,0,no
3415,144,3,136,1,-1,0,technician,single,tertiary,no,no,no,cellular,aug,unknown,0,no
3416,1235,28,931,1,-1,0,housemaid,single,secondary,no,yes,no,unknown,may,unknown,0,no
3417,1089,2,139,1,-1,0,management,married,tertiary,no,no,no,cellular,feb,unknown,0,no
3418,631,20,14,0,0,0,services,single,primary,no,no,no,unknown,jun,unknown,0,no
3419,2607,4,147,3,-1,0,admin.,single,secondary,no,yes,no,unknown,feb,unknown,0,no
3420,143,20,172,2,-1,0,management,married,tertiary,no,no,no,unknown,may,unknown,0,no
3421,140,20,534,3,0,0,blue-collar,single,secondary,no,yes,yes,cellular,dec,unknown,0,no
3422,2120,30,67,1,-1,0,services,married,secondary,no,no,no,cellular,aug,unknown,0,no
3423,1649,11,253,1,198,1,entrepreneur,married,tertiary,no,yes,no,cellular,may,failure,0,no
3424,7147,14,289,3,-1,0,management,single,tertiary,no,no,no,cellular,apr,unknown,0,no
3425,1713,12,489,2,333,11,management,married,secondary,no,yes,no,telephone,jun,failure,0,no
3426,214,28,159,1,-1,0,technician,single,secondary,no,no,no,cellular,aug,unknown,0,no
3427,1493,8,45,9,-1,0,technician,single,secondary,no,yes,no,cellular,aug,unknown,0,no
3428,2759,15,133,1,0,0,blue-collar,single,tertiary,no,yes,yes,unknown,may,unknown,0,no
3429,105,29,134,3,29,10,blue-collar,married,unknown,no,yes,yes,cellular,jan,success,0,no
3430,152,5,338,3,-1,0,management,married,tertiary,no,yes,yes,unknown,may,unknown,0,no
3431,1746,4,108,15,-1,0,technician,divorced,secondary,no,yes,yes,unknown,may,unknown,0,no
3432,214,28,95,1,0,0,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,0,no
3433,134,20,164,0,0,0,technician,married,tertiary,no,no,no,cellular,nov,unknown,0,no
3434,235,3,142,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jun,unknown,0,no
3435,1643,2,238,0,-1,0,management,married,secondary,no,no,no,cellular,jun,unknown,0,no
3436,81,15,55,2,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
3437,1255,27,83,1,0,0,management,single,tertiary,no,no,yes,cellular,aug,unknown,0,no
3438,233,1,137,1,-1,0,management,married,tertiary,no,yes,no,cellular,dec,unknown,0,no
3439,22,21,68,1,-1,0,housemaid,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
3440,473,15,136,0,0,0,blue-collar,single,tertiary,no,yes,no,unknown,may,unknown,0,no
3441,204,8,171,0,-1,0,self-employed,single,tertiary,no,yes,no,cellular,jul,unknown,0,no
3442,863,28,68,4,-1,0,unemployed,single,tertiary,no,no,no,cellular,oct,unknown,0,no
3443,31,1,99,0,-1,0,student,single,secondary,no,no,no,cellular,feb,unknown,0,no
3444,1608,15,247,1,0,0,self-employed,single,secondary,no,yes,no,unknown,may,unknown,0,no
3445,226,19,126,3,-1,0,management,married,primary,no,yes,no,unknown,nov,unknown,0,no
3446,1073,11,120,2,-1,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
3447,65,27,121,3,-1,0,housemaid,married,secondary,no,no,no,cellular,jul,unknown,0,no
3448,1379,19,198,2,-1,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
3449,290,19,177,1,0,0,services,married,secondary,no,yes,no,cellular,nov,unknown,0,no
3450,3537,6,244,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
3451,-28,29,292,1,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
3452,1418,20,61,0,-1,0,blue-collar,married,secondary,no,no,no,unknown,may,unknown,0,no
3453,42,3,118,2,-1,0,admin.,single,secondary,no,yes,no,unknown,jun,unknown,0,no
3454,194,27,42,1,0,0,technician,single,secondary,no,no,no,cellular,jan,unknown,0,no
3455,136,30,34,2,0,0,technician,married,secondary,no,no,no,cellular,sep,unknown,0,no
3456,84,14,444,0,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,yes
3457,91,6,96,1,-1,0,services,married,primary,no,yes,no,cellular,may,unknown,0,no
3458,258,5,188,3,-1,0,management,married,secondary,no,yes,no,cellular,aug,unknown,0,no
3459,1880,19,41,0,-1,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,0,no
3460,127,5,356,3,306,3,blue-collar,married,primary,no,yes,no,cellular,apr,failure,0,no
3461,236,10,157,0,0,0,housemaid,married,primary,no,yes,yes,cellular,jul,unknown,0,no
3462,102,16,121,0,327,1,admin.,married,secondary,no,yes,no,cellular,may,failure,0,no
3463,127,5,174,3,-1,0,retired,divorced,secondary,no,no,yes,unknown,jun,unknown,0,no
3464,54,2,114,0,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
3465,235,5,115,0,0,0,technician,married,unknown,no,yes,no,unknown,may,unknown,0,no
3466,191,4,166,0,210,1,admin.,single,secondary,no,no,no,cellular,may,failure,0,yes
3467,904,19,129,1,0,0,unknown,married,primary,no,no,no,cellular,aug,unknown,0,no
3468,1189,7,125,1,-1,0,technician,married,secondary,no,yes,no,cellular,nov,unknown,0,no
3469,5584,14,56,2,358,1,unemployed,married,secondary,no,yes,no,cellular,may,failure,0,no
3470,13893,20,556,3,0,0,unemployed,married,tertiary,no,no,no,cellular,nov,unknown,0,no
3471,880,27,95,0,-1,0,student,divorced,secondary,no,no,no,cellular,jun,unknown,0,no
3472,88,26,116,0,-1,0,entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,0,no
3473,72,12,557,0,-1,0,management,single,tertiary,no,no,no,unknown,jun,unknown,0,no
3474,5478,11,258,5,-1,0,admin.,single,secondary,no,no,no,cellular,jul,unknown,0,yes
3475,162,10,115,0,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
3476,280,15,102,1,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
3477,155,26,73,0,0,0,self-employed,divorced,secondary,no,no,no,cellular,jul,unknown,0,yes
3478,98,29,155,2,-1,0,entrepreneur,divorced,secondary,no,no,no,cellular,apr,success,0,no
3479,-298,16,119,0,-1,0,services,single,secondary,no,yes,no,unknown,may,unknown,0,no
3480,486,19,9,1,0,0,management,single,unknown,no,yes,no,unknown,may,unknown,0,no
3481,123,31,444,0,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
3482,162,27,111,2,0,0,entrepreneur,divorced,secondary,no,yes,yes,unknown,may,unknown,0,no
3483,4498,6,73,1,0,0,retired,married,secondary,no,no,no,cellular,aug,unknown,0,no
3484,7,12,374,1,98,3,services,divorced,secondary,no,yes,no,cellular,apr,failure,0,yes
3485,49,26,38,3,0,0,management,married,primary,no,yes,no,unknown,may,unknown,0,no
3486,340,1,202,1,0,0,student,single,unknown,no,yes,no,unknown,jun,unknown,0,no
3487,-43,15,146,3,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
3488,246,28,83,2,-1,0,management,single,secondary,no,yes,no,unknown,may,unknown,0,no
3489,503,28,126,0,-1,0,technician,single,secondary,no,no,no,cellular,jan,unknown,0,no
3490,922,28,530,1,0,0,technician,single,tertiary,no,no,yes,cellular,feb,unknown,0,yes
3491,275,15,401,0,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
3492,61,27,44,16,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
3493,2902,4,157,1,0,0,blue-collar,married,tertiary,no,yes,no,unknown,jun,unknown,0,no
3494,154,14,174,1,0,0,technician,married,tertiary,no,no,no,unknown,may,unknown,0,no
3495,1351,18,138,1,0,0,technician,married,secondary,no,no,no,unknown,jun,unknown,0,no
3496,109,18,125,1,-1,0,management,divorced,tertiary,no,no,no,cellular,aug,unknown,0,no
3497,2825,21,51,2,-1,0,blue-collar,single,secondary,no,no,no,unknown,jun,unknown,0,no
3498,862,27,276,2,0,0,unknown,single,secondary,no,yes,no,unknown,may,unknown,0,no
3499,6895,19,317,0,119,2,retired,married,tertiary,no,no,no,unknown,dec,success,0,yes
3500,-41,30,108,3,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
3501,599,20,523,0,324,13,management,single,secondary,no,yes,yes,cellular,nov,failure,0,no
3502,746,14,1183,3,-1,0,housemaid,married,secondary,no,no,no,telephone,jul,unknown,0,no
3503,-43,26,97,1,-1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,0,no
3504,-92,27,61,0,-1,0,housemaid,married,secondary,no,yes,no,unknown,nov,unknown,0,no
3505,279,27,67,13,-1,0,blue-collar,single,secondary,no,no,yes,telephone,aug,unknown,0,no
3506,3983,19,137,0,353,1,entrepreneur,married,secondary,no,yes,no,cellular,aug,failure,0,no
3507,14520,27,100,2,149,2,management,married,tertiary,no,no,no,cellular,nov,failure,0,no
3508,1041,8,543,1,-1,0,technician,single,secondary,no,yes,no,unknown,may,unknown,0,no
3509,10,17,124,5,-1,0,management,divorced,secondary,no,yes,no,cellular,aug,unknown,0,no
3510,4443,27,95,1,0,0,technician,married,tertiary,no,no,no,telephone,jan,unknown,0,no
3511,239,29,539,0,0,0,blue-collar,married,primary,no,no,no,cellular,jul,unknown,0,yes
3512,1061,5,228,1,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
3513,2830,20,124,3,-1,0,retired,married,secondary,no,yes,no,unknown,may,unknown,0,no
3514,403,5,391,3,0,0,management,married,tertiary,no,no,no,cellular,jun,unknown,0,yes
3515,83,14,100,3,-1,0,housemaid,married,secondary,no,no,no,cellular,jul,unknown,0,no
3516,234,4,438,2,-1,0,management,married,tertiary,no,yes,no,unknown,mar,unknown,0,yes
3517,72,3,146,0,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
3518,251,5,108,1,180,3,admin.,married,tertiary,no,yes,no,cellular,feb,failure,0,no
3519,-1,16,173,0,-1,0,self-employed,married,primary,no,yes,no,unknown,may,unknown,0,no
3520,959,21,400,1,0,0,services,married,unknown,no,no,no,cellular,aug,unknown,0,no
3521,1387,7,258,0,0,0,admin.,married,primary,no,yes,no,cellular,may,unknown,0,no
3522,259,20,126,3,-1,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,0,no
3523,-37,5,87,1,-1,0,blue-collar,single,secondary,no,no,no,cellular,apr,unknown,0,no
3524,191,5,331,2,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
3525,79,19,155,3,0,0,management,married,tertiary,no,no,no,unknown,jun,unknown,0,no
3526,1542,1,267,0,0,0,management,married,tertiary,no,yes,no,cellular,mar,unknown,0,yes
3527,-59,15,172,2,-1,0,blue-collar,married,tertiary,no,no,no,cellular,aug,unknown,0,no
3528,251,19,61,6,-1,0,admin.,married,primary,no,yes,no,cellular,nov,unknown,0,no
3529,-27,2,26,0,-1,0,services,divorced,secondary,no,yes,no,unknown,may,unknown,0,no
3530,265,11,148,2,101,3,blue-collar,married,secondary,no,yes,no,cellular,may,other,0,no
3531,1372,8,94,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,0,no
3532,210,18,114,2,0,0,admin.,divorced,secondary,no,no,no,cellular,may,unknown,0,no
3533,255,20,59,5,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
3534,153,29,241,1,-1,0,management,single,tertiary,no,no,no,cellular,sep,unknown,0,no
3535,72,20,69,5,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
3536,164,5,124,0,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
3537,-293,30,287,5,-1,0,unknown,single,secondary,no,yes,yes,unknown,may,unknown,0,no
3538,1445,11,102,1,-1,0,management,single,tertiary,no,no,no,unknown,jun,unknown,0,no
3539,1636,19,100,1,0,0,retired,divorced,unknown,no,yes,yes,cellular,jun,unknown,0,no
3540,606,6,226,3,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
3541,238,11,122,1,-1,0,management,divorced,tertiary,no,no,no,cellular,jul,unknown,0,no
3542,549,14,464,3,-1,0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,0,no
3543,149,6,33,14,-1,0,blue-collar,married,unknown,no,no,no,unknown,may,unknown,0,no
3544,539,13,285,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
3545,2657,4,74,4,-1,0,admin.,single,unknown,no,yes,no,unknown,feb,unknown,0,no
3546,5178,28,131,1,-1,0,technician,divorced,primary,no,yes,no,cellular,jul,unknown,0,no
3547,1277,7,56,15,0,0,student,single,tertiary,no,no,no,cellular,jul,unknown,0,no
3548,4228,18,92,1,370,1,technician,married,tertiary,no,yes,yes,cellular,dec,other,0,no
3549,193,12,248,1,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
3550,5362,19,311,0,0,0,blue-collar,divorced,tertiary,no,no,no,unknown,nov,unknown,0,no
3551,79,18,95,2,-1,0,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,0,no
3552,419,20,178,2,-1,0,management,divorced,tertiary,no,yes,no,cellular,may,unknown,0,no
3553,806,9,188,1,-1,0,admin.,single,secondary,no,no,no,cellular,jul,unknown,0,no
