age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid,sex,race
22,Less than 25,0,9,0,0,8,51.28076171875,9.637492179870605,311.5970458984375,34.19965744018555,M,1,Male,Other
27,25 - 45,0,3,0,0,0,108.200927734375,4.215054512023926,-141.79295349121094,29.98798179626465,M,0,Male,Other
51,Greater than 45,0,1,0,0,0,-36.057525634765625,18.59173011779785,-26.961639404296875,21.82411003112793,F,0,Male,Caucasian
25,25 - 45,0,4,0,0,1,123.8134765625,4.844193935394287,-103.12164306640625,27.41678810119629,M,1,Male,Other
44,25 - 45,0,1,0,0,0,-92.78411865234375,8.701356887817383,170.17037963867188,17.963918685913086,F,1,Male,Caucasian
22,25 - 45,0,9,0,0,13,37.105010986328125,8.776169776916504,376.486328125,26.52686309814453,M,1,Male,Other
27,Less than 25,0,5,0,0,1,-164.12692260742188,5.236442565917969,189.07125854492188,34.55046081542969,F,0,Female,Other
22,Less than 25,0,9,0,0,14,46.56878662109375,9.37193775177002,402.41204833984375,29.033245086669922,M,1,Male,Other
54,Greater than 45,0,1,0,0,0,-18.192108154296875,20.1982479095459,-30.479949951171875,20.30328369140625,F,0,Male,Caucasian
55,Greater than 45,0,1,0,0,0,12.459991455078125,20.957801818847656,-43.197723388671875,18.592100143432617,F,0,Male,Caucasian
42,25 - 45,0,1,0,0,1,-124.690185546875,7.439986228942871,248.74432373046875,17.225147247314453,F,1,Male,Caucasian
23,25 - 45,0,8,0,0,12,49.74029541015625,9.557485580444336,281.77593994140625,28.69377326965332,M,1,Male,Other
25,25 - 45,0,3,0,0,1,134.669189453125,4.389874458312988,-124.36930847167969,28.34727668762207,M,1,Male,Other
51,Greater than 45,0,1,0,0,0,-27.29400634765625,20.735107421875,-37.673675537109375,21.68134117126465,F,0,Male,Caucasian
24,25 - 45,0,6,0,0,3,81.80767822265625,6.0761284828186035,-17.786651611328125,26.854778289794922,M,1,Male,Other
53,Greater than 45,0,1,0,0,0,13.670654296875,20.784168243408203,-64.49580383300781,19.969703674316406,F,0,Male,Caucasian
53,Greater than 45,0,1,0,0,0,-14.196563720703125,22.125545501708984,-45.04780578613281,20.79254913330078,F,0,Male,Caucasian
26,25 - 45,0,3,0,0,0,146.46978759765625,4.100993633270264,-153.99728393554688,28.913818359375,M,0,Male,Other
22,Less than 25,0,8,0,0,7,40.231475830078125,10.224543571472168,253.53399658203125,29.868328094482422,M,1,Male,Other
24,25 - 45,0,6,0,0,5,78.40451049804688,7.310236930847168,35.899322509765625,27.63592529296875,M,1,Male,Other
35,25 - 45,0,2,0,0,1,-128.02069091796875,19.962345123291016,294.361572265625,56.865196228027344,F,1,Male,Caucasian
52,Greater than 45,0,1,0,0,0,-27.125244140625,20.13587188720703,-33.384002685546875,21.406681060791016,F,0,Male,Caucasian
52,Greater than 45,0,1,0,0,0,-28.275787353515625,20.26630401611328,-35.349700927734375,21.573244094848633,F,0,Male,Caucasian
28,25 - 45,0,4,0,0,1,-71.88674926757812,5.642438888549805,19.346649169921875,31.994901657104492,F,0,Female,Other
41,25 - 45,0,1,0,0,1,-131.83175659179688,7.091047286987305,271.3648681640625,17.199993133544922,F,1,Male,Caucasian
24,25 - 45,0,5,0,0,2,114.94525146484375,4.987061977386475,-75.12234497070312,26.92933464050293,M,1,Male,Other
27,25 - 45,0,3,0,0,0,144.0828857421875,4.014338493347168,-158.01210021972656,29.43390464782715,M,0,Male,Other
23,25 - 45,0,9,0,0,13,34.07073974609375,8.565192222595215,369.23040771484375,26.598247528076172,M,1,Male,Other
22,Less than 25,0,8,0,0,5,36.33251953125,11.35273265838623,189.02838134765625,29.88623046875,M,1,Male,Other
47,25 - 45,0,1,0,0,0,-44.789886474609375,11.426682472229004,91.11572265625,17.637136459350586,F,1,Male,Caucasian
54,Greater than 45,0,1,0,0,0,22.88763427734375,19.60578727722168,-36.776763916015625,17.72982406616211,F,0,Male,Caucasian
56,Greater than 45,0,1,0,0,0,21.1885986328125,20.84208869934082,-56.22076416015625,18.520488739013672,F,0,Male,Caucasian
24,25 - 45,0,6,0,0,3,93.17913818359375,5.767174243927002,-36.30596923828125,26.587369918823242,M,1,Male,Other
27,Less than 25,0,5,0,0,1,-144.59982299804688,5.339217662811279,159.42208862304688,33.92703628540039,F,0,Female,Other
22,Less than 25,0,9,0,0,12,42.4368896484375,8.661246299743652,423.19219970703125,27.57927131652832,M,1,Male,Other
40,25 - 45,0,1,0,0,1,-150.83151245117188,6.530466079711914,306.4990234375,18.64716911315918,F,1,Male,Caucasian
22,Less than 25,0,9,0,0,11,44.683837890625,8.465094566345215,411.52606201171875,31.635486602783203,M,1,Male,Other
26,25 - 45,0,3,0,0,1,140.59637451171875,4.29302978515625,-139.22805786132812,28.373563766479492,M,0,Male,Other
23,25 - 45,0,8,0,0,13,30.361968994140625,9.34054183959961,378.7926025390625,27.03335189819336,M,1,Male,Other
51,Greater than 45,0,1,0,0,0,-31.01800537109375,21.04082679748535,-36.91619873046875,21.905466079711914,F,0,Male,Caucasian
27,Less than 25,0,5,0,0,1,-159.20980834960938,5.212864875793457,179.82373046875,34.18039321899414,F,0,Female,Other
45,25 - 45,0,1,0,0,0,-38.58984375,14.217386245727539,77.89437866210938,19.40928077697754,F,1,Male,Caucasian
28,25 - 45,0,3,0,0,0,116.26788330078125,4.120294570922852,-146.91355895996094,30.200096130371094,F,0,Male,Other
28,Less than 25,0,5,0,0,1,-129.70364379882812,5.367341995239258,122.70306396484375,33.479923248291016,F,0,Female,Other
27,25 - 45,0,3,0,0,0,128.77410888671875,4.077308177947998,-151.3226318359375,29.584150314331055,M,0,Male,Other
28,25 - 45,0,3,0,0,0,60.923553466796875,4.957464218139648,-113.05197143554688,31.189958572387695,F,0,Male,Other
27,Less than 25,0,5,0,0,1,-162.37466430664062,5.19248628616333,185.7757568359375,34.41086196899414,F,0,Female,Other
27,Less than 25,0,5,0,0,1,-149.35128784179688,5.192504405975342,161.69210815429688,33.99796676635742,F,0,Female,Other
24,25 - 45,0,6,0,0,4,77.65380859375,6.328546524047852,8.5675048828125,26.789058685302734,M,1,Male,Other
49,25 - 45,0,1,0,0,0,-1.927337646484375,16.535961151123047,24.100799560546875,18.257387161254883,F,0,Male,Caucasian
51,Greater than 45,0,1,0,0,0,5.252288818359375,17.214611053466797,11.87664794921875,17.75112533569336,F,0,Male,Caucasian
24,25 - 45,0,8,0,0,10,47.868316650390625,9.288894653320312,246.9873046875,28.427724838256836,M,1,Male,Other
53,Greater than 45,0,1,0,0,0,-18.64532470703125,20.76175880432129,-37.064117431640625,20.801387786865234,F,0,Male,Caucasian
28,25 - 45,0,4,0,0,1,-12.325836181640625,5.3873796463012695,-51.980804443359375,31.61395835876465,F,0,Female,Other
55,Greater than 45,0,1,0,0,0,27.56439208984375,19.791353225708008,-57.09552001953125,18.31766700744629,F,0,Male,Caucasian
22,Less than 25,0,9,0,0,8,53.3912353515625,9.845144271850586,321.95269775390625,35.283111572265625,M,1,Male,Other
54,Greater than 45,0,1,0,0,0,-5.016387939453125,20.7706356048584,-42.044830322265625,19.971969604492188,F,0,Male,Caucasian
51,Greater than 45,0,1,0,0,0,16.817596435546875,18.022811889648438,-18.86181640625,18.660537719726562,F,0,Male,Caucasian
22,Less than 25,0,9,0,0,8,45.854095458984375,9.109149932861328,307.79583740234375,31.74380874633789,M,1,Male,Other
28,25 - 45,0,3,0,0,0,99.729736328125,4.32880973815918,-136.484619140625,30.63406753540039,F,0,Male,Other
52,Greater than 45,0,1,0,0,0,10.679901123046875,19.94061851501465,-56.65461730957031,19.81515121459961,F,0,Male,Caucasian
24,Less than 25,2,7,1,6,0,130.669189453125,202.92333984375,72.7266845703125,840.36962890625,F,1,Male,Caucasian
53,Greater than 45,0,1,0,0,0,14.8668212890625,18.8432674407959,-7.44061279296875,17.6187801361084,F,0,Male,Caucasian
22,Less than 25,0,9,0,0,8,53.40838623046875,9.54986572265625,310.1075439453125,34.383670806884766,M,1,Male,Other
26,25 - 45,0,3,0,0,1,133.36407470703125,4.257968425750732,-140.263671875,28.77535629272461,M,0,Male,Other
41,25 - 45,0,1,0,0,1,-139.38922119140625,7.092520713806152,295.6343994140625,17.51091194152832,F,1,Male,Caucasian
51,Greater than 45,0,1,0,0,0,22.937530517578125,18.4312686920166,-41.96685791015625,19.31070327758789,F,0,Male,Caucasian
55,Greater than 45,0,1,0,0,0,21.903594970703125,20.616464614868164,-49.634002685546875,18.23110008239746,F,0,Male,Caucasian
25,25 - 45,0,4,0,0,1,135.7169189453125,4.370070457458496,-121.75495910644531,27.89291000366211,M,1,Male,Other
49,25 - 45,0,1,0,0,0,-35.895355224609375,12.907512664794922,78.93283081054688,17.519975662231445,F,1,Male,Caucasian
53,Greater than 45,0,1,0,0,0,-18.3936767578125,21.082914352416992,-38.579742431640625,20.858949661254883,F,0,Male,Caucasian
22,Less than 25,0,9,0,0,13,40.404632568359375,8.710450172424316,408.64105224609375,26.65966033935547,M,1,Male,Other
41,25 - 45,0,1,0,0,1,-116.27459716796875,7.8954925537109375,235.28485107421875,17.41391944885254,F,1,Male,Caucasian
22,Less than 25,0,9,0,0,7,55.7298583984375,9.997051239013672,297.0018310546875,35.2047004699707,M,1,Male,Other
30,25 - 45,0,4,0,5,0,-63.5833740234375,63.75946807861328,203.72320556640625,171.10365295410156,F,1,Male,Caucasian
24,25 - 45,0,6,0,0,4,76.47039794921875,6.842349529266357,30.134765625,27.422679901123047,M,1,Male,Other
46,25 - 45,0,1,0,0,0,-100.43661499023438,7.754817008972168,171.939208984375,16.514930725097656,F,1,Male,Caucasian
36,25 - 45,0,2,0,0,1,-140.41830444335938,12.33289623260498,344.44488525390625,34.44508361816406,F,1,Male,Caucasian
27,25 - 45,0,5,0,0,1,-116.654052734375,5.293356418609619,100.46408081054688,32.564842224121094,F,0,Female,Other
28,25 - 45,0,4,0,0,1,-29.04876708984375,5.5105695724487305,-36.8309326171875,31.74811553955078,F,0,Female,Other
23,25 - 45,0,8,0,0,12,31.8935546875,9.268694877624512,320.8170166015625,27.754899978637695,M,1,Male,Other
22,Less than 25,0,9,0,0,12,44.26678466796875,8.580521583557129,402.64971923828125,27.564767837524414,M,1,Male,Other
27,Less than 25,0,5,0,0,1,-162.04205322265625,5.175234317779541,185.6824951171875,34.37324523925781,F,0,Female,Other
24,25 - 45,0,8,0,0,9,59.892822265625,9.190449714660645,208.32211303710938,28.38217544555664,M,1,Male,Other
23,25 - 45,0,9,0,0,13,34.053619384765625,8.943207740783691,371.36456298828125,26.78067398071289,M,1,Male,Other
47,25 - 45,0,1,0,0,0,-59.174102783203125,11.913511276245117,116.63400268554688,18.363216400146484,F,1,Male,Caucasian
54,Greater than 45,0,1,0,0,0,-14.070465087890625,20.053421020507812,-32.9190673828125,20.135587692260742,F,0,Male,Caucasian
28,25 - 45,0,4,0,0,1,-45.0462646484375,5.326584339141846,-19.5062255859375,31.732025146484375,F,0,Female,Other
28,25 - 45,0,5,0,0,1,-90.753662109375,5.4535298347473145,51.04656982421875,32.201576232910156,F,0,Female,Other
51,Greater than 45,0,1,0,0,0,-36.867919921875,18.932762145996094,-26.741180419921875,21.82365608215332,F,0,Male,Caucasian
22,Less than 25,0,9,0,0,9,73.0411376953125,10.591489791870117,370.10284423828125,39.16777801513672,M,1,Male,Other
22,Less than 25,0,9,0,0,13,48.48822021484375,8.985116004943848,398.42742919921875,30.67667007446289,M,1,Male,Other
55,Greater than 45,0,1,0,0,0,12.97418212890625,20.983787536621094,-45.81208801269531,18.715152740478516,F,0,Male,Caucasian
54,Greater than 45,0,1,0,0,0,28.069580078125,19.84328842163086,-63.80570983886719,18.80036163330078,F,0,Male,Caucasian
22,Less than 25,0,9,0,0,8,46.624420166015625,8.993256568908691,323.25445556640625,32.479862213134766,M,1,Male,Other
25,25 - 45,0,3,0,0,1,144.6973876953125,4.178286075592041,-130.30178833007812,28.103662490844727,M,1,Male,Other
39,25 - 45,0,1,0,0,1,-148.76803588867188,7.1136369705200195,328.551513671875,18.78948402404785,F,1,Male,Caucasian
22,Less than 25,0,9,0,0,10,35.023651123046875,8.91555118560791,368.05633544921875,26.501482009887695,M,1,Male,Other
24,25 - 45,0,7,0,0,6,69.88006591796875,7.991079330444336,86.0455322265625,27.69643211364746,M,1,Male,Other
27,Less than 25,0,5,0,0,1,-158.65249633789062,5.280543327331543,182.97225952148438,34.3598747253418,F,0,Female,Other
53,Greater than 45,0,1,0,0,0,-16.3701171875,21.22603416442871,-39.379608154296875,20.72479248046875,F,0,Male,Caucasian
53,Greater than 45,0,1,0,0,0,12.887542724609375,21.505102157592773,-63.7802734375,19.857755661010742,F,0,Male,Caucasian
22,Less than 25,0,9,0,0,5,44.8880615234375,11.72275161743164,144.27175903320312,34.46117401123047,M,1,Male,Other
22,Less than 25,0,9,0,0,13,37.88446044921875,8.72655200958252,388.17889404296875,26.472475051879883,M,1,Male,Other
23,25 - 45,0,8,0,0,12,24.070037841796875,9.419973373413086,347.31884765625,27.361719131469727,M,1,Male,Other
46,25 - 45,0,1,0,0,0,-115.3304443359375,8.406725883483887,197.27090454101562,16.1650333404541,F,1,Male,Caucasian
28,Less than 25,0,5,0,0,1,-150.025634765625,5.1590423583984375,147.65487670898438,33.36275863647461,F,0,Female,Other
28,Less than 25,0,5,0,0,1,-170.26319885253906,4.41794490814209,177.99179077148438,32.28315734863281,F,0,Female,Other
28,Less than 25,0,5,0,0,1,-167.54580688476562,4.559482574462891,174.5830078125,32.39216232299805,F,0,Female,Other
29,25 - 45,0,4,0,0,1,-21.83685302734375,6.789137840270996,-51.3154296875,30.652875900268555,F,0,Male,Other
25,25 - 45,0,5,0,0,2,86.94650268554688,5.670868873596191,-52.443145751953125,27.205354690551758,M,1,Male,Other
57,Greater than 45,0,1,0,0,0,15.68463134765625,24.12314224243164,-57.0938720703125,18.99366569519043,F,0,Male,Caucasian
22,Less than 25,0,8,0,0,4,56.180694580078125,12.993305206298828,104.39501953125,34.89922332763672,M,1,Male,Other
29,25 - 45,0,4,0,0,1,-18.53155517578125,6.680576324462891,-51.97137451171875,30.549312591552734,F,0,Male,Other
25,25 - 45,0,4,0,0,2,88.96066284179688,5.591276168823242,-54.771331787109375,27.346309661865234,M,1,Male,Other
26,25 - 45,0,3,0,0,1,103.44677734375,5.0650553703308105,-97.97819519042969,27.956134796142578,M,1,Male,Other
23,Less than 25,0,8,0,0,12,27.74139404296875,8.508746147155762,401.6732177734375,25.468563079833984,M,1,Male,Other
40,25 - 45,0,1,0,0,1,-155.83428955078125,7.576888084411621,310.632568359375,19.24430274963379,F,1,Male,Caucasian
24,25 - 45,0,6,0,0,4,58.715057373046875,6.5404582023620605,15.70562744140625,26.67711067199707,M,1,Male,Other
58,Greater than 45,0,1,0,0,0,11.407501220703125,23.74622344970703,-44.897064208984375,18.46904754638672,F,0,Male,Caucasian
57,Greater than 45,0,1,0,0,0,-5.39044189453125,22.816953659057617,-37.764801025390625,19.37778091430664,F,0,Male,Caucasian
52,Greater than 45,0,1,0,0,0,-14.00482177734375,17.991954803466797,42.446990966796875,17.390125274658203,F,0,Male,Caucasian
59,Greater than 45,0,1,0,0,0,19.9993896484375,24.342512130737305,-51.16822814941406,17.992244720458984,F,0,Male,Caucasian
25,25 - 45,0,5,0,0,3,79.4207763671875,5.9021172523498535,-25.454010009765625,26.891942977905273,M,1,Male,Other
29,25 - 45,0,3,0,0,0,30.9393310546875,5.755798816680908,-90.83392333984375,30.57084083557129,F,0,Male,Other
29,25 - 45,0,3,0,0,0,105.39276123046875,4.936905384063721,-136.9808807373047,29.469482421875,F,0,Male,Other
22,Less than 25,0,8,0,0,10,39.0062255859375,8.494800567626953,384.58709716796875,26.94247817993164,M,1,Male,Other
22,Less than 25,0,9,0,0,12,42.723419189453125,8.385214805603027,423.40087890625,27.107908248901367,M,1,Male,Other
28,25 - 45,0,3,0,0,0,115.277587890625,4.914514064788818,-139.0337371826172,29.254196166992188,F,0,Male,Other
53,Greater than 45,0,1,0,0,0,-15.7408447265625,16.885581970214844,40.74835205078125,16.37034797668457,F,0,Male,Caucasian
29,25 - 45,0,3,0,0,0,59.72894287109375,5.334437370300293,-111.11309814453125,30.540019989013672,F,0,Male,Other
25,25 - 45,0,5,0,0,2,72.09405517578125,5.643589019775391,-20.877227783203125,26.484031677246094,M,1,Male,Other
55,Greater than 45,0,1,0,0,0,15.41851806640625,22.72269630432129,-12.9434814453125,17.318286895751953,F,0,Male,Caucasian
23,Less than 25,0,8,0,0,12,33.700164794921875,8.55081558227539,413.17730712890625,26.04802131652832,M,1,Male,Other
22,Less than 25,0,8,0,0,8,42.0582275390625,8.685704231262207,341.602783203125,30.124858856201172,M,1,Male,Other
54,Greater than 45,0,1,0,0,0,10.33990478515625,20.978864669799805,8.096435546875,16.82675552368164,F,0,Male,Caucasian
29,25 - 45,0,3,0,0,0,75.78598022460938,5.039914131164551,-121.670166015625,30.312725067138672,F,0,Male,Other
59,Greater than 45,0,1,0,0,0,32.9891357421875,23.816614151000977,-59.320556640625,17.54535675048828,F,0,Male,Caucasian
24,25 - 45,0,8,0,0,10,13.190338134765625,8.72072982788086,339.479736328125,26.80401611328125,M,1,Male,Other
44,25 - 45,0,1,0,0,0,-140.34445190429688,7.115577697753906,245.21826171875,16.66064453125,F,1,Male,Caucasian
52,Greater than 45,0,1,0,0,0,-9.0479736328125,17.909343719482422,35.538726806640625,16.98538589477539,F,0,Male,Caucasian
22,Less than 25,0,9,0,0,12,46.733001708984375,8.886312484741211,430.44317626953125,27.976530075073242,M,1,Male,Other
28,25 - 45,0,3,0,0,0,111.12091064453125,4.940140247344971,-136.9500274658203,29.26235580444336,F,0,Male,Other
47,25 - 45,0,1,0,0,0,-103.333984375,8.729283332824707,175.21255493164062,16.196306228637695,F,1,Male,Caucasian
22,Less than 25,0,8,0,0,9,40.389801025390625,8.519636154174805,343.70770263671875,27.72249412536621,M,1,Male,Other
27,25 - 45,0,3,0,0,0,116.33966064453125,4.955828666687012,-132.77694702148438,28.47372817993164,M,0,Male,Other
29,Less than 25,0,5,0,0,1,-140.36685180664062,5.784336566925049,114.66049194335938,32.98725509643555,F,0,Female,Other
55,Greater than 45,0,1,0,0,0,31.96466064453125,22.65155029296875,-48.0274658203125,17.666824340820312,F,0,Male,Caucasian
29,25 - 45,0,4,0,0,1,-96.25765991210938,6.311833381652832,41.7020263671875,31.72092056274414,F,0,Female,Other
58,Greater than 45,0,1,0,0,0,35.64031982421875,24.003494262695312,-51.281524658203125,16.528980255126953,F,0,Male,Caucasian
29,25 - 45,0,4,0,0,1,-69.3111572265625,6.141847610473633,10.98095703125,31.09432601928711,F,0,Female,Other
29,25 - 45,0,4,0,0,1,-113.0098876953125,5.867020130157471,71.47177124023438,32.244632720947266,F,0,Female,Other
22,Less than 25,0,8,0,0,9,35.43927001953125,9.079462051391602,345.11053466796875,24.94711685180664,M,1,Male,Other
22,Less than 25,0,8,0,0,7,47.738311767578125,9.460497856140137,285.381591796875,29.695646286010742,M,1,Male,Other
40,25 - 45,0,1,0,0,1,-157.57315063476562,7.50956916809082,306.33343505859375,20.916282653808594,F,1,Male,Caucasian
28,25 - 45,0,3,0,0,0,100.19622802734375,5.125041961669922,-127.49311828613281,29.4837589263916,M,0,Male,Other
29,25 - 45,0,3,0,0,1,-0.005035400390625,6.268452167510986,-65.38421630859375,30.784313201904297,F,0,Male,Other
56,Greater than 45,0,1,0,0,0,-15.691925048828125,21.153810501098633,-33.064849853515625,20.09638214111328,F,0,Male,Caucasian
28,25 - 45,0,5,0,6,0,-31.855560302734375,87.45193481445312,195.27175903320312,249.59376525878906,F,1,Male,Caucasian
29,25 - 45,0,4,0,0,1,-111.95718383789062,6.061931610107422,68.75778198242188,32.1136474609375,F,0,Female,Other
58,Greater than 45,0,1,0,0,0,4.88836669921875,23.570648193359375,-44.099334716796875,18.870386123657227,F,0,Male,Caucasian
25,25 - 45,0,6,0,0,4,63.789093017578125,6.944908618927002,50.10540771484375,27.545732498168945,M,1,Male,Other
23,Less than 25,0,9,0,0,9,63.893463134765625,9.520735740661621,375.05999755859375,35.073490142822266,M,1,Male,Other
23,Less than 25,0,8,0,0,12,30.354461669921875,8.793745040893555,400.97698974609375,26.092891693115234,M,1,Male,Other
23,25 - 45,0,8,0,0,12,23.733489990234375,9.137598037719727,335.82342529296875,27.262460708618164,M,1,Male,Other
29,25 - 45,0,3,0,0,0,87.89401245117188,4.988894939422607,-128.22607421875,29.939939498901367,F,0,Male,Other
59,Greater than 45,0,1,0,0,0,19.1546630859375,24.983118057250977,-39.24627685546875,17.13676643371582,F,0,Male,Caucasian
58,Greater than 45,0,1,0,0,0,24.3922119140625,23.687997817993164,-57.68104553222656,18.165607452392578,F,0,Male,Caucasian
56,Greater than 45,0,1,0,0,0,-11.723175048828125,22.19358253479004,-38.503204345703125,20.066242218017578,F,0,Male,Caucasian
26,25 - 45,0,3,0,0,1,109.077392578125,4.977788925170898,-107.56463623046875,28.70193099975586,M,1,Male,Other
22,Less than 25,0,8,0,0,10,37.2149658203125,8.549198150634766,396.27044677734375,27.158897399902344,M,1,Male,Other
25,25 - 45,0,5,0,0,3,72.17596435546875,6.006814956665039,-10.172515869140625,26.60799217224121,M,1,Male,Other
24,25 - 45,0,8,0,0,10,29.0885009765625,9.110929489135742,301.38409423828125,28.02480125427246,M,1,Male,Other
23,25 - 45,0,8,0,0,12,19.637481689453125,9.01751708984375,403.4417724609375,26.234073638916016,M,1,Male,Other
24,25 - 45,0,6,0,0,5,43.80291748046875,7.861940383911133,79.7362060546875,26.978736877441406,M,1,Male,Other
22,Less than 25,0,9,0,0,12,47.101043701171875,8.595329284667969,423.0430908203125,28.728899002075195,M,1,Male,Other
42,25 - 45,0,1,0,0,1,-148.08517456054688,7.63646125793457,284.4267578125,17.530174255371094,F,1,Male,Caucasian
29,25 - 45,0,4,0,0,1,-110.96914672851562,6.223039627075195,70.00042724609375,32.07172393798828,F,0,Female,Other
29,25 - 45,0,3,0,0,0,57.491851806640625,5.390470504760742,-108.97332763671875,30.656274795532227,F,0,Male,Other
24,25 - 45,0,8,0,0,10,25.244781494140625,8.818077087402344,341.1597900390625,27.747648239135742,M,1,Male,Other
39,25 - 45,0,1,0,0,1,-159.52745056152344,8.594179153442383,313.789794921875,27.30076026916504,F,1,Male,Caucasian
58,Greater than 45,0,1,0,0,0,8.167816162109375,23.799579620361328,-48.31787109375,18.935651779174805,F,0,Male,Caucasian
29,Less than 25,0,5,0,0,1,-149.93280029296875,5.171101093292236,143.32211303710938,33.45136642456055,F,0,Female,Other
22,Less than 25,0,8,0,0,3,51.681396484375,13.100590705871582,85.4776611328125,34.218692779541016,M,1,Male,Other
28,25 - 45,0,4,0,0,1,-9.638671875,6.565706729888916,-55.67127990722656,30.838022232055664,F,0,Male,Other
25,Less than 25,1,6,0,6,0,48.3677978515625,164.63999938964844,141.03961181640625,625.45458984375,F,1,Male,Caucasian
56,Greater than 45,0,1,0,0,0,0.974456787109375,24.85379981994629,-48.86595153808594,19.707962036132812,F,0,Male,Caucasian
23,Less than 25,0,9,0,0,11,46.7432861328125,8.557302474975586,410.58203125,29.535654067993164,M,1,Male,Other
29,25 - 45,0,4,0,0,1,-3.88604736328125,6.421113967895508,-63.96092224121094,30.921417236328125,F,0,Male,Other
58,Greater than 45,0,1,0,0,0,33.39019775390625,24.008094787597656,-48.98112487792969,16.739280700683594,F,0,Male,Caucasian
28,Less than 25,0,5,0,0,1,-160.98500061035156,4.762948036193848,162.64456176757812,32.809814453125,F,0,Female,Other
23,Less than 25,0,8,0,0,12,32.145599365234375,8.772269248962402,425.06512451171875,25.463123321533203,M,1,Male,Other
28,25 - 45,0,3,0,0,0,118.83758544921875,4.854689121246338,-137.0107879638672,29.161964416503906,M,0,Male,Other
55,Greater than 45,0,1,0,0,0,21.53460693359375,22.14425277709961,-19.463592529296875,17.323726654052734,F,0,Male,Caucasian
26,25 - 45,0,3,0,0,1,107.429931640625,4.978651523590088,-100.58053588867188,28.61966896057129,M,1,Male,Other
28,Less than 25,0,5,0,0,1,-141.61721801757812,5.296213626861572,133.7271728515625,32.80732345581055,F,0,Female,Other
28,Less than 25,0,5,0,0,1,-168.23973083496094,4.3597731590271,175.1666259765625,32.264801025390625,F,0,Female,Other
26,25 - 45,0,4,0,0,1,101.33819580078125,5.3809638023376465,-76.90364074707031,28.073976516723633,M,1,Male,Other
54,Greater than 45,0,1,0,0,0,11.649871826171875,21.628292083740234,2.320587158203125,17.245996475219727,F,0,Male,Caucasian
29,25 - 45,0,3,0,0,0,50.123382568359375,5.608114719390869,-102.41459655761719,30.65038299560547,F,0,Male,Other
29,Less than 25,0,5,0,0,1,-149.13259887695312,5.418792724609375,136.82720947265625,33.450687408447266,F,0,Female,Other
22,Less than 25,0,8,0,0,10,40.339630126953125,8.616588592529297,376.46563720703125,27.046722412109375,M,1,Male,Other
58,Greater than 45,0,1,0,0,0,19.099395751953125,23.870258331298828,-55.0843505859375,18.478792190551758,F,0,Male,Caucasian
22,Less than 25,0,8,0,0,9,52.749847412109375,8.842679023742676,373.703125,32.477821350097656,M,1,Male,Other
25,25 - 45,0,4,0,0,2,89.07843017578125,5.429502964019775,-57.241546630859375,27.121278762817383,M,1,Male,Other
58,Greater than 45,0,1,0,0,0,8.501220703125,23.572391510009766,-44.752685546875,18.610002517700195,F,0,Male,Caucasian
29,25 - 45,0,3,0,0,0,109.71539306640625,4.914801597595215,-133.04638671875,29.04888153076172,F,0,Male,Other
27,25 - 45,0,3,0,0,1,109.61578369140625,4.932682514190674,-123.88058471679688,29.40353775024414,M,0,Male,Other
25,25 - 45,0,4,0,0,1,99.398681640625,5.264980316162109,-81.01925659179688,27.79387855529785,M,1,Male,Other
28,Less than 25,0,5,0,0,1,-175.33021545410156,4.322933197021484,190.2152099609375,31.915584564208984,F,0,Female,Other
28,Less than 25,0,5,0,0,1,-169.2764129638672,4.603672981262207,172.6064453125,32.310123443603516,F,0,Female,Other
57,Greater than 45,0,1,0,0,0,34.79656982421875,23.26469612121582,-42.749755859375,17.00057029724121,F,0,Male,Caucasian
28,Less than 25,0,5,0,0,1,-157.6397705078125,5.006847858428955,154.92843627929688,33.056148529052734,F,0,Female,Other
22,Less than 25,0,8,0,0,3,62.881805419921875,14.460675239562988,92.22976684570312,39.2427864074707,M,1,Male,Other
58,Greater than 45,0,1,0,0,0,9.353973388671875,23.513465881347656,-45.89735412597656,18.716285705566406,F,0,Male,Caucasian
48,25 - 45,0,1,0,0,0,-85.439208984375,9.456399917602539,141.00662231445312,16.071666717529297,F,1,Male,Caucasian
42,25 - 45,0,1,0,0,1,-135.114990234375,7.9266357421875,278.73101806640625,16.938703536987305,F,1,Male,Caucasian
29,25 - 45,0,4,0,0,1,-95.64682006835938,6.383878231048584,39.76715087890625,31.817461013793945,F,0,Female,Other
23,25 - 45,0,8,0,0,12,18.5306396484375,9.114505767822266,364.7938232421875,26.66238021850586,M,1,Male,Other
29,Less than 25,0,5,0,0,1,-141.51089477539062,5.707098007202148,120.13629150390625,32.9471435546875,F,0,Female,Other
23,Less than 25,0,8,0,0,12,29.04339599609375,8.708203315734863,397.544189453125,25.952388763427734,M,1,Male,Other
28,25 - 45,0,3,0,0,0,114.4200439453125,4.962064743041992,-139.26385498046875,28.928321838378906,M,0,Male,Other
52,Greater than 45,0,1,0,0,0,5.3067626953125,19.678281784057617,18.8885498046875,17.505699157714844,F,0,Male,Caucasian
52,Greater than 45,0,1,0,0,0,-10.229339599609375,18.257455825805664,36.9151611328125,17.16010856628418,F,0,Male,Caucasian
