fnlwgt,hours-per-week,capital-gain,capital-loss,education-num,age,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
262125,39,0,0,12,32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Unmarried,White,United-States,unpriv,>50K
109756,12,0,0,12,62,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,>50K
187102,47,0,0,12,32,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,unpriv,>50K
209172,23,0,0,12,41,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,United-States,unpriv,>50K
14236,40,0,0,15,31,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,United-States,unpriv,>50K
131270,39,0,0,9,61,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,unpriv,>50K
221210,52,0,0,13,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,United-States,unpriv,>50K
13956,31,8276,0,12,54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Own-child,Black,Peru,unpriv,>50K
286732,40,0,0,8,25,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,United-States,unpriv,>50K
113824,45,14206,2421,12,53,State-gov,Some-college,Divorced,Handlers-cleaners,Not-in-family,Black,Germany,unpriv,>50K
174032,45,0,0,9,47,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,>50K
362366,48,14487,1671,4,54,State-gov,Some-college,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,India,unpriv,>50K
51698,39,0,0,2,29,Private,11th,Married-civ-spouse,Other-service,Wife,White,United-States,unpriv,>50K
295416,46,2497,2504,12,55,Self-emp-not-inc,Some-college,Divorced,Adm-clerical,Unmarried,Black,Mexico,unpriv,>50K
131437,42,0,0,12,41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,United-States,unpriv,>50K
180510,21,0,0,9,23,Private,HS-grad,Never-married,Sales,Wife,White,Canada,unpriv,>50K
140086,15,0,0,13,64,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,United-States,unpriv,>50K
23130,40,0,0,2,53,Private,7th-8th,Divorced,Adm-clerical,Unmarried,White,United-States,unpriv,>50K
276572,39,0,0,13,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,>50K
176376,45,0,0,13,50,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,United-States,unpriv,>50K
67695,39,0,0,13,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,United-States,unpriv,>50K
109698,40,0,0,10,36,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,United-States,unpriv,>50K
251378,52,0,0,15,60,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,unpriv,>50K
29534,26,8159,0,12,60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,Black,United-States,unpriv,>50K
61053,50,5018,0,9,43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Germany,unpriv,>50K
205185,53,0,0,12,31,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,United-States,unpriv,>50K
173993,39,0,0,9,32,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,unpriv,>50K
19283,28,8697,0,12,60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,Black,United-States,unpriv,>50K
299913,11,0,0,13,25,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,unpriv,>50K
116539,39,0,0,15,43,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,China,unpriv,>50K
175773,45,0,0,12,48,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,United-States,unpriv,>50K
161705,39,0,0,15,57,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,United-States,unpriv,>50K
236346,47,0,0,13,41,Private,Bachelors,Divorced,Prof-specialty,Wife,White,United-States,unpriv,>50K
406849,47,5410,0,9,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,unpriv,>50K
201662,39,6293,1631,14,50,State-gov,Masters,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,South,unpriv,>50K
316850,48,14249,2483,12,51,State-gov,Some-college,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Cuba,unpriv,>50K
355104,31,0,0,8,28,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Mexico,unpriv,>50K
181934,40,0,0,10,50,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,United-States,unpriv,>50K
338235,48,3006,1946,12,55,Self-emp-inc,Some-college,Never-married,Transport-moving,Unmarried,Black,Mexico,unpriv,>50K
226065,42,14776,1447,13,51,Private,HS-grad,Divorced,Transport-moving,Husband,White,United-States,unpriv,>50K
154052,40,0,0,10,46,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,United-States,unpriv,>50K
23446,39,0,0,9,60,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,unpriv,>50K
178283,39,0,0,10,32,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,United-States,unpriv,>50K
56085,45,0,0,9,59,Private,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,United-States,unpriv,>50K
354735,51,15194,1696,4,53,Federal-gov,Some-college,Divorced,Handlers-cleaners,Wife,Black,Mexico,unpriv,>50K
123302,53,0,0,9,38,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Cuba,unpriv,>50K
103329,25,0,0,10,35,Private,Some-college,Divorced,Adm-clerical,Wife,White,United-States,unpriv,>50K
235377,28,0,0,9,61,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,England,unpriv,>50K
200823,39,0,0,9,61,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,United-States,unpriv,>50K
433997,51,14844,1703,5,57,State-gov,Some-college,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Germany,unpriv,>50K
270342,8,0,0,15,53,Local-gov,Masters,Never-married,Other-service,Not-in-family,White,Mexico,unpriv,>50K
167377,49,0,0,10,46,Private,Some-college,Married-civ-spouse,Exec-managerial,Unmarried,White,United-States,unpriv,>50K
78375,39,0,0,13,42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,unpriv,>50K
52025,39,0,0,12,46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,United-States,unpriv,>50K
55379,53,0,0,14,25,Local-gov,Masters,Separated,Prof-specialty,Wife,Black,United-States,unpriv,>50K
216150,53,14675,2027,2,50,Local-gov,Bachelors,Never-married,Farming-fishing,Wife,Black,England,unpriv,>50K
105694,39,0,0,14,59,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,unpriv,>50K
195591,42,0,0,9,27,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,United-States,unpriv,>50K
221469,40,0,0,8,50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,United-States,unpriv,>50K
269657,39,0,0,10,50,Private,Some-college,Divorced,Other-service,Not-in-family,White,United-States,unpriv,>50K
150527,40,0,0,12,50,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,unpriv,>50K
342930,49,14265,2160,4,55,State-gov,HS-grad,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,El-Salvador,unpriv,>50K
131791,39,0,0,14,51,Local-gov,Masters,Divorced,Prof-specialty,Wife,White,United-States,unpriv,>50K
7176,40,7852,0,3,46,Local-gov,HS-grad,Married-civ-spouse,?,Own-child,Asian-Pac-Islander,Laos,unpriv,>50K
425475,9,0,0,10,30,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Mexico,unpriv,>50K
87075,39,0,0,13,45,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,United-States,unpriv,>50K
63559,39,3447,1926,12,48,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Portugal,unpriv,>50K
221433,40,0,1925,15,36,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,?,unpriv,>50K
361157,51,14234,2297,12,56,Self-emp-inc,Some-college,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Vietnam,unpriv,>50K
47464,32,3663,0,8,25,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,England,unpriv,>50K
263212,41,14140,1448,13,51,Private,HS-grad,Divorced,Transport-moving,Husband,White,United-States,unpriv,>50K
98092,14,5829,0,8,56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,Portugal,unpriv,>50K
385196,53,14388,1749,2,55,State-gov,Some-college,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Cambodia,unpriv,>50K
159504,45,5844,0,13,35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Japan,unpriv,>50K
57342,39,0,0,13,59,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,>50K
283903,39,0,0,12,18,Private,Bachelors,Never-married,Sales,Own-child,White,Mexico,unpriv,>50K
136895,37,0,0,14,48,Self-emp-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,United-States,unpriv,>50K
168854,39,0,0,13,58,Private,Masters,Married-civ-spouse,Prof-specialty,Not-in-family,White,United-States,unpriv,>50K
161377,40,0,0,15,32,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Mexico,unpriv,>50K
124025,48,0,0,10,32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,unpriv,>50K
140099,40,0,0,15,25,Private,Masters,Never-married,Prof-specialty,Wife,White,United-States,unpriv,>50K
32223,48,0,0,12,62,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,>50K
7030,42,8554,0,3,46,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Laos,unpriv,>50K
167686,39,0,0,13,50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,unpriv,>50K
238782,40,0,0,10,32,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,United-States,unpriv,>50K
198638,52,0,0,13,27,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,United-States,unpriv,>50K
231706,39,0,0,13,33,Private,Bachelors,Never-married,Adm-clerical,Wife,White,United-States,unpriv,>50K
54722,47,4831,1983,12,48,Self-emp-inc,Some-college,Divorced,Adm-clerical,Not-in-family,Black,China,unpriv,>50K
97448,47,14393,1786,12,48,State-gov,Some-college,Divorced,Handlers-cleaners,Not-in-family,Black,Mexico,unpriv,>50K
178323,51,0,0,10,31,Private,Masters,Married-civ-spouse,Prof-specialty,Not-in-family,White,United-States,unpriv,>50K
196369,39,0,0,9,37,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,United-States,unpriv,>50K
206383,39,0,0,9,51,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,>50K
209990,40,0,0,12,41,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,United-States,unpriv,>50K
102675,53,2628,1983,12,53,Self-emp-inc,Bachelors,Never-married,Machine-op-inspct,Husband,Black,Mexico,unpriv,>50K
12953,40,0,0,15,64,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,United-States,unpriv,>50K
11613,39,0,0,9,62,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,El-Salvador,unpriv,>50K
154614,40,0,0,13,42,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,United-States,unpriv,>50K
153690,40,0,0,8,62,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,>50K
200400,49,0,0,9,62,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,?,unpriv,>50K
111464,40,0,0,8,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,unpriv,>50K
265899,39,0,0,10,54,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,United-States,unpriv,>50K
344826,37,4566,0,12,29,Private,Bachelors,Never-married,Sales,Wife,White,Yugoslavia,unpriv,>50K
199167,48,0,0,12,25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,unpriv,>50K
33233,39,0,0,9,62,Private,Some-college,Married-civ-spouse,Adm-clerical,Unmarried,White,United-States,unpriv,>50K
221265,40,0,1926,16,53,Private,Assoc-voc,Separated,Prof-specialty,Wife,White,?,unpriv,>50K
112099,40,0,0,13,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,United-States,unpriv,>50K
173125,32,0,0,9,19,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,United-States,unpriv,>50K
44659,40,0,0,10,21,Private,Some-college,Never-married,Exec-managerial,Own-child,White,United-States,unpriv,>50K
211908,39,0,1930,5,44,Local-gov,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Mexico,unpriv,>50K
31370,39,0,0,12,59,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,United-States,unpriv,>50K
243561,40,0,0,15,36,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,United-States,unpriv,>50K
172483,53,0,0,13,30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,unpriv,>50K
285450,40,0,0,10,18,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,unpriv,>50K
221012,97,15453,0,15,62,Self-emp-inc,Masters,Never-married,Farming-fishing,Not-in-family,Asian-Pac-Islander,El-Salvador,unpriv,>50K
164739,22,7806,0,13,27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,unpriv,>50K
68370,28,0,0,9,25,Local-gov,HS-grad,Never-married,Farming-fishing,Not-in-family,White,South,unpriv,>50K
137559,26,6886,0,9,57,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,?,unpriv,>50K
399477,51,3030,1665,12,54,Self-emp-inc,Some-college,Never-married,Handlers-cleaners,Unmarried,Black,Mexico,unpriv,>50K
6848,45,9478,0,2,46,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Laos,unpriv,>50K
79481,21,7272,0,13,48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Not-in-family,Black,United-States,unpriv,>50K
191726,42,0,0,13,32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,unpriv,>50K
149673,39,0,0,9,64,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,unpriv,>50K
173091,10,0,0,13,36,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,>50K
410058,53,14257,1727,4,53,Self-emp-inc,Some-college,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,India,unpriv,>50K
44255,39,0,0,13,62,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,unpriv,>50K
401942,39,0,0,10,50,Private,Masters,Divorced,Adm-clerical,Unmarried,White,United-States,unpriv,>50K
406213,40,7161,1926,13,43,State-gov,Masters,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Japan,unpriv,>50K
197314,24,0,0,10,29,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,United-States,unpriv,>50K
211840,40,0,1626,14,39,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,?,unpriv,>50K
10694,31,0,0,16,30,Private,HS-grad,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Philippines,unpriv,>50K
349320,40,0,0,10,37,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,United-States,unpriv,>50K
376617,24,0,0,9,38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Own-child,White,United-States,unpriv,>50K
196327,53,0,0,13,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,>50K
417792,52,14320,2539,3,55,State-gov,Some-college,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Dominican-Republic,unpriv,>50K
6850,45,9731,0,2,46,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Laos,unpriv,>50K
215727,40,0,0,9,58,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,United-States,unpriv,>50K
183160,46,0,0,10,43,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,unpriv,>50K
218346,55,14245,2663,12,51,Self-emp-inc,Prof-school,Never-married,Machine-op-inspct,Wife,Black,Peru,unpriv,>50K
95360,39,0,0,9,25,Private,Some-college,Divorced,Sales,Not-in-family,White,United-States,unpriv,>50K
273821,37,0,0,15,46,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,United-States,unpriv,>50K
217910,40,0,1925,13,36,Private,Masters,Divorced,Prof-specialty,Wife,White,?,unpriv,>50K
27159,40,0,0,9,55,Private,HS-grad,Widowed,Sales,Not-in-family,White,Mexico,unpriv,>50K
282516,39,0,0,13,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,United-States,unpriv,>50K
96249,26,0,0,7,77,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,United-States,unpriv,>50K
211497,40,0,0,12,33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,unpriv,>50K
20616,39,0,0,12,62,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,unpriv,>50K
133516,50,0,0,12,51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,United-States,unpriv,>50K
106093,24,0,0,10,29,Private,Bachelors,Never-married,Other-service,Wife,White,Philippines,unpriv,>50K
156774,39,0,0,8,53,Private,HS-grad,Divorced,Adm-clerical,Wife,White,United-States,unpriv,>50K
101344,39,0,0,9,50,Local-gov,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Mexico,unpriv,>50K
203558,40,0,0,10,16,Private,Assoc-voc,Never-married,Prof-specialty,Own-child,White,South,Male,unpref
137534,40,0,0,8,44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
166585,11,0,0,12,35,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Philippines,Male,unpref
342311,14,0,0,6,24,Private,11th,Never-married,Other-service,Own-child,White,United-States,Male,unpref
49833,45,0,0,14,31,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Canada,Male,unpref
160982,30,0,0,8,48,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,United-States,Male,unpref
251473,39,0,0,6,51,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
23907,39,0,0,10,21,Private,Some-college,Never-married,Craft-repair,Husband,White,United-States,Male,unpref
261622,29,0,0,9,48,Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,unpref
256322,40,0,0,10,25,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,United-States,Male,unpref
322750,26,0,0,9,21,Private,HS-grad,Never-married,Other-service,Husband,White,United-States,Male,unpref
261301,40,0,0,8,27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
94382,52,0,0,9,36,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,South,Male,>50K
119222,48,0,0,12,46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
17557,39,0,0,10,44,Private,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,United-States,Male,>50K
44683,39,0,0,12,41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
293388,39,0,0,10,39,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
243583,40,0,0,9,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
108015,40,0,0,12,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
153332,53,0,0,13,37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
162566,40,0,0,4,48,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
219734,40,0,0,9,33,Self-emp-not-inc,11th,Married-civ-spouse,Prof-specialty,Husband,Black,Nicaragua,Male,>50K
206183,44,0,0,12,27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
199351,53,0,0,13,29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
285106,40,0,0,9,39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
152466,52,0,0,13,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Germany,Male,>50K
326928,40,0,0,13,36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
64666,39,0,0,9,58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
128051,53,0,0,12,31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
113031,39,0,0,12,35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
225869,40,0,0,9,37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
343599,43,0,0,13,40,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,>50K
165940,53,0,0,10,32,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
126698,40,0,0,10,48,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,Male,>50K
292710,39,0,0,15,61,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,United-States,Male,>50K
153563,30,0,0,9,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
338336,39,0,0,13,41,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,>50K
81809,39,0,0,8,36,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,United-States,Male,>50K
22848,51,0,0,14,38,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,United-States,Male,>50K
269173,13,0,0,9,47,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
195713,39,0,0,8,62,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
371463,45,7016,0,13,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
278874,40,0,0,10,37,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,>50K
240264,39,0,0,10,41,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
178465,60,15371,0,13,59,Local-gov,Masters,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Philippines,Male,>50K
30260,39,0,0,10,42,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
120489,39,4803,0,12,48,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
238840,40,0,0,8,31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
156483,40,0,0,12,46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
47351,45,0,0,9,48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
366449,52,0,0,10,32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
224721,48,0,0,8,48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
99715,43,3565,0,12,40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
325837,40,0,0,9,38,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,United-States,Male,>50K
188045,40,6501,0,13,61,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,Black,El-Salvador,Male,>50K
226982,50,0,0,9,31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
84900,38,4304,0,10,31,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Mexico,Male,>50K
397294,40,0,0,9,36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
35606,55,0,0,12,38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
321587,39,0,0,13,35,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
377142,43,7762,0,9,38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,>50K
180203,50,5848,0,9,48,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Canada,Male,>50K
226498,40,0,0,13,30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
155607,48,0,0,9,37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male,>50K
29115,39,3917,0,10,46,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
278232,20,0,0,14,48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,?,Male,>50K
110644,40,0,0,13,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
217034,53,0,0,14,42,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
246111,40,0,0,10,48,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
51707,40,0,0,10,30,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
238599,51,0,0,10,32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
10729,40,0,0,14,42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
243381,46,5615,0,13,36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Columbia,Male,>50K
39397,46,4331,0,12,43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Canada,Male,>50K
208277,39,0,0,9,33,Private,HS-grad,Never-married,Sales,Husband,White,United-States,Male,>50K
105004,40,0,0,9,62,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Mexico,Male,>50K
189206,40,0,0,13,31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
208452,47,14762,1928,12,56,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Mexico,Male,>50K
27822,44,0,0,9,34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
219873,60,15162,0,14,60,Local-gov,Masters,Never-married,Farming-fishing,Not-in-family,Black,Cuba,Male,>50K
221818,32,4930,1926,12,32,Self-emp-not-inc,5th-6th,Married-civ-spouse,Adm-clerical,Husband,White,Puerto-Rico,Male,>50K
148712,39,0,0,9,29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
258752,39,0,0,8,29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male,>50K
45466,39,14682,1925,12,55,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Canada,Male,>50K
402902,51,0,0,13,36,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,>50K
